"","h_a","xG","xGA","npxG","npxGA","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","teamId","ppda_cal","allowed_ppda","matchtime","tot_points","round","tot_goal","tot_con","Referee.x","HS.x","HST.x","HF.x","HC.x","HY.x","HR.x","AS.x","AST.x","AF.x","AC.x","AY.x","AR.x","B365H.x","B365D.x","B365A.x","HtrgPerc","AtrgPerc","matchDay"
"260","a",0.69784,2.6985,0.69784,2.6985,3,14,0,2,0.2289,"l",2019-11-25 20:00:00,0,0,1,0,-2.00066,"Newcastle United",17.6,7.33333333333333,20,15,13,11,20,"L Mason",17,8,10,11,1,0,11,5,9,6,1,0,2.05,3.4,3.7,0.470588235294118,0.454545454545455,"Mon"
"261","a",2.44389,0.208252,2.44389,0.208252,12,2,2,2,2.7869,"d",2019-11-30 12:30:00,0,1,0,1,2.235638,"Man City",4.11538461538461,38.5555555555556,12,29,14,39,16,"C Kavanagh",6,3,4,1,1,0,24,9,6,10,2,0,13,8,1.16,0.5,0.375,"Sat"
"262","h",0.208252,2.44389,0.208252,2.44389,2,12,2,2,0.1259,"d",2019-11-30 12:30:00,0,1,0,1,-2.235638,"Newcastle United",38.5555555555556,4.11538461538461,12,16,14,13,22,"C Kavanagh",6,3,4,1,1,0,24,9,6,10,2,0,13,8,1.16,0.5,0.375,"Sat"
"263","a",1.02949,2.93189,1.02949,2.93189,6,9,2,3,0.3314,"l",2019-11-30 15:00:00,0,0,1,0,-1.9024,"Bournemouth",8.5625,8.88888888888889,15,16,14,18,20,"L Mason",15,5,10,4,0,0,20,6,12,8,2,0,1.36,5.5,7.5,0.333333333333333,0.3,"Sat"
"264","a",0.867601,1.36832,0.867601,1.36832,3,11,1,2,0.9274,"l",2019-11-30 15:00:00,0,0,1,0,-0.500719,"Brighton",15.0555555555556,14.9166666666667,15,15,14,16,21,"M Atkinson",15,7,3,4,0,1,12,5,10,5,0,0,1.18,7,15,0.466666666666667,0.416666666666667,"Sat"
"265","h",1.8509,0.936732,1.8509,0.936732,5,6,0,2,2.0956,"l",2019-11-30 15:00:00,0,0,1,0,0.914168,"Burnley",8.375,7.29166666666667,15,18,14,20,20,"P Bankes",15,4,13,5,2,0,7,2,10,6,0,0,2.25,3.25,3.3,0.266666666666667,0.285714285714286,"Sat"
"266","h",2.73185,1.12034,2.73185,1.12034,6,3,0,1,2.451,"l",2019-11-30 15:00:00,0,0,1,0,1.61151,"Chelsea",11.3571428571429,11.2058823529412,15,26,14,28,20,"J Moss",19,6,0,9,0,0,5,4,16,3,3,0,1.28,6,9,0.315789473684211,0.8,"Sat"
"267","a",0.936732,1.8509,0.936732,1.8509,6,5,2,0,0.6598,"w",2019-11-30 15:00:00,1,0,0,3,-0.914168,"Crystal Palace",7.29166666666667,8.375,15,18,14,13,18,"P Bankes",15,4,13,5,2,0,7,2,10,6,0,0,2.25,3.25,3.3,0.266666666666667,0.285714285714286,"Sat"
"268","h",1.36832,0.867601,1.36832,0.867601,11,3,2,1,1.7929,"w",2019-11-30 15:00:00,1,0,0,3,0.500719,"Liverpool",14.9166666666667,15.0555555555556,15,40,14,32,12,"M Atkinson",15,7,3,4,0,1,12,5,10,5,0,0,1.18,7,15,0.466666666666667,0.416666666666667,"Sat"
"269","h",2.93189,1.02949,2.93189,1.02949,9,6,3,2,2.5445,"w",2019-11-30 15:00:00,1,0,0,3,1.9024,"Tottenham",8.88888888888889,8.5625,15,20,14,24,21,"L Mason",15,5,10,4,0,0,20,6,12,8,2,0,1.36,5.5,7.5,0.333333333333333,0.3,"Sat"
"270","a",1.12034,2.73185,1.12034,2.73185,3,6,1,0,0.3933,"w",2019-11-30 15:00:00,1,0,0,3,-1.61151,"West Ham",11.2058823529412,11.3571428571429,15,16,14,17,23,"J Moss",19,6,0,9,0,0,5,4,16,3,3,0,1.28,6,9,0.315789473684211,0.8,"Sat"
"271","h",1.9671,0.504005,1.9671,0.504005,8,5,2,1,2.6235,"w",2019-11-30 17:30:00,1,0,0,3,1.463095,"Southampton",7.55555555555556,14.2,17,12,14,15,32,"M Oliver",11,6,6,6,1,0,6,3,10,7,0,0,2.1,3.4,3.5,0.545454545454545,0.5,"Sat"
"272","a",0.504005,1.9671,0.504005,1.9671,5,8,1,2,0.231,"l",2019-11-30 17:30:00,0,0,1,0,-1.463095,"Watford",14.2,7.55555555555556,17,8,14,9,28,"M Oliver",11,6,6,6,1,0,6,3,10,7,0,0,2.1,3.4,3.5,0.545454545454545,0.5,"Sat"
"273","a",1.96157,0.810596,1.20044,0.810596,10,2,2,2,2.3135,"d",2019-12-01 14:00:00,0,1,0,1,0.389844,"Arsenal",7.88461538461539,24.6666666666667,14,19,14,20,21,"P Tierney",15,8,8,7,2,0,16,7,10,12,1,0,4,4.33,1.75,0.533333333333333,0.4375,"Sun"
"274","h",0.810596,1.96157,0.810596,1.20044,2,10,2,2,0.4955,"d",2019-12-01 14:00:00,0,1,0,1,-0.389844,"Norwich",24.6666666666667,7.88461538461539,14,11,14,15,30,"P Tierney",15,8,8,7,2,0,16,7,10,12,1,0,4,4.33,1.75,0.533333333333333,0.4375,"Sun"
"275","a",1.47296,1.27422,1.47296,1.27422,8,4,1,1,1.5085,"d",2019-12-01 14:00:00,0,1,0,1,0.19874,"Sheffield United",7.89189189189189,7.57142857142857,14,19,14,17,13,"D Coote",13,3,12,7,1,0,9,4,18,2,4,0,1.9,3.5,4.2,0.230769230769231,0.444444444444444,"Sun"
"276","h",1.27422,1.47296,1.27422,1.47296,4,8,1,1,1.2178,"d",2019-12-01 14:00:00,0,1,0,1,-0.19874,"Wolves",7.57142857142857,7.89189189189189,14,20,14,19,17,"D Coote",13,3,12,7,1,0,9,4,18,2,4,0,1.9,3.5,4.2,0.230769230769231,0.444444444444444,"Sun"
"277","a",1.29701,1.84804,1.29701,1.84804,3,13,2,2,0.9372,"d",2019-12-01 16:30:00,0,1,0,1,-0.55103,"Aston Villa",12,6.65217391304348,16,15,14,21,22,"C Pawson",16,6,16,9,4,0,9,3,8,9,1,0,1.45,4.5,7,0.375,0.333333333333333,"Sun"
"278","a",1.24986,2.24348,1.24986,2.24348,1,9,1,2,0.7025,"l",2019-12-01 16:30:00,0,0,1,0,-0.99362,"Everton",18.35,5.60869565217391,16,14,14,14,22,"G Scott",16,6,7,4,0,0,11,3,9,4,1,0,1.61,4,5.25,0.375,0.272727272727273,"Sun"
"279","h",2.24348,1.24986,2.24348,1.24986,9,1,2,1,2.0822,"w",2019-12-01 16:30:00,1,0,0,3,0.99362,"Leicester",5.60869565217391,18.35,16,32,14,33,9,"G Scott",16,6,7,4,0,0,11,3,9,4,1,0,1.61,4,5.25,0.375,0.272727272727273,"Sun"
"280","h",1.84804,1.29701,1.84804,1.29701,13,3,2,2,1.7835,"d",2019-12-01 16:30:00,0,1,0,1,0.55103,"Man Utd",6.65217391304348,12,16,18,14,21,17,"C Pawson",16,6,16,9,4,0,9,3,8,9,1,0,1.45,4.5,7,0.375,0.333333333333333,"Sun"
"281","a",0.342799,0.383763,0.342799,0.383763,10,6,0,1,1.186,"l",2019-12-03 19:30:00,0,0,1,0,-0.040964,"Bournemouth",5.61904761904762,20.3333333333333,19,16,15,18,21,"A Taylor",7,2,6,6,3,1,6,3,15,9,3,0,2.2,3.4,3.25,0.285714285714286,0.5,"Tue"
"282","h",0.383763,0.342799,0.383763,0.342799,6,10,1,0,1.2658,"w",2019-12-03 19:30:00,1,0,0,3,0.040964,"Crystal Palace",20.3333333333333,5.61904761904762,19,21,15,14,18,"A Taylor",7,2,6,6,3,1,6,3,15,9,3,0,2.2,3.4,3.25,0.285714285714286,0.5,"Tue"
"283","h",0.486548,2.56057,0.486548,2.56057,3,13,1,4,0.1641,"l",2019-12-03 20:15:00,0,0,1,0,-2.074022,"Burnley",25.9375,11.2,20,18,15,21,24,"J Moss",4,2,9,3,1,0,17,8,6,6,1,0,11,7,1.22,0.5,0.470588235294118,"Tue"
"284","a",2.56057,0.486548,2.56057,0.486548,13,3,4,1,2.7468,"w",2019-12-03 20:15:00,1,0,0,3,2.074022,"Man City",11.2,25.9375,20,32,15,43,17,"J Moss",4,2,9,3,1,0,17,8,6,6,1,0,11,7,1.22,0.5,0.470588235294118,"Tue"
"285","a",0.86086,1.9774,0.86086,1.9774,2,14,1,2,0.6134,"l",2019-12-04 19:30:00,0,0,1,0,-1.11654,"Aston Villa",13.8928571428571,6.96153846153846,19,15,15,22,24,"C Kavanagh",25,9,18,9,2,0,9,3,10,5,1,0,1.28,5.75,10,0.36,0.333333333333333,"Wed"
"286","h",1.9774,0.86086,1.9774,0.86086,14,2,2,1,2.1674,"w",2019-12-04 19:30:00,1,0,0,3,1.11654,"Chelsea",6.96153846153846,13.8928571428571,19,29,15,30,21,"C Kavanagh",25,9,18,9,2,0,9,3,10,5,1,0,1.28,5.75,10,0.36,0.333333333333333,"Wed"
"287","h",2.28735,0.199733,1.52619,0.199733,9,4,2,0,2.8303,"w",2019-12-04 19:30:00,1,0,0,3,1.326457,"Leicester",7.19047619047619,13.5416666666667,19,35,15,35,9,"C Pawson",12,6,13,7,3,0,4,1,16,2,2,0,1.33,5.5,8,0.5,0.25,"Wed"
"288","h",1.47683,0.542315,0.715699,0.542315,1,2,2,1,2.2216,"w",2019-12-04 19:30:00,1,0,0,3,0.173384,"Man Utd",7.36842105263158,8.48148148148148,19,21,15,23,18,"P Tierney",12,7,9,4,0,0,8,5,9,3,1,0,2.75,3.4,2.55,0.583333333333333,0.625,"Wed"
"289","a",0.896647,2.00232,0.896647,2.00232,3,9,1,2,0.523,"l",2019-12-04 19:30:00,0,0,1,0,-1.105673,"Norwich",13.8333333333333,9.30555555555556,19,11,15,16,32,"K Friend",14,5,12,6,1,0,10,3,7,1,1,0,1.72,4,4.2,0.357142857142857,0.3,"Wed"
"290","h",2.00232,0.896647,2.00232,0.896647,9,3,2,1,2.2681,"w",2019-12-04 19:30:00,1,0,0,3,1.105673,"Southampton",9.30555555555556,13.8333333333333,19,15,15,17,33,"K Friend",14,5,12,6,1,0,10,3,7,1,1,0,1.72,4,4.2,0.357142857142857,0.3,"Wed"
"291","a",0.542315,1.47683,0.542315,0.715699,2,1,1,2,0.5272,"l",2019-12-04 19:30:00,0,0,1,0,-0.173384,"Tottenham",8.48148148148148,7.36842105263158,19,20,15,25,23,"P Tierney",12,7,9,4,0,0,8,5,9,3,1,0,2.75,3.4,2.55,0.583333333333333,0.625,"Wed"
"292","a",0.199733,2.28735,0.199733,1.52619,4,9,0,2,0.0991,"l",2019-12-04 19:30:00,0,0,1,0,-1.326457,"Watford",13.5416666666667,7.19047619047619,19,8,15,9,30,"C Pawson",12,6,13,7,3,0,4,1,16,2,2,0,1.33,5.5,8,0.5,0.25,"Wed"
"293","a",0.501977,1.82237,0.501977,1.82237,4,5,0,2,0.4048,"l",2019-12-04 19:30:00,0,0,1,0,-1.320393,"West Ham",9.84615384615385,9.25806451612903,19,16,15,17,25,"A Marriner",13,7,8,5,1,0,6,3,9,4,2,0,1.75,3.7,4.75,0.538461538461538,0.5,"Wed"
"294","h",1.82237,0.501977,1.82237,0.501977,5,4,2,0,2.4001,"w",2019-12-04 19:30:00,1,0,0,3,1.320393,"Wolves",9.25806451612903,9.84615384615385,19,23,15,21,17,"A Marriner",13,7,8,5,1,0,6,3,9,4,2,0,1.75,3.7,4.75,0.538461538461538,0.5,"Wed"
"295","a",1.76453,2.41397,1.76453,2.41397,6,10,2,5,0.9361,"l",2019-12-04 20:15:00,0,0,1,0,-0.64944,"Everton",9,9.68421052631579,20,14,15,16,27,"M Dean",11,5,13,5,1,0,12,4,17,6,2,0,1.36,5,8.5,0.454545454545455,0.333333333333333,"Wed"
"296","h",2.41397,1.76453,2.41397,1.76453,10,6,5,2,1.831,"w",2019-12-04 20:15:00,1,0,0,3,0.64944,"Liverpool",9.68421052631579,9,20,43,15,37,14,"M Dean",11,5,13,5,1,0,12,4,17,6,2,0,1.36,5,8.5,0.454545454545455,0.333333333333333,"Wed"
"297","a",0.533775,1.09175,0.533775,1.09175,3,13,2,0,0.8197,"w",2019-12-05 19:30:00,1,0,0,3,-0.557975,"Newcastle United",60,7.3125,19,19,15,15,22,"S Attwell",13,6,10,8,2,0,6,4,6,1,0,0,1.83,3.4,4.6,0.461538461538462,0.666666666666667,"Thu"
"298","h",1.09175,0.533775,1.09175,0.533775,13,3,0,2,1.846,"l",2019-12-05 19:30:00,0,0,1,0,0.557975,"Sheffield United",7.3125,60,19,19,15,17,15,"S Attwell",13,6,10,8,2,0,6,4,6,1,0,0,1.83,3.4,4.6,0.461538461538462,0.666666666666667,"Thu"
"299","h",0.965377,1.53446,0.965377,1.53446,6,4,1,2,0.9438,"l",2019-12-05 20:15:00,0,0,1,0,-0.569083,"Arsenal",13.9375,8.39285714285714,20,19,15,21,23,"G Scott",12,5,10,9,3,0,20,9,11,9,1,0,1.57,4.33,5.5,0.416666666666667,0.45,"Thu"
"300","a",1.53446,0.965377,1.53446,0.965377,4,6,2,1,1.7994,"w",2019-12-05 20:15:00,1,0,0,3,0.569083,"Brighton",8.39285714285714,13.9375,20,18,15,18,22,"G Scott",12,5,10,9,3,0,20,9,11,9,1,0,1.57,4.33,5.5,0.416666666666667,0.45,"Thu"
"301","a",1.25734,2.03892,1.25734,2.03892,17,5,1,3,0.8073,"l",2019-12-07 12:30:00,0,0,1,0,-0.78158,"Chelsea",4.61111111111111,8.97435897435897,12,29,16,31,24,"C Pawson",13,7,14,1,3,0,15,4,9,5,0,0,3.5,3.75,2,0.538461538461538,0.266666666666667,"Sat"
"302","h",2.03892,1.25734,2.03892,1.25734,5,17,3,1,1.9575,"w",2019-12-07 12:30:00,1,0,0,3,0.78158,"Everton",8.97435897435897,4.61111111111111,12,17,16,19,28,"C Pawson",13,7,14,1,3,0,15,4,9,5,0,0,3.5,3.75,2,0.538461538461538,0.266666666666667,"Sat"
"303","h",0.154608,3.04446,0.154608,3.04446,2,19,0,3,0.0506,"l",2019-12-07 15:00:00,0,0,1,0,-2.889852,"Bournemouth",43.9166666666667,9.35294117647059,15,16,16,18,24,"C Kavanagh",3,0,5,1,0,0,21,9,6,3,1,0,7,5.25,1.4,0,0.428571428571429,"Sat"
"304","a",1.08645,2.39684,1.08645,2.39684,1,3,0,5,0.4508,"l",2019-12-07 15:00:00,0,0,1,0,-1.31039,"Burnley",11.2962962962963,11,15,18,16,21,29,"K Friend",13,7,12,1,1,0,7,1,8,1,1,0,1.4,4.75,8,0.538461538461538,0.142857142857143,"Sat"
"305","a",0.210746,1.57132,0.210746,1.57132,2,7,0,0,0.2552,"d",2019-12-07 15:00:00,0,1,0,1,-1.360574,"Crystal Palace",9.05,10.5,15,22,16,14,18,"M Atkinson",13,3,15,6,4,0,3,0,16,2,2,0,2.37,3.3,3.1,0.230769230769231,0,"Sat"
"306","a",3.04446,0.154608,3.04446,0.154608,19,2,3,0,2.9126,"w",2019-12-07 15:00:00,1,0,0,3,2.889852,"Liverpool",9.35294117647059,43.9166666666667,15,46,16,40,14,"C Kavanagh",3,0,5,1,0,0,21,9,6,3,1,0,7,5.25,1.4,0,0.428571428571429,"Sat"
"307","h",2.39684,1.08645,2.39684,1.08645,3,1,5,0,2.3573,"w",2019-12-07 15:00:00,1,0,0,3,1.31039,"Tottenham",11,11.2962962962963,15,23,16,30,23,"K Friend",13,7,12,1,1,0,7,1,8,1,1,0,1.4,4.75,8,0.538461538461538,0.142857142857143,"Sat"
"308","h",1.57132,0.210746,1.57132,0.210746,7,2,0,0,2.5715,"d",2019-12-07 15:00:00,0,1,0,1,1.360574,"Watford",10.5,9.05,15,9,16,9,30,"M Atkinson",13,3,15,6,4,0,3,0,16,2,2,0,2.37,3.3,3.1,0.230769230769231,0,"Sat"
"309","h",2.07108,1.63385,2.07108,0.872683,23,8,1,2,1.656,"l",2019-12-07 17:30:00,0,0,1,0,1.198397,"Man City",3.74285714285714,20.8461538461538,17,32,16,44,19,"A Taylor",22,5,10,16,3,0,11,7,10,3,2,0,1.3,5.5,10,0.227272727272727,0.636363636363636,"Sat"
"310","a",1.63385,2.07108,0.872683,2.07108,8,23,2,1,1.0968,"w",2019-12-07 17:30:00,1,0,0,3,-1.198397,"Man Utd",20.8461538461538,3.74285714285714,17,24,16,25,19,"A Taylor",22,5,10,16,3,0,11,7,10,3,2,0,1.3,5.5,10,0.227272727272727,0.636363636363636,"Sat"
"311","h",1.24141,4.03286,1.24141,4.03286,12,17,1,4,0.1341,"l",2019-12-08 14:00:00,0,0,1,0,-2.79145,"Aston Villa",8.66666666666667,4.2962962962963,14,15,16,23,28,"M Oliver",15,2,21,8,6,0,23,8,15,5,2,0,4.33,3.8,1.8,0.133333333333333,0.347826086956522,"Sun"
"312","a",4.03286,1.24141,4.03286,1.24141,17,12,4,1,2.8035,"w",2019-12-08 14:00:00,1,0,0,3,2.79145,"Leicester",4.2962962962963,8.66666666666667,14,38,16,39,10,"M Oliver",15,2,21,8,6,0,23,8,15,5,2,0,4.33,3.8,1.8,0.133333333333333,0.347826086956522,"Sun"
"313","h",1.10449,1.89255,1.10449,1.89255,3,6,2,1,0.761,"w",2019-12-08 14:00:00,1,0,0,3,-0.78806,"Newcastle United",13.8,4.86666666666667,14,22,16,17,23,"D Coote",12,6,11,3,1,0,19,4,17,12,3,0,2.5,3.2,2.9,0.5,0.210526315789474,"Sun"
"314","h",0.585805,0.712899,0.585805,0.712899,7,2,1,2,1.1511,"l",2019-12-08 14:00:00,0,0,1,0,-0.127094,"Norwich",12.375,11.12,14,11,16,17,34,"S Hooper",14,4,6,9,0,0,9,3,12,1,4,0,2.9,3.5,2.37,0.285714285714286,0.333333333333333,"Sun"
"315","a",0.712899,0.585805,0.712899,0.585805,2,7,2,1,1.4472,"w",2019-12-08 14:00:00,1,0,0,3,0.127094,"Sheffield United",11.12,12.375,14,22,16,19,16,"S Hooper",14,4,6,9,0,0,9,3,12,1,4,0,2.9,3.5,2.37,0.285714285714286,0.333333333333333,"Sun"
"316","a",1.89255,1.10449,1.89255,1.10449,6,3,1,2,1.9841,"l",2019-12-08 14:00:00,0,0,1,0,0.78806,"Southampton",4.86666666666667,13.8,14,15,16,18,35,"D Coote",12,6,11,3,1,0,19,4,17,12,3,0,2.5,3.2,2.9,0.5,0.210526315789474,"Sun"
"317","h",0.951621,1.87208,0.951621,1.87208,6,11,2,2,0.6745,"d",2019-12-08 16:30:00,0,1,0,1,-0.920459,"Brighton",5.86666666666667,23.1333333333333,16,19,16,20,24,"J Moss",13,4,10,3,3,0,13,5,7,4,0,0,2.62,3.1,2.87,0.307692307692308,0.384615384615385,"Sun"
"318","a",1.87208,0.951621,1.87208,0.951621,11,6,2,2,2.0971,"d",2019-12-08 16:30:00,0,1,0,1,0.920459,"Wolves",23.1333333333333,5.86666666666667,16,24,16,23,19,"J Moss",13,4,10,3,3,0,13,5,7,4,0,0,2.62,3.1,2.87,0.307692307692308,0.384615384615385,"Sun"
"319","a",1.79181,0.521847,1.79181,0.521847,7,4,3,1,2.4088,"w",2019-12-09 20:00:00,1,0,0,3,1.269963,"Arsenal",23.1666666666667,12.1351351351351,20,22,16,24,24,"M Dean",11,4,12,4,2,0,10,3,6,3,0,0,3.3,4,2,0.363636363636364,0.3,"Mon"
"320","h",0.521847,1.79181,0.521847,1.79181,4,7,1,3,0.4051,"l",2019-12-09 20:00:00,0,0,1,0,-1.269963,"West Ham",12.1351351351351,23.1666666666667,20,16,16,18,28,"M Dean",11,4,12,4,2,0,10,3,6,3,0,0,3.3,4,2,0.363636363636364,0.3,"Mon"
"321","h",1.56674,1.01166,1.56674,1.01166,10,7,2,0,1.8184,"w",2019-12-14 12:30:00,1,0,0,3,0.55508,"Liverpool",5.03846153846154,17.7727272727273,12,49,17,42,14,"A Marriner",16,6,8,6,2,0,8,2,6,3,1,0,1.16,7.5,17,0.375,0.25,"Sat"
"322","a",1.01166,1.56674,1.01166,1.56674,7,10,0,2,0.9172,"l",2019-12-14 12:30:00,0,0,1,0,-0.55508,"Watford",17.7727272727273,5.03846153846154,12,9,17,9,32,"A Marriner",16,6,8,6,2,0,8,2,6,3,1,0,1.16,7.5,17,0.375,0.25,"Sat"
"323","a",0.97258,1.888,0.211411,1.888,1,13,0,2,0.591,"l",2019-12-14 15:00:00,0,0,1,0,-1.676589,"Aston Villa",10.85,8,15,15,17,23,30,"P Bankes",7,3,10,3,2,0,8,0,9,2,2,0,1.85,3.75,4.2,0.428571428571429,0,"Sat"
"324","a",1.20777,2.02119,1.20777,2.02119,3,6,1,0,0.8432,"w",2019-12-14 15:00:00,1,0,0,3,-0.81342,"Bournemouth",17.2105263157895,4.53333333333333,15,19,17,19,24,"G Scott",18,5,9,9,1,0,11,2,14,4,2,0,1.25,6,12,0.277777777777778,0.181818181818182,"Sat"
"325","h",1.43602,1.08726,1.43602,1.08726,2,2,1,0,1.6641,"w",2019-12-14 15:00:00,1,0,0,3,0.34876,"Burnley",7.14814814814815,10.45,15,21,17,22,29,"T Robinson",7,4,15,4,0,0,9,0,12,3,2,0,1.95,3.4,4,0.571428571428571,0,"Sat"
"326","h",2.02119,1.20777,2.02119,1.20777,6,3,0,1,1.9274,"l",2019-12-14 15:00:00,0,0,1,0,0.81342,"Chelsea",4.53333333333333,17.2105263157895,15,29,17,31,25,"G Scott",18,5,9,9,1,0,11,2,14,4,2,0,1.25,6,12,0.277777777777778,0.181818181818182,"Sat"
"327","h",1.06421,1.16408,1.06421,1.16408,5,7,1,1,1.217,"d",2019-12-14 15:00:00,0,1,0,1,-0.0998699999999999,"Leicester",7.03333333333333,11.5,15,39,17,40,11,"A Madley",18,5,11,12,0,0,10,3,15,4,4,0,1.22,6.5,13,0.277777777777778,0.3,"Sat"
"328","a",1.08726,1.43602,1.08726,1.43602,2,2,0,1,0.9981,"l",2019-12-14 15:00:00,0,0,1,0,-0.34876,"Newcastle United",10.45,7.14814814814815,15,22,17,17,24,"T Robinson",7,4,15,4,0,0,9,0,12,3,2,0,1.95,3.4,4,0.571428571428571,0,"Sat"
"329","a",1.16408,1.06421,1.16408,1.06421,7,5,1,1,1.4792,"d",2019-12-14 15:00:00,0,1,0,1,0.0998699999999999,"Norwich",11.5,7.03333333333333,15,12,17,18,35,"A Madley",18,5,11,12,0,0,10,3,15,4,4,0,1.22,6.5,13,0.277777777777778,0.3,"Sat"
"330","h",1.888,0.97258,1.888,0.211411,13,1,2,0,2.1525,"w",2019-12-14 15:00:00,1,0,0,3,1.676589,"Sheffield United",8,10.85,15,25,17,21,16,"P Bankes",7,3,10,3,2,0,8,0,9,2,2,0,1.85,3.75,4.2,0.428571428571429,0,"Sat"
"331","h",0.805884,0.90324,0.805884,0.90324,7,8,0,1,1.2782,"l",2019-12-14 17:30:00,0,0,1,0,-0.097356,"Southampton",7.72222222222222,11.95,17,15,17,18,36,"M Atkinson",11,2,9,5,1,0,11,4,14,8,3,0,1.9,3.8,3.8,0.181818181818182,0.363636363636364,"Sat"
"332","a",0.90324,0.805884,0.90324,0.805884,8,7,1,0,1.3766,"w",2019-12-14 17:30:00,1,0,0,3,0.097356,"West Ham",11.95,7.72222222222222,17,19,17,19,28,"M Atkinson",11,2,9,5,1,0,11,4,14,8,3,0,1.9,3.8,3.8,0.181818181818182,0.363636363636364,"Sat"
"333","a",0.276759,1.48327,0.276759,1.48327,2,4,1,1,0.3999,"d",2019-12-15 14:00:00,0,1,0,1,-1.206511,"Everton",11.25,8.90909090909091,14,18,17,20,29,"M Oliver",24,8,10,6,1,0,8,3,12,5,2,0,1.8,3.7,4.5,0.333333333333333,0.375,"Sun"
"334","h",1.48327,0.276759,1.48327,0.276759,4,2,1,1,2.3757,"d",2019-12-15 14:00:00,0,1,0,1,1.206511,"Man Utd",8.90909090909091,11.25,14,25,17,26,20,"M Oliver",24,8,10,6,1,0,8,3,12,5,2,0,1.8,3.7,4.5,0.333333333333333,0.375,"Sun"
"335","a",0.989205,0.718669,0.989205,0.718669,10,8,2,1,1.6016,"w",2019-12-15 14:00:00,1,0,0,3,0.270536,"Tottenham",8.69230769230769,6.67741935483871,14,26,17,32,24,"S Attwell",18,5,14,11,4,0,9,5,10,2,4,0,3.25,3.4,2.25,0.277777777777778,0.555555555555556,"Sun"
"336","h",0.718669,0.989205,0.718669,0.989205,8,10,1,2,1.0598,"l",2019-12-15 14:00:00,0,0,1,0,-0.270536,"Wolves",6.67741935483871,8.69230769230769,14,24,17,24,21,"S Attwell",18,5,14,11,4,0,9,5,10,2,4,0,3.25,3.4,2.25,0.277777777777778,0.555555555555556,"Sun"
"337","h",0.28161,1.69553,0.28161,1.69553,1,6,0,3,0.3017,"l",2019-12-15 16:30:00,0,0,1,0,-1.41392,"Arsenal",18.1304347826087,8.51351351351351,16,22,17,24,27,"P Tierney",6,1,9,3,1,0,14,7,24,3,4,0,6,5.25,1.44,0.166666666666667,0.5,"Sun"
"338","a",1.69553,0.28161,1.69553,0.28161,6,1,3,0,2.5226,"w",2019-12-15 16:30:00,1,0,0,3,1.41392,"Man City",8.51351351351351,18.1304347826087,16,35,17,47,19,"P Tierney",6,1,9,3,1,0,14,7,24,3,4,0,6,5.25,1.44,0.166666666666667,0.5,"Sun"
"339","a",2.48355,0.484859,2.48355,0.484859,11,5,1,1,2.7738,"d",2019-12-16 19:45:00,0,1,0,1,1.998691,"Brighton",5.25,19.3125,19,20,17,21,25,"C Pawson",11,4,7,3,1,0,15,10,12,7,1,0,2.55,3.25,2.87,0.363636363636364,0.666666666666667,"Mon"
"340","h",0.484859,2.48355,0.484859,2.48355,5,11,1,1,0.1452,"d",2019-12-16 19:45:00,0,1,0,1,-1.998691,"Crystal Palace",19.3125,5.25,19,23,17,15,19,"C Pawson",11,4,7,3,1,0,15,10,12,7,1,0,2.55,3.25,2.87,0.363636363636364,0.666666666666667,"Mon"
"341","a",0.881818,0.486523,0.881818,0.486523,1,8,0,0,1.7956,"d",2019-12-21 12:30:00,0,1,0,1,0.395295,"Arsenal",8.04347826086956,12.4230769230769,12,23,18,24,27,"K Friend",9,0,10,5,2,0,6,2,11,4,3,0,2.3,3.8,2.87,0,0.333333333333333,"Sat"
"342","h",0.486523,0.881818,0.486523,0.881818,8,1,0,0,0.8431,"d",2019-12-21 12:30:00,0,1,0,1,-0.395295,"Everton",12.4230769230769,8.04347826086956,12,19,18,20,29,"K Friend",9,0,10,5,2,0,6,2,11,4,3,0,2.3,3.8,2.87,0,0.333333333333333,"Sat"
"343","h",0.921054,2.63444,0.921054,2.63444,6,5,1,3,0.3435,"l",2019-12-21 15:00:00,0,0,1,0,-1.713386,"Aston Villa",10.4375,12,15,15,18,24,33,"C Pawson",19,6,16,7,2,0,17,8,15,5,1,0,2.4,3.6,2.8,0.315789473684211,0.470588235294118,"Sat"
"344","h",0.138532,0.144318,0.138532,0.144318,6,0,0,1,1.1115,"l",2019-12-21 15:00:00,0,0,1,0,-0.00578600000000001,"Bournemouth",5.55555555555556,8.39285714285714,15,19,18,19,25,"M Atkinson",3,0,13,4,2,0,2,1,21,5,4,0,2.4,3.4,2.9,0,0.5,"Sat"
"345","h",0.428371,1.65933,0.428371,1.65933,9,1,0,1,0.3871,"l",2019-12-21 15:00:00,0,0,1,0,-1.230959,"Brighton",8.53333333333333,20.2222222222222,15,20,18,21,26,"R Jones",9,2,6,4,1,0,7,2,11,3,3,0,2.2,3.25,3.5,0.222222222222222,0.285714285714286,"Sat"
"346","a",0.144318,0.138532,0.144318,0.138532,0,6,1,0,1.1229,"w",2019-12-21 15:00:00,1,0,0,3,0.00578600000000001,"Burnley",8.39285714285714,5.55555555555556,15,24,18,23,29,"M Atkinson",3,0,13,4,2,0,2,1,21,5,4,0,2.4,3.4,2.9,0,0.5,"Sat"
