Year,State,Income Level,Percent of Total,Number of Households
2014,Virginia,"$50,000 to $59,999",0.0758,230622
2014,Virginia,"$60,000 to $74,999",0.0976,296892
2014,Virginia,"$75,000 to $99,999",0.1279,388971
2014,Virginia,"$100,000 to $124,999",0.0939,285517
2014,Virginia,"$125,000 to $149,999",0.063,191552
2014,Virginia,"$150,000 to $199,999",0.0718,218333
2014,Virginia,"$200,000 or more",0.0796,242131
2014,Virginia,"Less than $10,000",0.0573,174239
2014,Washington,"$10,000 to $14,999",0.0419,110966
2014,Washington,"$15,000 to $19,999",0.044,116410
2014,Washington,"$20,000 to $24,999",0.0462,122099
2014,Washington,"$25,000 to $29,999",0.0441,116648
2014,Washington,"$30,000 to $34,999",0.0477,126297
2014,Washington,"$35,000 to $39,999",0.0445,117801
2014,Washington,"$40,000 to $44,999",0.0452,119603
2014,Washington,"$45,000 to $49,999",0.0412,109063
2014,Washington,"$50,000 to $59,999",0.0809,214104
2014,Washington,"$60,000 to $74,999",0.1062,280910
2014,Washington,"$75,000 to $99,999",0.134,354430
2014,Washington,"$100,000 to $124,999",0.0934,247083
2014,Washington,"$125,000 to $149,999",0.0577,152545
2014,Washington,"$150,000 to $199,999",0.0587,155299
2014,Washington,"$200,000 or more",0.0525,138798
2014,Washington,"Less than $10,000",0.0617,163340
2014,West Virginia,"$10,000 to $14,999",0.0704,52236
2014,West Virginia,"$15,000 to $19,999",0.073,54175
2014,West Virginia,"$20,000 to $24,999",0.0705,52331
2014,West Virginia,"$25,000 to $29,999",0.0611,45384
2014,West Virginia,"$30,000 to $34,999",0.0573,42520
2014,West Virginia,"$35,000 to $39,999",0.0515,38222
2014,West Virginia,"$40,000 to $44,999",0.051,37846
2014,West Virginia,"$45,000 to $49,999",0.045,33437
2014,West Virginia,"$50,000 to $59,999",0.0807,59900
2014,West Virginia,"$60,000 to $74,999",0.0949,70476
2014,West Virginia,"$75,000 to $99,999",0.1076,79854
2014,West Virginia,"$100,000 to $124,999",0.0603,44778
2014,West Virginia,"$125,000 to $149,999",0.0314,23303
2014,West Virginia,"$150,000 to $199,999",0.025,18558
2014,West Virginia,"$200,000 or more",0.0201,14888
2014,West Virginia,"Less than $10,000",0.1003,74451
2014,Wisconsin,"$10,000 to $14,999",0.0526,120725
2014,Wisconsin,"$15,000 to $19,999",0.0534,122495
2014,Wisconsin,"$20,000 to $24,999",0.0553,126747
2014,Wisconsin,"$25,000 to $29,999",0.0536,122814
2014,Wisconsin,"$30,000 to $34,999",0.054,123839
2014,Wisconsin,"$35,000 to $39,999",0.0499,114450
2014,Wisconsin,"$40,000 to $44,999",0.05,114743
2014,Wisconsin,"$45,000 to $49,999",0.0456,104599
2014,Wisconsin,"$50,000 to $59,999",0.0865,198306
2014,Wisconsin,"$60,000 to $74,999",0.1095,251133
2014,Wisconsin,"$75,000 to $99,999",0.1342,307679
2014,Wisconsin,"$100,000 to $124,999",0.0839,192308
2014,Wisconsin,"$125,000 to $149,999",0.0438,100555
2014,Wisconsin,"$150,000 to $199,999",0.0379,86956
2014,Wisconsin,"$200,000 or more",0.0309,70795
2014,Wisconsin,"Less than $10,000",0.0589,135106
2014,Wyoming,"$10,000 to $14,999",0.0471,10618
2014,Wyoming,"$15,000 to $19,999",0.0476,10739
2014,Wyoming,"$20,000 to $24,999",0.0502,11332
2014,Wyoming,"$25,000 to $29,999",0.0498,11223
2014,Wyoming,"$30,000 to $34,999",0.0512,11540
2014,Wyoming,"$35,000 to $39,999",0.0445,10044
2014,Wyoming,"$40,000 to $44,999",0.0469,10572
2014,Wyoming,"$45,000 to $49,999",0.0435,9807
2014,Wyoming,"$50,000 to $59,999",0.0832,18761
2014,Wyoming,"$60,000 to $74,999",0.1103,24882
2014,Wyoming,"$75,000 to $99,999",0.141,31799
2014,Wyoming,"$100,000 to $124,999",0.1023,23059
2014,Wyoming,"$125,000 to $149,999",0.0549,12383
2014,Wyoming,"$150,000 to $199,999",0.0458,10337
2014,Wyoming,"$200,000 or more",0.0323,7280
2014,Wyoming,"Less than $10,000",0.0494,11138
2015,Alabama,"$10,000 to $14,999",0.0701,129587
2015,Alabama,"$15,000 to $19,999",0.0649,119935
2015,Alabama,"$20,000 to $24,999",0.064,118284
2015,Alabama,"$25,000 to $29,999",0.0591,109210
2015,Alabama,"$30,000 to $34,999",0.0557,102957
2015,Alabama,"$35,000 to $39,999",0.0502,92863
2015,Alabama,"$40,000 to $44,999",0.0495,91447
2015,Alabama,"$45,000 to $49,999",0.0416,76868
2015,Alabama,"$50,000 to $59,999",0.0792,146478
2015,Alabama,"$60,000 to $74,999",0.0938,173281
2015,Alabama,"$75,000 to $99,999",0.1088,201140
2015,Alabama,"$100,000 to $124,999",0.0677,125096
2015,Alabama,"$125,000 to $149,999",0.0361,66727
2015,Alabama,"$150,000 to $199,999",0.0336,62075
2015,Alabama,"$200,000 or more",0.0271,50109
2015,Alabama,"Less than $10,000",0.0986,182268
2015,Alaska,"$10,000 to $14,999",0.0343,8611
2015,Alaska,"$15,000 to $19,999",0.0353,8859
2015,Alaska,"$20,000 to $24,999",0.0387,9715
2015,Alaska,"$25,000 to $29,999",0.0339,8504
2015,Alaska,"$30,000 to $34,999",0.0382,9598
2015,Alaska,"$35,000 to $39,999",0.0389,9766
2015,Alaska,"$40,000 to $44,999",0.0442,11090
2015,Alaska,"$45,000 to $49,999",0.0342,8587
2015,Alaska,"$50,000 to $59,999",0.0728,18269
2015,Alaska,"$60,000 to $74,999",0.1097,27537
2015,Alaska,"$75,000 to $99,999",0.1493,37480
2015,Alaska,"$100,000 to $124,999",0.1138,28549
2015,Alaska,"$125,000 to $149,999",0.075,18824
2015,Alaska,"$150,000 to $199,999",0.0828,20786
2015,Alaska,"$200,000 or more",0.0609,15291
2015,Alaska,"Less than $10,000",0.0379,9503
2015,Arizona,"$10,000 to $14,999",0.052,125386
2015,Arizona,"$15,000 to $19,999",0.0542,130674
2015,Arizona,"$20,000 to $24,999",0.057,137391
2015,Arizona,"$25,000 to $29,999",0.0546,131797
2015,Arizona,"$30,000 to $34,999",0.0563,135872
2015,Arizona,"$35,000 to $39,999",0.05,120537
2015,Arizona,"$40,000 to $44,999",0.0519,125232
2015,Arizona,"$45,000 to $49,999",0.0444,107215
2015,Arizona,"$50,000 to $59,999",0.0838,202142
2015,Arizona,"$60,000 to $74,999",0.1013,244371
2015,Arizona,"$75,000 to $99,999",0.1184,285636
2015,Arizona,"$100,000 to $124,999",0.0762,183806
2015,Arizona,"$125,000 to $149,999",0.0435,104914
2015,Arizona,"$150,000 to $199,999",0.0414,99975
2015,Arizona,"$200,000 or more",0.038,91635
2015,Arizona,"Less than $10,000",0.077,185629
2015,Arkansas,"$10,000 to $14,999",0.0755,85977
2015,Arkansas,"$15,000 to $19,999",0.0688,78308
2015,Arkansas,"$20,000 to $24,999",0.0695,79037
2015,Arkansas,"$25,000 to $29,999",0.0623,70859
2015,Arkansas,"$30,000 to $34,999",0.0617,70216
2015,Arkansas,"$35,000 to $39,999",0.0545,61971
2015,Arkansas,"$40,000 to $44,999",0.0522,59437
2015,Arkansas,"$45,000 to $49,999",0.045,51258
2015,Arkansas,"$50,000 to $59,999",0.0829,94357
2015,Arkansas,"$60,000 to $74,999",0.0937,106582
2015,Arkansas,"$75,000 to $99,999",0.0998,113603
2015,Arkansas,"$100,000 to $124,999",0.0599,68160
2015,Arkansas,"$125,000 to $149,999",0.0311,35415
2015,Arkansas,"$150,000 to $199,999",0.027,30720
2015,Arkansas,"$200,000 or more",0.0241,27480
2015,Arkansas,"Less than $10,000",0.092,104645
2015,California,"$10,000 to $14,999",0.0508,646023
2015,California,"$15,000 to $19,999",0.0468,595038
2015,California,"$20,000 to $24,999",0.048,611018
2015,California,"$25,000 to $29,999",0.0441,561338
2015,California,"$30,000 to $34,999",0.0451,573263
2015,California,"$35,000 to $39,999",0.0414,526748
2015,California,"$40,000 to $44,999",0.0413,525734
2015,California,"$45,000 to $49,999",0.0374,476229
2015,California,"$50,000 to $59,999",0.0724,920488
2015,California,"$60,000 to $74,999",0.0942,1197858
2015,California,"$75,000 to $99,999",0.1213,1542550
2015,California,"$100,000 to $124,999",0.0902,1146828
2015,California,"$125,000 to $149,999",0.0594,755700
2015,California,"$150,000 to $199,999",0.0697,886811
2015,California,"$200,000 or more",0.0794,1009630
2015,California,"Less than $10,000",0.0584,742545
2015,Colorado,"$10,000 to $14,999",0.041,83049
2015,Colorado,"$15,000 to $19,999",0.0425,86030
2015,Colorado,"$20,000 to $24,999",0.0474,96028
2015,Colorado,"$25,000 to $29,999",0.0446,90341
2015,Colorado,"$30,000 to $34,999",0.0485,98142
2015,Colorado,"$35,000 to $39,999",0.0444,89975
2015,Colorado,"$40,000 to $44,999",0.0464,93977
2015,Colorado,"$45,000 to $49,999",0.0414,83738
2015,Colorado,"$50,000 to $59,999",0.0797,161270
2015,Colorado,"$60,000 to $74,999",0.1037,209934
2015,Colorado,"$75,000 to $99,999",0.1322,267561
2015,Colorado,"$100,000 to $124,999",0.0924,186969
2015,Colorado,"$125,000 to $149,999",0.0569,115272
2015,Colorado,"$150,000 to $199,999",0.0619,125268
2015,Colorado,"$200,000 or more",0.0582,117891
2015,Colorado,"Less than $10,000",0.0588,119023
2015,Connecticut,"$10,000 to $14,999",0.0387,52344
2015,Connecticut,"$15,000 to $19,999",0.0415,56078
2015,Connecticut,"$20,000 to $24,999",0.0415,56122
2015,Connecticut,"$25,000 to $29,999",0.0385,52008
2015,Connecticut,"$30,000 to $34,999",0.0387,52407
2015,Connecticut,"$35,000 to $39,999",0.0361,48860
2015,Connecticut,"$40,000 to $44,999",0.0374,50637
2015,Connecticut,"$45,000 to $49,999",0.035,47344
2015,Connecticut,"$50,000 to $59,999",0.0693,93751
2015,Connecticut,"$60,000 to $74,999",0.0929,125656
2015,Connecticut,"$75,000 to $99,999",0.1285,173741
2015,Connecticut,"$100,000 to $124,999",0.0983,132904
2015,Connecticut,"$125,000 to $149,999",0.068,91917
2015,Connecticut,"$150,000 to $199,999",0.0806,109075
2015,Connecticut,"$200,000 or more",0.0973,131562
2015,Connecticut,"Less than $10,000",0.0578,78177
2015,Delaware,"$10,000 to $14,999",0.0385,13238
2015,Delaware,"$15,000 to $19,999",0.0441,15159
2015,Delaware,"$20,000 to $24,999",0.0461,15872
2015,Delaware,"$25,000 to $29,999",0.0464,15957
2015,Delaware,"$30,000 to $34,999",0.0479,16477
2015,Delaware,"$35,000 to $39,999",0.0447,15386
2015,Delaware,"$40,000 to $44,999",0.046,15826
2015,Delaware,"$45,000 to $49,999",0.0416,14306
2015,Delaware,"$50,000 to $59,999",0.0829,28519
2015,Delaware,"$60,000 to $74,999",0.1074,36940
2015,Delaware,"$75,000 to $99,999",0.1365,46953
2015,Delaware,"$100,000 to $124,999",0.0926,31843
2015,Delaware,"$125,000 to $149,999",0.0575,19793
2015,Delaware,"$150,000 to $199,999",0.0596,20520
2015,Delaware,"$200,000 or more",0.0507,17445
2015,Delaware,"Less than $10,000",0.0575,19788
2015,District of Columbia,"$10,000 to $14,999",0.0419,11460
2015,District of Columbia,"$15,000 to $19,999",0.0368,10049
2015,District of Columbia,"$20,000 to $24,999",0.0376,10276
2015,District of Columbia,"$25,000 to $29,999",0.0325,8886
2015,District of Columbia,"$30,000 to $34,999",0.0346,9464
2015,District of Columbia,"$35,000 to $39,999",0.0298,8143
2015,District of Columbia,"$40,000 to $44,999",0.0362,9898
2015,District of Columbia,"$45,000 to $49,999",0.0299,8169
2015,District of Columbia,"$50,000 to $59,999",0.0599,16387
2015,District of Columbia,"$60,000 to $74,999",0.0791,21638
2015,District of Columbia,"$75,000 to $99,999",0.1081,29547
2015,District of Columbia,"$100,000 to $124,999",0.0911,24908
2015,District of Columbia,"$125,000 to $149,999",0.0626,17106
2015,District of Columbia,"$150,000 to $199,999",0.083,22697
2015,District of Columbia,"$200,000 or more",0.1349,36884
2015,District of Columbia,"Less than $10,000",0.102,27878
2015,Florida,"$10,000 to $14,999",0.0561,409233
2015,Florida,"$15,000 to $19,999",0.0594,434008
2015,Florida,"$20,000 to $24,999",0.0619,451883
2015,Florida,"$25,000 to $29,999",0.0582,424956
2015,Florida,"$30,000 to $34,999",0.0578,422183
2015,Florida,"$35,000 to $39,999",0.0531,387580
2015,Florida,"$40,000 to $44,999",0.0517,377305
2015,Florida,"$45,000 to $49,999",0.045,328374
2015,Florida,"$50,000 to $59,999",0.0828,604552
2015,Florida,"$60,000 to $74,999",0.099,722450
2015,Florida,"$75,000 to $99,999",0.1105,806959
2015,Florida,"$100,000 to $124,999",0.0695,507534
2015,Florida,"$125,000 to $149,999",0.0385,281061
2015,Florida,"$150,000 to $199,999",0.0382,278520
2015,Florida,"$200,000 or more",0.0407,297116
2015,Florida,"Less than $10,000",0.0776,566780
2015,Georgia,"$10,000 to $14,999",0.0568,203138
2015,Georgia,"$15,000 to $19,999",0.055,196729
2015,Georgia,"$20,000 to $24,999",0.0571,203990
2015,Georgia,"$25,000 to $29,999",0.053,189444
2015,Georgia,"$30,000 to $34,999",0.0536,191684
2015,Georgia,"$35,000 to $39,999",0.0493,176305
2015,Georgia,"$40,000 to $44,999",0.0493,176083
2015,Georgia,"$45,000 to $49,999",0.0423,151180
2015,Georgia,"$50,000 to $59,999",0.0805,287912
2015,Georgia,"$60,000 to $74,999",0.0992,354485
2015,Georgia,"$75,000 to $99,999",0.1139,407295
2015,Georgia,"$100,000 to $124,999",0.074,264418
2015,Georgia,"$125,000 to $149,999",0.0431,154213
2015,Georgia,"$150,000 to $199,999",0.0436,155790
2015,Georgia,"$200,000 or more",0.0426,152424
2015,Georgia,"Less than $10,000",0.0865,309272
2015,Hawaii,"$10,000 to $14,999",0.0344,15484
2015,Hawaii,"$15,000 to $19,999",0.0351,15798
2015,Hawaii,"$20,000 to $24,999",0.0377,16968
2015,Hawaii,"$25,000 to $29,999",0.0358,16125
2015,Hawaii,"$30,000 to $34,999",0.0373,16803
2015,Hawaii,"$35,000 to $39,999",0.0377,16979
2015,Hawaii,"$40,000 to $44,999",0.0398,17931
2015,Hawaii,"$45,000 to $49,999",0.0381,17187
2015,Hawaii,"$50,000 to $59,999",0.0756,34065
2015,Hawaii,"$60,000 to $74,999",0.1094,49308
2015,Hawaii,"$75,000 to $99,999",0.1423,64097
2015,Hawaii,"$100,000 to $124,999",0.1127,50779
2015,Hawaii,"$125,000 to $149,999",0.0685,30860
2015,Hawaii,"$150,000 to $199,999",0.0758,34172
2015,Hawaii,"$200,000 or more",0.063,28405
2015,Hawaii,"Less than $10,000",0.0568,25611
2015,Idaho,"$10,000 to $14,999",0.0548,32270
2015,Idaho,"$15,000 to $19,999",0.058,34210
2015,Idaho,"$20,000 to $24,999",0.0605,35627
2015,Idaho,"$25,000 to $29,999",0.0595,35093
2015,Idaho,"$30,000 to $34,999",0.0629,37063
2015,Idaho,"$35,000 to $39,999",0.0533,31396
2015,Idaho,"$40,000 to $44,999",0.0554,32671
2015,Idaho,"$45,000 to $49,999",0.048,28268
2015,Idaho,"$50,000 to $59,999",0.0879,51802
2015,Idaho,"$60,000 to $74,999",0.11,64825
2015,Idaho,"$75,000 to $99,999",0.1199,70636
2015,Idaho,"$100,000 to $124,999",0.068,40080
2015,Idaho,"$125,000 to $149,999",0.036,21204
2015,Idaho,"$150,000 to $199,999",0.03,17682
2015,Idaho,"$200,000 or more",0.0258,15219
2015,Idaho,"Less than $10,000",0.07,41274
2015,Illinois,"$10,000 to $14,999",0.0454,217426
2015,Illinois,"$15,000 to $19,999",0.0498,238477
2015,Illinois,"$20,000 to $24,999",0.0499,238802
2015,Illinois,"$25,000 to $29,999",0.046,219983
2015,Illinois,"$30,000 to $34,999",0.048,229746
2015,Illinois,"$35,000 to $39,999",0.0443,212017
2015,Illinois,"$40,000 to $44,999",0.0442,211604
2015,Illinois,"$45,000 to $49,999",0.039,186448
2015,Illinois,"$50,000 to $59,999",0.0773,369853
2015,Illinois,"$60,000 to $74,999",0.1007,481803
2015,Illinois,"$75,000 to $99,999",0.1273,609496
2015,Illinois,"$100,000 to $124,999",0.0878,420268
2015,Illinois,"$125,000 to $149,999",0.0535,256237
2015,Illinois,"$150,000 to $199,999",0.0569,272382
2015,Illinois,"$200,000 or more",0.0582,278745
2015,Illinois,"Less than $10,000",0.0717,343101
2015,Indiana,"$10,000 to $14,999",0.0537,134385
2015,Indiana,"$15,000 to $19,999",0.0576,144148
2015,Indiana,"$20,000 to $24,999",0.0572,143227
2015,Indiana,"$25,000 to $29,999",0.0559,139796
2015,Indiana,"$30,000 to $34,999",0.0577,144382
2015,Indiana,"$35,000 to $39,999",0.0529,132230
2015,Indiana,"$40,000 to $44,999",0.0526,131493
2015,Indiana,"$45,000 to $49,999",0.0466,116715
2015,Indiana,"$50,000 to $59,999",0.0865,216377
2015,Indiana,"$60,000 to $74,999",0.1076,269243
2015,Indiana,"$75,000 to $99,999",0.1242,310646
2015,Indiana,"$100,000 to $124,999",0.0745,186356
2015,Indiana,"$125,000 to $149,999",0.0396,99130
2015,Indiana,"$150,000 to $199,999",0.0328,81975
2015,Indiana,"$200,000 or more",0.0283,70790
2015,Indiana,"Less than $10,000",0.0724,181044
2015,Iowa,"$10,000 to $14,999",0.0515,63657
2015,Iowa,"$15,000 to $19,999",0.0514,63600
2015,Iowa,"$20,000 to $24,999",0.0533,65899
2015,Iowa,"$25,000 to $29,999",0.0528,65344
2015,Iowa,"$30,000 to $34,999",0.0535,66122
2015,Iowa,"$35,000 to $39,999",0.0486,60143
2015,Iowa,"$40,000 to $44,999",0.0525,64876
2015,Iowa,"$45,000 to $49,999",0.0431,53283
2015,Iowa,"$50,000 to $59,999",0.0874,108108
2015,Iowa,"$60,000 to $74,999",0.113,139750
2015,Iowa,"$75,000 to $99,999",0.1366,168910
2015,Iowa,"$100,000 to $124,999",0.0816,100945
2015,Iowa,"$125,000 to $149,999",0.0436,53925
2015,Iowa,"$150,000 to $199,999",0.0373,46153
2015,Iowa,"$200,000 or more",0.0317,39220
2015,Iowa,"Less than $10,000",0.0619,76474
2015,Kansas,"$10,000 to $14,999",0.0502,55880
2015,Kansas,"$15,000 to $19,999",0.0514,57220
2015,Kansas,"$20,000 to $24,999",0.0543,60460
2015,Kansas,"$25,000 to $29,999",0.0552,61423
2015,Kansas,"$30,000 to $34,999",0.0541,60206
2015,Kansas,"$35,000 to $39,999",0.0509,56664
2015,Kansas,"$40,000 to $44,999",0.0508,56527
2015,Kansas,"$45,000 to $49,999",0.0453,50416
2015,Kansas,"$50,000 to $59,999",0.0863,96047
2015,Kansas,"$60,000 to $74,999",0.1068,118954
2015,Kansas,"$75,000 to $99,999",0.1261,140436
2015,Kansas,"$100,000 to $124,999",0.0817,91017
2015,Kansas,"$125,000 to $149,999",0.0453,50439
2015,Kansas,"$150,000 to $199,999",0.0403,44863
2015,Kansas,"$200,000 or more",0.0369,41047
2015,Kansas,"Less than $10,000",0.0645,71873
2015,Kentucky,"$10,000 to $14,999",0.0694,118615
2015,Kentucky,"$15,000 to $19,999",0.0651,111258
2015,Kentucky,"$20,000 to $24,999",0.0627,107104
2015,Kentucky,"$25,000 to $29,999",0.057,97350
2015,Kentucky,"$30,000 to $34,999",0.0561,95848
2015,Kentucky,"$35,000 to $39,999",0.0513,87572
2015,Kentucky,"$40,000 to $44,999",0.0502,85836
2015,Kentucky,"$45,000 to $49,999",0.0435,74297
2015,Kentucky,"$50,000 to $59,999",0.0804,137313
2015,Kentucky,"$60,000 to $74,999",0.098,167512
2015,Kentucky,"$75,000 to $99,999",0.1098,187643
2015,Kentucky,"$100,000 to $124,999",0.066,112769
2015,Kentucky,"$125,000 to $149,999",0.0358,61179
2015,Kentucky,"$150,000 to $199,999",0.0292,49845
2015,Kentucky,"$200,000 or more",0.0263,44965
2015,Kentucky,"Less than $10,000",0.0991,169393
2015,Louisiana,"$10,000 to $14,999",0.0688,118936
2015,Louisiana,"$15,000 to $19,999",0.0663,114567
2015,Louisiana,"$20,000 to $24,999",0.0608,105117
2015,Louisiana,"$25,000 to $29,999",0.0549,94858
2015,Louisiana,"$30,000 to $34,999",0.0538,93013
2015,Louisiana,"$35,000 to $39,999",0.0466,80587
2015,Louisiana,"$40,000 to $44,999",0.0454,78503
2015,Louisiana,"$45,000 to $49,999",0.0403,69667
2015,Louisiana,"$50,000 to $59,999",0.0725,125217
2015,Louisiana,"$60,000 to $74,999",0.0897,154956
2015,Louisiana,"$75,000 to $99,999",0.1093,188830
2015,Louisiana,"$100,000 to $124,999",0.0731,126367
2015,Louisiana,"$125,000 to $149,999",0.0413,71409
2015,Louisiana,"$150,000 to $199,999",0.0392,67770
2015,Louisiana,"$200,000 or more",0.035,60464
2015,Louisiana,"Less than $10,000",0.1028,177658
2015,Maine,"$10,000 to $14,999",0.0636,35182
2015,Maine,"$15,000 to $19,999",0.0595,32906
2015,Maine,"$20,000 to $24,999",0.0573,31730
2015,Maine,"$25,000 to $29,999",0.0572,31652
2015,Maine,"$30,000 to $34,999",0.0571,31618
2015,Maine,"$35,000 to $39,999",0.0484,26805
2015,Maine,"$40,000 to $44,999",0.0484,26780
2015,Maine,"$45,000 to $49,999",0.0444,24562
2015,Maine,"$50,000 to $59,999",0.0843,46623
2015,Maine,"$60,000 to $74,999",0.1053,58273
2015,Maine,"$75,000 to $99,999",0.1277,70627
2015,Maine,"$100,000 to $124,999",0.0739,40888
2015,Maine,"$125,000 to $149,999",0.0387,21433
2015,Maine,"$150,000 to $199,999",0.034,18808
2015,Maine,"$200,000 or more",0.0304,16823
2015,Maine,"Less than $10,000",0.0697,38574
2015,Maryland,"$10,000 to $14,999",0.033,71461
2015,Maryland,"$15,000 to $19,999",0.0333,72143
2015,Maryland,"$20,000 to $24,999",0.0356,77057
2015,Maryland,"$25,000 to $29,999",0.0347,75241
2015,Maryland,"$30,000 to $34,999",0.0374,81026
2015,Maryland,"$35,000 to $39,999",0.0346,74896
2015,Maryland,"$40,000 to $44,999",0.0376,81390
2015,Maryland,"$45,000 to $49,999",0.0344,74496
2015,Maryland,"$50,000 to $59,999",0.0725,157046
2015,Maryland,"$60,000 to $74,999",0.0984,213134
2015,Maryland,"$75,000 to $99,999",0.1337,289546
2015,Maryland,"$100,000 to $124,999",0.1059,229524
2015,Maryland,"$125,000 to $149,999",0.076,164688
2015,Maryland,"$150,000 to $199,999",0.0898,194589
2015,Maryland,"$200,000 or more",0.092,199226
2015,Maryland,"Less than $10,000",0.0512,110926
2015,Massachusetts,"$10,000 to $14,999",0.0514,131036
2015,Massachusetts,"$15,000 to $19,999",0.0441,112477
2015,Massachusetts,"$20,000 to $24,999",0.0411,104837
2015,Massachusetts,"$25,000 to $29,999",0.0371,94682
2015,Massachusetts,"$30,000 to $34,999",0.0398,101420
2015,Massachusetts,"$35,000 to $39,999",0.0354,90173
2015,Massachusetts,"$40,000 to $44,999",0.0358,91231
2015,Massachusetts,"$45,000 to $49,999",0.0332,84736
2015,Massachusetts,"$50,000 to $59,999",0.0674,171752
2015,Massachusetts,"$60,000 to $74,999",0.0907,231208
2015,Massachusetts,"$75,000 to $99,999",0.1246,317568
2015,Massachusetts,"$100,000 to $124,999",0.0991,252550
2015,Massachusetts,"$125,000 to $149,999",0.0695,177324
2015,Massachusetts,"$150,000 to $199,999",0.081,206541
2015,Massachusetts,"$200,000 or more",0.0889,226796
2015,Massachusetts,"Less than $10,000",0.0609,155390
2015,Michigan,"$10,000 to $14,999",0.0547,209973
2015,Michigan,"$15,000 to $19,999",0.0576,221352
2015,Michigan,"$20,000 to $24,999",0.0571,219360
2015,Michigan,"$25,000 to $29,999",0.0538,206748
2015,Michigan,"$30,000 to $34,999",0.0557,213820
2015,Michigan,"$35,000 to $39,999",0.0503,193091
2015,Michigan,"$40,000 to $44,999",0.0497,191095
2015,Michigan,"$45,000 to $49,999",0.0442,169750
2015,Michigan,"$50,000 to $59,999",0.0821,315267
2015,Michigan,"$60,000 to $74,999",0.1024,393422
2015,Michigan,"$75,000 to $99,999",0.1191,457326
2015,Michigan,"$100,000 to $124,999",0.0754,289731
2015,Michigan,"$125,000 to $149,999",0.0427,164120
2015,Michigan,"$150,000 to $199,999",0.0402,154454
2015,Michigan,"$200,000 or more",0.0345,132680
2015,Michigan,"Less than $10,000",0.0804,308959
2015,Minnesota,"$10,000 to $14,999",0.0431,91552
2015,Minnesota,"$15,000 to $19,999",0.0442,93858
2015,Minnesota,"$20,000 to $24,999",0.0462,98081
2015,Minnesota,"$25,000 to $29,999",0.0436,92597
2015,Minnesota,"$30,000 to $34,999",0.0452,96128
2015,Minnesota,"$35,000 to $39,999",0.0438,93030
2015,Minnesota,"$40,000 to $44,999",0.0451,95796
2015,Minnesota,"$45,000 to $49,999",0.0407,86530
2015,Minnesota,"$50,000 to $59,999",0.081,172111
2015,Minnesota,"$60,000 to $74,999",0.1086,230724
2015,Minnesota,"$75,000 to $99,999",0.141,299651
2015,Minnesota,"$100,000 to $124,999",0.0958,203565
2015,Minnesota,"$125,000 to $149,999",0.058,123159
2015,Minnesota,"$150,000 to $199,999",0.057,121202
2015,Minnesota,"$200,000 or more",0.0525,111483
2015,Minnesota,"Less than $10,000",0.0543,115278
2015,Mississippi,"$10,000 to $14,999",0.077,84452
2015,Mississippi,"$15,000 to $19,999",0.0743,81465
2015,Mississippi,"$20,000 to $24,999",0.0655,71848
2015,Mississippi,"$25,000 to $29,999",0.0614,67345
2015,Mississippi,"$30,000 to $34,999",0.0588,64507
2015,Mississippi,"$35,000 to $39,999",0.0518,56773
2015,Mississippi,"$40,000 to $44,999",0.0512,56194
2015,Mississippi,"$45,000 to $49,999",0.0413,45248
2015,Mississippi,"$50,000 to $59,999",0.0778,85315
2015,Mississippi,"$60,000 to $74,999",0.092,100916
2015,Mississippi,"$75,000 to $99,999",0.1003,109937
2015,Mississippi,"$100,000 to $124,999",0.0578,63375
2015,Mississippi,"$125,000 to $149,999",0.0298,32706
2015,Mississippi,"$150,000 to $199,999",0.0252,27664
2015,Mississippi,"$200,000 or more",0.0215,23628
2015,Mississippi,"Less than $10,000",0.1142,125220
2015,Missouri,"$10,000 to $14,999",0.0579,136992
2015,Missouri,"$15,000 to $19,999",0.0575,136028
2015,Missouri,"$20,000 to $24,999",0.0593,140118
2015,Missouri,"$25,000 to $29,999",0.0561,132724
2015,Missouri,"$30,000 to $34,999",0.0576,136105
2015,Missouri,"$35,000 to $39,999",0.0523,123696
2015,Missouri,"$40,000 to $44,999",0.0521,123129
2015,Missouri,"$45,000 to $49,999",0.0444,105015
2015,Missouri,"$50,000 to $59,999",0.0844,199672
2015,Missouri,"$60,000 to $74,999",0.102,241259
2015,Missouri,"$75,000 to $99,999",0.118,278977
2015,Missouri,"$100,000 to $124,999",0.0714,168941
2015,Missouri,"$125,000 to $149,999",0.0396,93608
2015,Missouri,"$150,000 to $199,999",0.0374,88357
2015,Missouri,"$200,000 or more",0.0322,76198
2015,Missouri,"Less than $10,000",0.0778,183869
2015,Montana,"$10,000 to $14,999",0.0619,25359
2015,Montana,"$15,000 to $19,999",0.0591,24215
2015,Montana,"$20,000 to $24,999",0.0645,26394
2015,Montana,"$25,000 to $29,999",0.0586,23976
2015,Montana,"$30,000 to $34,999",0.0586,23974
2015,Montana,"$35,000 to $39,999",0.0546,22360
2015,Montana,"$40,000 to $44,999",0.0513,20996
2015,Montana,"$45,000 to $49,999",0.0435,17793
2015,Montana,"$50,000 to $59,999",0.0836,34233
2015,Montana,"$60,000 to $74,999",0.1068,43733
2015,Montana,"$75,000 to $99,999",0.1175,48098
2015,Montana,"$100,000 to $124,999",0.0713,29180
2015,Montana,"$125,000 to $149,999",0.0376,15377
2015,Montana,"$150,000 to $199,999",0.03,12272
2015,Montana,"$200,000 or more",0.0294,12055
