Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator
3710,5/31/2023 22:29,Sedan,FTG-060-QAZ-213,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,KA90ST5678,Not Fraud
3711,6/19/2023 13:55,SUV,FTG-060-QAZ-214,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",66,KA23UV1234,Not Fraud
3712,7/4/2023 5:20,Bus ,FTG-060-QAZ-215,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",93,KA34ZA2345,Fraud
3713,7/23/2023 20:45,Car,FTG-060-QAZ-216,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",54,MH01WX2345,Not Fraud
3714,8/8/2023 12:10,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",80,MH23YZ4567,Not Fraud
3715,8/27/2023 3:35,Truck,FTG-060-QAZ-218,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",62,MH45AB6789,Fraud
3716,9/11/2023 18:00,Van,FTG-060-QAZ-219,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",89,MH67CD0123,Not Fraud
3717,9/30/2023 9:26,Sedan,FTG-054-KJH-098,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",45,KA23EF5678,Not Fraud
3718,10/15/2023 0:51,SUV,FTG-054-KJH-097,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",77,KA45GH1234,Not Fraud
3719,11/3/2023 16:16,Bus ,FTG-054-KJH-100,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,MH89EF2345,Not Fraud
3720,11/18/2023 7:41,Car,FTG-054-KJH-101,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,MH12GH4567,Not Fraud
3721,12/7/2023 23:06,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,MH34IJ6789,Not Fraud
3722,12/23/2023 14:31,Truck,FTG-054-KJH-103,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",78,MH56KL0123,Fraud
3723,1/10/2023 5:57,Van,FTG-054-KJH-104,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,KA56QR5678,Not Fraud
3724,1/27/2023 21:22,Sedan,FTG-054-KJH-105,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",95,KA78ST1234,Not Fraud
3725,2/14/2023 12:47,SUV,FTG-054-KJH-110,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",56,MH78WN2345,Not Fraud
3726,3/1/2023 4:12,Bus ,FTG-054-KJH-107,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",83,MH90OP4567,Not Fraud
3727,3/20/2023 19:37,Car,FTG-044-MKH-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",68,MH23QR6789,Not Fraud
3728,4/5/2023 11:02,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",96,MH34ST0123,Not Fraud
3729,4/24/2023 2:28,Truck,FTG-044-MKH-100,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,MH45UV4567,Not Fraud
3730,5/9/2023 17:53,Van,FTG-044-MKH-101,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",82,MH56WX8901,Not Fraud
3731,5/28/2023 9:18,Sedan,FTG-044-MKH-106,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",59,MH67YZ2345,Not Fraud
3732,6/12/2023 0:43,SUV,FTG-044-MKH-103,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",87,MH78AB6789,Not Fraud
3733,7/1/2023 16:08,Bus ,FTG-044-MKH-104,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,MH89CD0123,Not Fraud
3734,7/16/2023 7:33,Car,FTG-040-POU-210,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",76,MH90EF4567,Not Fraud
3735,8/4/2023 22:59,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",65,MH01GH8901,Not Fraud
3736,8/20/2023 14:24,Truck,FTG-040-POU-212,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,MH23WR6789,Not Fraud
3737,9/8/2023 5:49,Van,FTG-040-POU-213,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",53,MH45WT0123,Not Fraud
3738,9/23/2023 21:14,Sedan,FTG-040-PQU-218,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",79,KA89CD5678,Not Fraud
3739,10/12/2023 12:39,SUV,FTG-040-POU-215,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",73,KA01EF1234,Not Fraud
3740,10/27/2023 4:04,Bus ,FTG-040-POU-216,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,MH67UV2345,Not Fraud
3741,11/15/2023 19:30,Car,FTG-040-POU-217,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",44,MH89WX4567,Not Fraud
3742,11/30/2023 10:55,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",81,MH01YZ6789,Not Fraud
3743,12/19/2023 2:20,Truck,FTG-040-POU-219,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",64,MH23AB0123,Not Fraud
3744,1/3/2023 17:45,Van,FTG-040-POU-220,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",93,KA12OP5678,Fraud
3745,1/20/2023 9:10,Sedan,FTG-040-POU-221,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",57,KA34QR1234,Not Fraud
3746,2/5/2023 0:35,SUV,FTG-122-XSW-653,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",86,MH45CD2345,Not Fraud
3747,2/24/2023 16:01,Bus ,FTG-123-NMK-320,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",71,MH67EF4567,Fraud
3748,3/11/2023 7:26,Car,FTG-124-CDE-095,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",99,MH89WH6789,Not Fraud
3749,3/26/2023 22:51,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",46,MH12IJ0123,Not Fraud
3750,4/14/2023 14:16,Truck,FTG-126-PQM-431,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,KA45AB5678,Not Fraud
3751,4/29/2023 5:41,Van,FTG-127-HGT-108,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,KA67CD1234,Not Fraud
3752,5/18/2023 21:06,Sedan,FTG-128-WSX-887,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",94,MH34KL2345,Not Fraud
3753,6/3/2023 12:32,SUV,FTG-129-QAZ-542,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",52,MH56MN4567,Fraud
3754,6/22/2023 3:57,Bus ,FTG-130-LPO-215,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",88,MH78OP6789,Not Fraud
3755,7/7/2023 19:22,Car,FTG-130-LPO-216,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",63,MH90TR0123,Not Fraud
3756,7/26/2023 10:47,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",91,KA67MN5678,Not Fraud
3757,8/10/2023 2:12,Truck,FTG-130-LPO-218,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",55,KA89OP1234,Fraud
3758,8/29/2023 17:37,Van,FTG-130-LPO-219,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",81,MH23ST2345,Not Fraud
3759,9/13/2023 9:03,Sedan,FTG-130-LPO-220,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",57,MH45OV4567,Fraud
3760,10/2/2023 0:28,SUV,FTG-130-LPO-221,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,MH67WX6789,Not Fraud
3761,10/17/2023 15:53,Bus ,FTG-130-LPO-222,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,MH89YZ0123,Not Fraud
3762,11/5/2023 7:18,Car,FTG-133-CED-101,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",91,KA90YZ5678,Not Fraud
3763,11/20/2023 22:43,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,KA23AB1234,Not Fraud
3764,12/10/2023 14:08,Truck,FTG-133-CED-103,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",77,AP12UV3456,Fraud
3765,12/25/2023 5:34,Van,FTG-133-CED-104,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",59,AP23WX6789,Not Fraud
3766,1/1/2023 20:59,Sedan,FTG-133-CED-105,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",88,AP34YZ0123,Not Fraud
3767,1/19/2023 12:24,SUV,FTG-112-LPO-290,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",68,AP45AB4567,Not Fraud
3768,2/3/2023 3:49,Bus ,FTG-112-LPO-201,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,AP56CD8901,Not Fraud
3769,2/22/2023 19:14,Car,FTG-112-LPO-202,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",72,AP67EF2345,Not Fraud
3770,3/10/2023 10:39,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",90,AP78GH6789,Not Fraud
3771,3/25/2023 2:05,Truck,FTG-112-LPO-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,AP89IJ0123,Not Fraud
3772,4/12/2023 17:30,Van,FTG-112-LPO-205,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",80,AP90KL4567,Not Fraud
3773,4/27/2023 8:55,Sedan,FTG-112-WPO-206,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,AP01MN8901,Fraud
3774,5/16/2023 0:20,SUV,FTG-112-LPO-206,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,AP12OP3456,Not Fraud
3775,5/31/2023 15:45,Bus ,FTG-112-LPO-292,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",45,AP23QR6789,Fraud
3776,6/19/2023 7:10,Car,FTG-106-POU-988,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,AP34ST0123,Not Fraud
3777,7/4/2023 22:36,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",62,AP45UV4567,Not Fraud
3778,7/24/2023 14:01,Truck,FTG-106-ZXC-322,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,AP56WX8901,Not Fraud
3779,8/8/2023 5:26,Van,FTG-106-OKM-099,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,AP67YZ2345,Not Fraud
3780,8/27/2023 20:51,Sedan,FTG-105-LKJ-762,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",75,AP78AB6789,Not Fraud
3781,9/11/2023 12:16,SUV,FTG-106-HGT-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",70,AP89CD0123,Not Fraud
3782,9/30/2023 3:41,Bus ,FTG-106-MKF-107,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,AP90EF4567,Not Fraud
3783,10/15/2023 19:07,Car,FTG-108-DCV-874,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,AP01GH8901,Not Fraud
3784,11/3/2023 10:32,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",84,AP12IJ3456,Not Fraud
3785,11/18/2023 1:57,Truck,FTG-107-POI-211,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",69,AP23KL6789,Fraud
3786,12/7/2023 17:22,Van,FTG-107-WSX-987,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",97,AP34MN0123,Fraud
3787,12/22/2023 8:47,Sedan,FTG-107-QAZ-654,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",47,AP45OP4567,Not Fraud
3788,1/8/2023 0:12,SUV,FTG-107-KJH-321,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,TN23CD6789,Not Fraud
3789,1/25/2023 15:38,Bus ,FTG-107-VFR-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,TN34EF0123,Not Fraud
3790,2/9/2023 7:03,Car,FTG-107-YUI-765,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,TN45GH4567,Not Fraud
3791,2/28/2023 22:28,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,TN56IJ8901,Not Fraud
3792,3/16/2023 13:53,Truck,FTG-107-LMK-109,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,TN67KL2345,Not Fraud
3793,3/31/2023 5:18,Van,FTG-107-NJH-876,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",65,TN78MN6789,Not Fraud
3794,4/19/2023 20:43,Sedan,FTG-107-RFD-543,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,TN89OP0123,Not Fraud
3795,5/5/2023 12:09,SUV,FTG-108-TGB-211,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",51,TN90QR4567,Not Fraud
3796,5/24/2023 3:34,Bus ,FTG-101-BVC-987,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",76,TN01ST8901,Fraud
3797,6/8/2023 18:59,Car,FTG-102-XCV-654,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",60,TN12UV3456,Not Fraud
3798,6/27/2023 10:24,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,TN23WX6789,Not Fraud
3799,7/12/2023 1:49,Truck,FTG-108-POU-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,TN34YZ0123,Not Fraud
3800,7/31/2023 17:14,Van,FTG-108-ZXC-765,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",94,TN45AB4567,Not Fraud
3801,8/15/2023 8:40,Sedan,FTG-108-PLM-432,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,TN56CD8901,Not Fraud
3802,9/3/2023 0:05,SUV,FTG-108-HGT-111,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,TN67EF2345,Not Fraud
3803,9/18/2023 15:30,Bus ,FTG-108-WSX-876,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",63,TN78GH6789,Fraud
3804,10/7/2023 6:55,Car,FTG-109-QAZ-543,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",87,TN89IJ0123,Not Fraud
3805,10/22/2023 22:20,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,TN90KL4567,Not Fraud
3806,11/10/2023 13:45,Truck,FTG-109-YUI-987,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",74,TN01MN8901,Not Fraud
3807,11/25/2023 5:11,Van,FTG-109-BVC-654,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,TN12OP3456,Not Fraud
3808,12/14/2023 20:36,Sedan,FTG-104-DEF-110,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",83,TN23QR6789,Not Fraud
3809,12/30/2023 12:01,SUV,FTG-104-KJH-098,B-102,Express,Large,150,120,"12.84197701525119, 77.67547528176169",71,TN34ST0123,Fraud
3810,1/6/2023 3:26,Bus ,FTG-105-EDC-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",98,TN45UV4567,Not Fraud
3811,1/23/2023 18:51,Car,FTG-106-LMK-432,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",48,TN56WX8901,Not Fraud
3812,2/8/2023 10:16,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,TN67YZ2345,Not Fraud
3813,2/27/2023 1:42,Truck,FTG-108-VFR-876,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,TN78AB6789,Not Fraud
3814,3/16/2023 17:07,Van,FTG-109-WSX-543,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,TN89CD0123,Not Fraud
3815,3/31/2023 8:32,Sedan,FTG-100-QAZ-210,A-101,Express,Medium,120,60,"12.84197701525119, 77.67547528176169",54,TN90EF4567,Fraud
3816,4/19/2023 0:57,SUV,FTG-111-XYZ-989,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",80,TN01GH8901,Not Fraud
3817,5/4/2023 16:22,Bus ,FTG-112-ABC-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,TN12IJ3456,Not Fraud
3818,5/23/2023 7:47,Car,FTG-113-PQR-321,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,TN23KL6789,Not Fraud
3819,6/7/2023 23:13,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",45,TN34MN0123,Not Fraud
3820,6/27/2023 14:38,Truck,FTG-115-LMN-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,TN45OP4567,Not Fraud
3821,7/12/2023 6:03,Van,FTG-116-GHI-454,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",70,TN56QR8901,Not Fraud
3822,7/31/2023 21:28,Sedan,FTG-117-JKL-109,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,TN67ST2345,Not Fraud
3823,8/15/2023 12:53,SUV,FTG-118-UVW-876,B-102,Express,Large,150,90,"12.84197701525119, 77.67547528176169",49,TN78UV6789,Fraud
3824,9/3/2023 4:18,Bus ,FTG-119-RST-543,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,TN89WX0123,Not Fraud
3825,9/18/2023 19:44,Car,FTG-110-MVO-210,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,TN90YZ4567,Not Fraud
3826,10/7/2023 11:09,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",95,TN01AB8901,Not Fraud
3827,10/22/2023 2:34,Truck,FTG-112-ZXC-654,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",56,TN12BC3456,Fraud
3828,11/10/2023 18:00,Van,FTG-113-POI-121,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",83,TN23DE6789,Not Fraud
3829,11/26/2023 9:25,Sedan,FTG-114-KVH-098,A-101,Express,Medium,120,90,"12.84197701525119, 77.67547528176169",68,TN34FG0123,Fraud
3830,12/15/2023 0:50,SUV,FTG-115-DQV-765,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,TN45HI4567,Not Fraud
3831,12/30/2023 16:16,Bus ,FTG-116-NBH-132,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,TN56JK8901,Not Fraud
3832,1/6/2023 7:41,Car,FTG-117-LWI-109,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",82,TN67LM2345,Fraud
3833,1/23/2023 23:06,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",59,TN78NO6789,Not Fraud
3834,2/8/2023 14:31,Truck,FTG-119-FRD-543,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",87,TN89PQ0123,Not Fraud
3835,2/27/2023 5:56,Van,FTG-120-TYU-110,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,TN90RS4567,Not Fraud
3836,3/16/2023 21:21,Sedan,FTG-121-BXC-987,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",76,TN01TU8901,Not Fraud
3837,3/31/2023 12:47,SUV,FTG-122-XXW-654,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",65,TN12VW3456,Not Fraud
3838,4/19/2023 4:12,Bus ,FTG-112-IXC-654,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,TN23XY6789,Not Fraud
3839,5/4/2023 19:37,Car,FTG-124-CDE-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",53,TN34ZA0123,Not Fraud
3840,5/24/2023 11:02,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",79,TN45BC4567,Not Fraud
3841,6/8/2023 2:27,Truck,FTG-126-PLM-172,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,TN56DE8901,Not Fraud
3842,6/27/2023 17:52,Van,FTG-127-HGT-119,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",97,TN67FG2345,Not Fraud
3843,7/12/2023 9:18,Sedan,FTG-128-WIX-876,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",44,TN78HI6789,Not Fraud
3844,7/31/2023 0:43,SUV,FTG-129-QPZ-543,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,TN89JK0123,Not Fraud
3845,8/15/2023 16:08,Bus ,FTG-130-LPO-270,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",64,TN90LM4567,Fraud
3846,9/3/2023 7:33,Car,FTG-111-ZAS-987,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,TN01NO8901,Not Fraud
3847,9/18/2023 22:58,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",57,TN12PQ3456,Not Fraud
3848,10/8/2023 14:23,Truck,FTG-113-JOP-321,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,TN23RS6789,Not Fraud
3849,10/23/2023 5:49,Van,FTG-114-RFV-098,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",71,TN34TU0123,Not Fraud
3850,11/11/2023 21:14,Sedan,FTG-135-EPC-765,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",99,TN45VW4567,Not Fraud
3851,11/27/2023 12:39,SUV,FTG-136-OEM-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",46,TN56XY8901,Not Fraud
3852,12/16/2023 4:04,Bus ,FTG-119-UTY-543,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,TN67ZA2345,Not Fraud
3853,12/31/2023 19:29,Car,FTG-138-LEJ-876,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,TN78BC6789,Not Fraud
3854,1/7/2023 10:54,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",94,TN89DE0123,Not Fraud
3855,1/24/2023 2:20,Truck,FTG-110-POU-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",52,TN90FG4567,Not Fraud
3856,2/8/2023 17:45,Van,FTG-111-ZXC-987,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",88,TN01HI8901,Not Fraud
3857,2/27/2023 9:10,Sedan,FTG-112-VBN-654,A-101,Express,Medium,120,90,"12.84197701525119, 77.67547528176169",63,TN12JK3456,Fraud
3858,3/14/2023 0:35,SUV,FTG-423-NGK-321,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",91,TN23LM6789,Not Fraud
3859,3/29/2023 16:00,Bus ,FTG-472-QGZ-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",55,TN34NO0123,Not Fraud
3860,4/17/2023 7:25,Car,FTG-601-XYZ-997,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",81,TN45PQ4567,Not Fraud
3861,5/2/2023 22:51,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",58,TN56RS8901,Not Fraud
3862,5/22/2023 14:16,Truck,FTG-699-WSX-533,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",83,TN67TU2345,Fraud
3863,6/6/2023 5:41,Van,FTG-876-CDE-132,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",66,TN78VW6789,Not Fraud
3864,6/25/2023 21:06,Sedan,FTG-883-LKJ-321,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",91,TN89XY0123,Not Fraud
3865,7/11/2023 12:31,SUV,FTG-890-RFD-219,B-102,Express,Large,150,130,"12.84197701525119, 77.67547528176169",49,TN90ZA4567,Fraud
3866,7/30/2023 3:56,Bus ,FTG-897-PLN-119,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,TN01BC8901,Not Fraud
3867,8/14/2023 19:22,Car,FTG-100-DEF-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",59,TN12DE3456,Not Fraud
3868,9/2/2023 10:47,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",88,TN23FG6789,Not Fraud
3869,9/17/2023 2:12,Truck,FTG-018-UYT-076,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",68,TN34HI0123,Not Fraud
3870,10/6/2023 17:37,Van,FTG-125-VBN-065,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",93,TN45JK4567,Fraud
3871,10/21/2023 9:02,Sedan,FTG-132-IXC-667,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",72,TN56LM8901,Not Fraud
3872,11/9/2023 0:27,SUV,FTG-515-DCV-765,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",90,TN67NO2345,Not Fraud
3873,11/24/2023 15:53,Bus ,FTG-522-XSW-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,TN78PQ6789,Not Fraud
3874,12/13/2023 7:18,Car,FTG-529-QAZ-543,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",80,TN89RS0123,Not Fraud
3875,12/28/2023 22:43,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",67,TN90TU4567,Not Fraud
3876,1/14/2023 14:08,Truck,FTG-543-QGE-321,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",96,TN01VW8901,Fraud
3877,1/29/2023 5:33,Van,FTG-550-HGT-210,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",45,TN12XY3456,Not Fraud
3878,2/17/2023 21:58,Sedan,FTG-543-QWE-321,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",79,TN23ZA6789,Not Fraud
3879,3/5/2023 13:24,SUV,FTG-557-PLN-109,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",62,TN34BC0123,Not Fraud
3880,3/20/2023 4:49,Bus ,FTG-564-OKM-098,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,TN45DE4567,Not Fraud
3881,4/8/2023 20:14,Car,FTG-571-WSX-987,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",50,TN56FG8901,Not Fraud
3882,4/24/2023 11:39,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",75,TN67HI1234,Not Fraud
3883,5/13/2023 3:04,Truck,FTG-585-GXC-765,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,TN78JK5678,Not Fraud
3884,5/28/2023 18:29,Van,FTG-585-ZXC-765,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,TN89LM9012,Not Fraud
3885,6/16/2023 9:55,Sedan,FTG-592-BVC-654,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",58,TN90NO3456,Fraud
