,pokedex_nr,en_name,type_1,type_2,link,type_list,de_name,type_1_german,type_2_german,type_list_ger,fr_name,jp_name,kor_name,chi_name
693,694,Helioptile,Electric,Normal,https://www.pokewiki.de/Eguana,"['Electric', 'Normal']",Eguana,Elektro,Normal,"['Elektro', 'Normal']",Galvaran,エリキテル(Erikiteru),목도리키텔(Mokdorikitel),傘電蜥 / 伞电蜥(Sǎndiànxī)
694,695,Heliolisk,Electric,Normal,https://www.pokewiki.de/Elezard,"['Electric', 'Normal']",Elezard,Elektro,Normal,"['Elektro', 'Normal']",Iguolta,エレザード(Elezard),일레도리자드(Illedorijadeu),光電傘蜥 / 光电伞蜥(Guāngdiànsǎnxī)
695,696,Tyrunt,Rock,Dragon,https://www.pokewiki.de/Balgoras,"['Rock', 'Dragon']",Balgoras,Gestein,Drache,"['Gestein', 'Drache']",Ptyranidur,チゴラス(Chigoras),티고라스(Tigoraseu),寶寶暴龍 / 宝宝暴龙(Bǎobǎobàolóng)
696,697,Tyrantrum,Rock,Dragon,https://www.pokewiki.de/Monargoras,"['Rock', 'Dragon']",Monargoras,Gestein,Drache,"['Gestein', 'Drache']",Rexillius,ガチゴラス(Gachigoras),견고라스(Gyeongoraseu),怪顎龍 / 怪颚龙(Guài'èlóng)
697,698,Amaura,Rock,Ice,https://www.pokewiki.de/Amarino,"['Rock', 'Ice']",Amarino,Gestein,Eis,"['Gestein', 'Eis']",Amagara,アマルス(Amarus),아마루스(Amaruseu),冰雪龍 / 冰雪龙(Bīngxuělóng)
698,699,Aurorus,Rock,Ice,https://www.pokewiki.de/Amagarga,"['Rock', 'Ice']",Amagarga,Gestein,Eis,"['Gestein', 'Eis']",Dragmara,アマルルガ(Amaruruga),아마루르가(Amarureuga),冰雪巨龍 / 冰雪巨龙(Bīngxuějùlóng)
699,700,Sylveon,Fairy,,https://www.pokewiki.de/Feelinara,['Fairy'],Feelinara,Fee,,['Fee'],Nymphali,ニンフィア(Nymphia),님피아(Nymphia),仙子伊布 / 仙子伊布(Xiānzǐyībù)
700,701,Hawlucha,Fight,Flying,https://www.pokewiki.de/Resladero,"['Fight', 'Flying']",Resladero,Kampf,Flug,"['Kampf', 'Flug']",Brutalibré,ルチャブル(Luchabull),루차불(Ruchabul),摔角鷹人 / 摔角鹰人(Shuāijiǎoyīngrén)
701,702,Dedenne,Electric,Fairy,https://www.pokewiki.de/Dedenne,"['Electric', 'Fairy']",Dedenne,Elektro,Fee,"['Elektro', 'Fee']",Dedenne,デデンネ(Dedenne),데덴네(Dedenne),咚咚鼠 / 咚咚鼠(Dōngdōngshǔ)
702,703,Carbink,Rock,Fairy,https://www.pokewiki.de/Rocara,"['Rock', 'Fairy']",Rocara,Gestein,Fee,"['Gestein', 'Fee']",Strassie,メレシー(Melecie),멜리시(Mellisi),小碎鑽 / 小碎钻(Xiǎosuìzuàn)
703,704,Goomy,Dragon,,https://www.pokewiki.de/Viscora,['Dragon'],Viscora,Drache,,['Drache'],Mucuscule,ヌメラ(Numera),미끄메라(Mikkeumera),黏黏寶 / 黏黏宝(Niánniánbǎo)
704,705,Sliggoo,Dragon,,https://www.pokewiki.de/Viscargot,['Dragon'],Viscargot,Drache,,['Drache'],Colimucus,ヌメイル(Numeil),미끄네일(Mikkeunaeil),黏美兒 / 黏美儿(Niánměi'ér)
705,706,Goodra,Dragon,,https://www.pokewiki.de/Viscogon,['Dragon'],Viscogon,Drache,,['Drache'],Muplodocus,ヌメルゴン(Numelgon),미끄래곤(Mikkeuraegon),黏美龍 / 黏美龙(Niánměilóng)
706,707,Klefki,Steel,Fairy,https://www.pokewiki.de/Clavion,"['Steel', 'Fairy']",Clavion,Stahl,Fee,"['Stahl', 'Fee']",Trousselin,クレッフィ(Cleffy),클레피(Keullepi),鑰圈兒 / 钥圈儿(Yàoquān'ér)
707,708,Phantump,Ghost,Grass,https://www.pokewiki.de/Paragoni,"['Ghost', 'Grass']",Paragoni,Geist,Pflanze,"['Geist', 'Pflanze']",Brocélôme,ボクレー(Bokurei),나목령(Namokryeong),小木靈 / 小木灵(Xiǎomùlíng)
708,709,Trevenant,Ghost,Grass,https://www.pokewiki.de/Trombork,"['Ghost', 'Grass']",Trombork,Geist,Pflanze,"['Geist', 'Pflanze']",Desséliande,オーロット(Ohrot),대로트(Daeroteu),朽木妖 / 朽木妖(Xiǔmùyāo)
709,710,Pumpkaboo,Ghost,Grass,https://www.pokewiki.de/Irrbis,"['Ghost', 'Grass']",Irrbis,Geist,Pflanze,"['Geist', 'Pflanze']",Pitrouille,バケッチャ(Bakeccha),호바귀(Hobagwi),南瓜精 / 南瓜精(Nánguājīng)
710,711,Gourgeist,Ghost,Grass,https://www.pokewiki.de/Pumpdjinn,"['Ghost', 'Grass']",Pumpdjinn,Geist,Pflanze,"['Geist', 'Pflanze']",Banshitrouye,パンプジン(Pumpjin),펌킨인(Peomkin'in),南瓜怪人 / 南瓜怪人(Nánguāguàirén)
711,712,Bergmite,Ice,,https://www.pokewiki.de/Arktip,['Ice'],Arktip,Eis,,['Eis'],Grelaçon,カチコール(Kachikohru),꽁어름(Kkong'eoreum),冰寶 / 冰宝(Bīngbǎo)
712,713,Avalugg,Ice,,https://www.pokewiki.de/Arktilas,['Ice'],Arktilas,Eis,,['Eis'],Séracrawl,クレベース(Crebase),크레베이스(Keurebeiseu),冰岩怪 / 冰岩怪(Bīngyánguài)
713,714,Noibat,Flying,Dragon,https://www.pokewiki.de/EF-eM,"['Flying', 'Dragon']",eF-eM,Flug,Drache,"['Flug', 'Drache']",Sonistrelle,オンバット(Onbat),음뱃(Eumbaet),嗡蝠 / 嗡蝠(Wēngfú)
714,715,Noivern,Flying,Dragon,https://www.pokewiki.de/UHaFnir,"['Flying', 'Dragon']",UHaFnir,Flug,Drache,"['Flug', 'Drache']",Bruyverne,オンバーン(Onvern),음번(Eumbeon),音波龍 / 音波龙(Yīnbōlóng)
715,716,Xerneas,Fairy,,https://www.pokewiki.de/Xerneas,['Fairy'],Xerneas,Fee,,['Fee'],Xerneas,ゼルネアス(Xerneas),제르네아스(Xerneas),哲爾尼亞斯 / 哲尔尼亚斯(Zhé'ěrníyàsī)
716,717,Yveltal,Dark,Flying,https://www.pokewiki.de/Yveltal,"['Dark', 'Flying']",Yveltal,Unlicht,Flug,"['Unlicht', 'Flug']",Yveltal,イベルタル(Yveltal),이벨타르(Yveltal),伊裴爾塔爾 / 伊裴尔塔尔(Yīpéi'ěrtǎ'ěr)
717,718,Zygarde,Dragon,Ground,https://www.pokewiki.de/Zygarde,"['Dragon', 'Ground']",Zygarde,Drache,Boden,"['Drache', 'Boden']",Zygarde,ジガルデ(Zygarde),지가르데(Jigareude),基格爾德 / 基格尔德(Jīgé'ěrdé)
718,719,Diancie,Rock,Fairy,https://www.pokewiki.de/Diancie,"['Rock', 'Fairy']",Diancie,Gestein,Fee,"['Gestein', 'Fee']",Diancie,ディアンシー(Diancie),디안시(Diancie),蒂安希 / 蒂安希(Dì'ānxī)
719,720,Hoopa,Psychic,Ghost,https://www.pokewiki.de/Hoopa,"['Psychic', 'Ghost']",Hoopa,Psycho,Geist,"['Psycho', 'Geist']",Hoopa,フーパ(Hoopa),후파(Hoopa),胡帕 / 胡帕(Húpà)
720,721,Volcanion,Fire,Water,https://www.pokewiki.de/Volcanion,"['Fire', 'Water']",Volcanion,Feuer,Wasser,"['Feuer', 'Wasser']",Volcanion,ボルケニオン(Volcanion),볼케니온(Volcanion),波爾凱尼恩 / 波尔凯尼恩(Bō'ěrkǎiní'ēn)
721,722,Rowlet,Grass,Flying,https://www.pokewiki.de/Bauz,"['Grass', 'Flying']",Bauz,Pflanze,Flug,"['Pflanze', 'Flug']",Brindibou,モクロー(Mokuroh),나몰빼미(Namolppaemi),木木梟 / 木木枭(Mùmùxiāo)
722,723,Dartrix,Grass,Flying,https://www.pokewiki.de/Arboretoss,"['Grass', 'Flying']",Arboretoss,Pflanze,Flug,"['Pflanze', 'Flug']",Efflèche,フクスロー(Fukuthrow),빼미스로우(Ppaemiseurou),投羽梟 / 投羽枭(Tóuyǔxiāo)
723,724,Decidueye,Grass,Ghost,https://www.pokewiki.de/Silvarro,"['Grass', 'Ghost']",Silvarro,Pflanze,Geist,"['Pflanze', 'Geist']",Archéduc,ジュナイパー(Junaiper),모크나이퍼(Mokeunaipeo),狙射樹梟 / 狙射树枭(Jūshèshùxiāo)
724,725,Litten,Fire,,https://www.pokewiki.de/Flamiau,['Fire'],Flamiau,Feuer,,['Feuer'],Flamiaou,ニャビー(Nyabby),냐오불(Nyaobul),火斑喵 / 火斑喵(Huǒbānmiāo)
725,726,Torracat,Fire,,https://www.pokewiki.de/Miezunder,['Fire'],Miezunder,Feuer,,['Feuer'],Matoufeu,ニャヒート(Nyaheat),냐오히트(Nyaohiteu),炎熱喵 / 炎热喵(Yánrèmiāo)
726,727,Incineroar,Fire,Dark,https://www.pokewiki.de/Fuegro,"['Fire', 'Dark']",Fuegro,Feuer,Unlicht,"['Feuer', 'Unlicht']",Félinferno,ガオガエン(Gaogaen),어흥염(Eoheungyeom),熾焰咆哮虎 / 炽焰咆哮虎(Chìyànpáoxiàohǔ)
727,728,Popplio,Water,,https://www.pokewiki.de/Robball,['Water'],Robball,Wasser,,['Wasser'],Otaquin,アシマリ(Ashimari),누리공(Nurigong),球球海獅 / 球球海狮(Qiúqiúhǎishī)
728,729,Brionne,Water,,https://www.pokewiki.de/Marikeck,['Water'],Marikeck,Wasser,,['Wasser'],Otarlette,オシャマリ(Osyamari),키요공(Kiyogong),花漾海獅 / 花漾海狮(Huāyànghǎishī)
729,730,Primarina,Water,Fairy,https://www.pokewiki.de/Primarene,"['Water', 'Fairy']",Primarene,Wasser,Fee,"['Wasser', 'Fee']",Oratoria,アシレーヌ(Ashirene),누리레느(Nurireneu),西獅海壬 / 西狮海壬(Xīshīhǎirén)
730,731,Pikipek,Normal,Flying,https://www.pokewiki.de/Peppeck,"['Normal', 'Flying']",Peppeck,Normal,Flug,"['Normal', 'Flug']",Picassaut,ツツケラ(Tsutsukera),콕코구리(Kokkoguri),小篤兒 / 小笃儿(Xiǎodǔ'ér)
731,732,Trumbeak,Normal,Flying,https://www.pokewiki.de/Trompeck,"['Normal', 'Flying']",Trompeck,Normal,Flug,"['Normal', 'Flug']",Piclairon,ケララッパ(Kerarappa),크라파(Keurapa),喇叭啄鳥 / 喇叭啄鸟(Lǎbāzhuóniǎo)
732,733,Toucannon,Normal,Flying,https://www.pokewiki.de/Tukanon,"['Normal', 'Flying']",Tukanon,Normal,Flug,"['Normal', 'Flug']",Bazoucan,ドデカバシ(Dodekabashi),왕큰부리(Wangkeunburi),銃嘴大鳥 / 铳嘴大鸟(Chòngzuǐdàniǎo)
733,734,Yungoos,Normal,,https://www.pokewiki.de/Mangunior,['Normal'],Mangunior,Normal,,['Normal'],Manglouton,ヤングース(Youngoose),영구스(Yeongguseu),貓鼬少 / 猫鼬少(Māoyòushào)
734,735,Gumshoos,Normal,,https://www.pokewiki.de/Manguspektor,['Normal'],Manguspektor,Normal,,['Normal'],Argouste,デカグース(Dekagoose),형사구스(Hyeongsaguseu),貓鼬探長 / 猫鼬探长(Māoyòutànzhǎng)
735,736,Grubbin,Bug,,https://www.pokewiki.de/Mabula,['Bug'],Mabula,Käfer,,['Käfer'],Larvibule,アゴジムシ(Agojimushi),턱지충이(Teokjichung-i),強顎雞母蟲 / 强颚鸡母虫(Qiáng'èjīmǔchóng)
736,737,Charjabug,Bug,Electric,https://www.pokewiki.de/Akkup,"['Bug', 'Electric']",Akkup,Käfer,Elektro,"['Käfer', 'Elektro']",Chrysapile,デンヂムシ(Dendimushi),전지충이(Jeonjichung-i),蟲電寶 / 虫电宝(Chóngdiànbǎo)
737,738,Vikavolt,Bug,Electric,https://www.pokewiki.de/Donarion,"['Bug', 'Electric']",Donarion,Käfer,Elektro,"['Käfer', 'Elektro']",Lucanon,クワガノン(Kuwagannon),투구뿌논(Tuguppunon),鍬農炮蟲 / 锹农炮虫(Qiāonóngpàochóng)
738,739,Crabrawler,Fight,,https://www.pokewiki.de/Krabbox,['Fight'],Krabbox,Kampf,,['Kampf'],Crabagarre,マケンカニ(Makenkani),오기지게(Ogijige),好勝蟹 / 好胜蟹(Hàoshèngxiè)
739,740,Crabominable,Fight,Ice,https://www.pokewiki.de/Krawell,"['Fight', 'Ice']",Krawell,Kampf,Eis,"['Kampf', 'Eis']",Crabominable,ケケンカニ(Kekenkani),모단단게(Modandange),好勝毛蟹 / 好胜毛蟹(Hàoshèngmáoxiè)
740,741,Oricorio,Fire,Flying,https://www.pokewiki.de/Choreogel,"['Fire', 'Flying']",Choreogel,Feuer,Flug,"['Feuer', 'Flug']",Plumeline,オドリドリ(Odoridori),춤추새(Chumchusae),花舞鳥 / 花舞鸟(Huāwǔniǎo)
741,742,Cutiefly,Bug,Fairy,https://www.pokewiki.de/Wommel,"['Bug', 'Fairy']",Wommel,Käfer,Fee,"['Käfer', 'Fee']",Bombydou,アブリー(Abuly),에블리(Ebeulli),萌虻 / 萌虻(Méngméng)
742,743,Ribombee,Bug,Fairy,https://www.pokewiki.de/Bandelby,"['Bug', 'Fairy']",Bandelby,Käfer,Fee,"['Käfer', 'Fee']",Rubombelle,アブリボン(Aburibbon),에리본(Eribon),蝶結萌虻 / 蝶结萌虻(Diéjiéméngméng)
743,744,Rockruff,Rock,,https://www.pokewiki.de/Wuffels,['Rock'],Wuffels,Gestein,,['Gestein'],Rocabot,イワンコ(Iwanko),암멍이(Ammeong-i),岩狗狗 / 岩狗狗(Yángǒugǒu)
744,745,Lycanroc,Rock,,https://www.pokewiki.de/Wolwerock,['Rock'],Wolwerock,Gestein,,['Gestein'],Lougaroc,ルガルガン(Lugarugan),루가루암(Rugaruam),鬃岩狼人 / 鬃岩狼人(Zōngyánlángrén)
745,746,Wishiwashi,Water,,https://www.pokewiki.de/Lusardin,['Water'],Lusardin,Wasser,,['Wasser'],Froussardine,ヨワシ(Yowashi),약어리(Yageori),弱丁魚 / 弱丁鱼(Ruòdīngyú)
746,747,Mareanie,Poison,Water,https://www.pokewiki.de/Garstella,"['Poison', 'Water']",Garstella,Gift,Wasser,"['Gift', 'Wasser']",Vorastérie,ヒドイデ(Hidoide),시마사리(Simasari),好壞星 / 好坏星(Hǎohuàixīng)
747,748,Toxapex,Poison,Water,https://www.pokewiki.de/Aggrostella,"['Poison', 'Water']",Aggrostella,Gift,Wasser,"['Gift', 'Wasser']",Prédastérie,ドヒドイデ(Dohidoide),더시마사리(Deosimasari),超壞星 / 超坏星(Chāohuàixīng)
748,749,Mudbray,Ground,,https://www.pokewiki.de/Pampuli,['Ground'],Pampuli,Boden,,['Boden'],Tiboudet,ドロバンコ(Dorobanko),머드나기(Meodeunagi),泥驢仔 / 泥驴仔(Nílǘzǐ)
749,750,Mudsdale,Ground,,https://www.pokewiki.de/Pampross,['Ground'],Pampross,Boden,,['Boden'],Bourrinos,バンバドロ(Banbadoro),만마드(Manmadeu),重泥挽馬 / 重泥挽马(Zhòngníwǎnmǎ)
750,751,Dewpider,Water,Bug,https://www.pokewiki.de/Araqua,"['Water', 'Bug']",Araqua,Wasser,Käfer,"['Wasser', 'Käfer']",Araqua,シズクモ(Shizukumo),물거미(Mulgeomi),滴蛛 / 滴蛛(Dīzhū)
751,752,Araquanid,Water,Bug,https://www.pokewiki.de/Aranestro,"['Water', 'Bug']",Aranestro,Wasser,Käfer,"['Wasser', 'Käfer']",Tarenbulle,オニシズクモ(Onishizukumo),깨비물거미(Kkaebimulgeomi),滴蛛霸 / 滴蛛霸(Dīzhūbà)
752,753,Fomantis,Grass,,https://www.pokewiki.de/Imantis,['Grass'],Imantis,Pflanze,,['Pflanze'],Mimantis,カリキリ(Karikiri),짜랑랑(Jjarangnang),偽螳草 / 伪螳草(Wěitángcǎo)
753,754,Lurantis,Grass,,https://www.pokewiki.de/Mantidea,['Grass'],Mantidea,Pflanze,,['Pflanze'],Floramantis,ラランテス(Lalantes),라란티스(Rarantiseu),蘭螳花 / 兰螳花(Lántánghuā)
754,755,Morelull,Grass,Fairy,https://www.pokewiki.de/Bubungus,"['Grass', 'Fairy']",Bubungus,Pflanze,Fee,"['Pflanze', 'Fee']",Spododo,ネマシュ(Nemasyu),자마슈(Jamasyu),睡睡菇 / 睡睡菇(Shuìshuìgū)
755,756,Shiinotic,Grass,Fairy,https://www.pokewiki.de/Lamellux,"['Grass', 'Fairy']",Lamellux,Pflanze,Fee,"['Pflanze', 'Fee']",Lampignon,マシェード(Mashade),마셰이드(Masheideu),燈罩夜菇 / 灯罩夜菇(Dēngzhàoyègū)
756,757,Salandit,Poison,Fire,https://www.pokewiki.de/Molunk,"['Poison', 'Fire']",Molunk,Gift,Feuer,"['Gift', 'Feuer']",Tritox,ヤトウモリ(Yatoumori),야도뇽(Yadonyong),夜盜火蜥 / 夜盗火蜥(Yèdàohuǒxī)
757,758,Salazzle,Poison,Fire,https://www.pokewiki.de/Amfira,"['Poison', 'Fire']",Amfira,Gift,Feuer,"['Gift', 'Feuer']",Malamandre,エンニュート(Ennewt),염뉴트(Yeomnyuteu),焰后蜥 / 焰后蜥(Yànhòuxī)
758,759,Stufful,Normal,Fight,https://www.pokewiki.de/Velursi,"['Normal', 'Fight']",Velursi,Normal,Kampf,"['Normal', 'Kampf']",Nounourson,ヌイコグマ(Nuikoguma),포곰곰(Pogomgom),童偶熊 / 童偶熊(Tóng'ǒuxióng)
759,760,Bewear,Normal,Fight,https://www.pokewiki.de/Kosturso,"['Normal', 'Fight']",Kosturso,Normal,Kampf,"['Normal', 'Kampf']",Chelours,キテルグマ(Kiteruguma),이븐곰(Ibeun-gom),穿著熊 / 穿着熊(Chuānzhuóxióng)
760,761,Bounsweet,Grass,,https://www.pokewiki.de/Frubberl,['Grass'],Frubberl,Pflanze,,['Pflanze'],Croquine,アマカジ(Amakaji),달콤아(Dalkom-a),甜竹竹 / 甜竹竹(Tiánzhúzhú)
761,762,Steenee,Grass,,https://www.pokewiki.de/Frubaila,['Grass'],Frubaila,Pflanze,,['Pflanze'],Candine,アママイコ(Amamaiko),달무리나(Dalmurina),甜舞妮 / 甜舞妮(Tiánwǔnī)
762,763,Tsareena,Grass,,https://www.pokewiki.de/Fruyal,['Grass'],Fruyal,Pflanze,,['Pflanze'],Sucreine,アマージョ(Amajo),달코퀸(Dalkokwin),甜冷美后 / 甜冷美后(Tiánlěngměihòu)
763,764,Comfey,Fairy,,https://www.pokewiki.de/Curelei,['Fairy'],Curelei,Fee,,['Fee'],Guérilande,キュワワー(Cuwawa),큐아링(Kyuaring),花療環環 / 花疗环环(Huāliáohuánhuán)
764,765,Oranguru,Normal,Psychic,https://www.pokewiki.de/Kommandutan,"['Normal', 'Psychic']",Kommandutan,Normal,Psycho,"['Normal', 'Psycho']",Gouroutan,ヤレユータン(Yareyuutan),하랑우탄(Harang-utan),智揮猩 / 智挥猩(Zhìhuīxīng)
765,766,Passimian,Fight,,https://www.pokewiki.de/Quartermak,['Fight'],Quartermak,Kampf,,['Kampf'],Quartermac,ナゲツケサル(Nagetukesaru),내던숭이(Naedeonsung-i),投擲猴 / 投掷猴(Tóuzhìhóu)
766,767,Wimpod,Bug,Water,https://www.pokewiki.de/Rei%C3%9Flaus,"['Bug', 'Water']",Reißlaus,Käfer,Wasser,"['Käfer', 'Wasser']",Sovkipou,コソクムシ(Kosokumushi),꼬시레(Kkosire),膽小蟲 / 胆小虫(Dǎnxiǎochóng)
767,768,Golisopod,Bug,Water,https://www.pokewiki.de/Tectass,"['Bug', 'Water']",Tectass,Käfer,Wasser,"['Käfer', 'Wasser']",Sarmuraï,グソクムシャ(Gusokumusha),갑주무사(Gapjumusa),具甲武者 / 具甲武者(Jùjiǎwǔzhě)
768,769,Sandygast,Ghost,Ground,https://www.pokewiki.de/Sankabuh,"['Ghost', 'Ground']",Sankabuh,Geist,Boden,"['Geist', 'Boden']",Bacabouh,スナバァ(Sunaba),모래꿍(Moraekkung),沙丘娃 / 沙丘娃(Shāqiūwá)
769,770,Palossand,Ghost,Ground,https://www.pokewiki.de/Colossand,"['Ghost', 'Ground']",Colossand,Geist,Boden,"['Geist', 'Boden']",Trépassable,シロデスナ(Sirodethna),모래성이당(Moraeseongidang),噬沙堡爺 / 噬沙堡爷(Shìshābǎoyé)
770,771,Pyukumuku,Water,,https://www.pokewiki.de/Gufa,['Water'],Gufa,Wasser,,['Wasser'],Concombaffe,ナマコブシ(Namakobushi),해무기(Haemugi),拳海參 / 拳海參(Quánhǎishēn)
771,772,Type: Null,Normal,,https://www.pokewiki.de/Typ:Null,['Normal'],Typ:Null,Normal,,['Normal'],Type:0,タイプ：ヌル(Type:Null),타입:널(Type:Null),屬性：空 / 属性：空(Shǔxìng:Kōng)
772,773,Silvally,Normal,,https://www.pokewiki.de/Amigento,['Normal'],Amigento,Normal,,['Normal'],Silvallié,シルヴァディ(Silvady),실버디(Silbeodi),銀伴戰獸 / 银伴战兽(Yínbànzhànshòu)
773,774,Minior,Rock,Flying,https://www.pokewiki.de/Meteno,"['Rock', 'Flying']",Meteno,Gestein,Flug,"['Gestein', 'Flug']",Météno,メテノ(Meteno),메테노(Meteno),小隕星 / 小陨星(Xiǎoyǔnxīng)
774,775,Komala,Normal,,https://www.pokewiki.de/Koalelu,['Normal'],Koalelu,Normal,,['Normal'],Dodoala,ネッコアラ(Nekkoara),자말라(Jamalla),樹枕尾熊 / 树枕尾熊(Shùzhěnwěixióng)
775,776,Turtonator,Fire,Dragon,https://www.pokewiki.de/Tortunator,"['Fire', 'Dragon']",Tortunator,Feuer,Drache,"['Feuer', 'Drache']",Boumata,バクガメス(Bakugames),폭거북스(Pokgeobukseu),爆焰龜獸 / 爆焰龟兽(Bàoyànguīshòu)
776,777,Togedemaru,Electric,Steel,https://www.pokewiki.de/Togedemaru,"['Electric', 'Steel']",Togedemaru,Elektro,Stahl,"['Elektro', 'Stahl']",Togedemaru,トゲデマル(Togedemaru),토게데마루(Togedemaru),托戈德瑪爾 / 托戈德玛尔(Tuōgēdémǎ'ěr)
777,778,Mimikyu,Ghost,Fairy,https://www.pokewiki.de/Mimigma,"['Ghost', 'Fairy']",Mimigma,Geist,Fee,"['Geist', 'Fee']",Mimiqui,ミミッキュ(Mimikkyu),따라큐(Ttarakyu),謎擬Ｑ / 谜拟丘(MínǐQ / Mínǐqiū)
778,779,Bruxish,Water,Psychic,https://www.pokewiki.de/Knirfish,"['Water', 'Psychic']",Knirfish,Wasser,Psycho,"['Wasser', 'Psycho']",Denticrisse,ハギギシリ(Hagigishiri),치갈기(Chigalgi),磨牙彩皮魚 / 磨牙彩皮鱼(Móyácǎipíyú)
779,780,Drampa,Normal,Dragon,https://www.pokewiki.de/Sen-Long,"['Normal', 'Dragon']",Sen-Long,Normal,Drache,"['Normal', 'Drache']",Draïeul,ジジーロン(Jijilong),할비롱(Halbirong),老翁龍 / 老翁龙(Lǎowēnglóng)
780,781,Dhelmise,Ghost,Grass,https://www.pokewiki.de/Moruda,"['Ghost', 'Grass']",Moruda,Geist,Pflanze,"['Geist', 'Pflanze']",Sinistrail,ダダリン(Dadarin),타타륜(Tataryun),破破舵輪 / 破破舵轮(Pòpòduòlún)
781,782,Jangmo-o,Dragon,,https://www.pokewiki.de/Miniras,['Dragon'],Miniras,Drache,,['Drache'],Bébécaille,ジャラコ(Jyarako),짜랑꼬(Jjarangkko),心鱗寶 / 心鳞宝(Xīnlínbǎo)
782,783,Hakamo-o,Dragon,Fight,https://www.pokewiki.de/Mediras,"['Dragon', 'Fight']",Mediras,Drache,Kampf,"['Drache', 'Kampf']",Écaïd,ジャランゴ(Jyarango),짜랑고우(Jjaranggou),鱗甲龍 / 鳞甲龙(Línjiǎlóng)
783,784,Kommo-o,Dragon,Fight,https://www.pokewiki.de/Grandiras,"['Dragon', 'Fight']",Grandiras,Drache,Kampf,"['Drache', 'Kampf']",Ékaïser,ジャラランガ(Jyararanga),짜랑고우거(Jjaranggougeo),杖尾鱗甲龍 / 杖尾鳞甲龙(Zhàngwěilínjiǎlóng)
784,785,Tapu Koko,Electric,Fairy,https://www.pokewiki.de/Kapu-Riki,"['Electric', 'Fairy']",Kapu-Riki,Elektro,Fee,"['Elektro', 'Fee']",Tokorico,カプ・コケコ(Kapu-Kokeko),카푸꼬꼬꼭(Kapukkokkokkok),卡璞・鳴鳴 / 卡璞・鸣鸣(Kǎpú·Míngmíng)
785,786,Tapu Lele,Psychic,Fairy,https://www.pokewiki.de/Kapu-Fala,"['Psychic', 'Fairy']",Kapu-Fala,Psycho,Fee,"['Psycho', 'Fee']",Tokopiyon,カプ・テテフ(Kapu-Tetefu),카푸나비나(Kapunabina),卡璞・蝶蝶 / 卡璞・蝶蝶(Kǎpú·Diédié)
786,787,Tapu Bulu,Grass,Fairy,https://www.pokewiki.de/Kapu-Toro,"['Grass', 'Fairy']",Kapu-Toro,Pflanze,Fee,"['Pflanze', 'Fee']",Tokotoro,カプ・ブルル(Kapu-Bulul),카푸브루루(Kapubeururu),卡璞・哞哞 / 卡璞・哞哞(Kǎpú·Mōumōu)
787,788,Tapu Fini,Water,Fairy,https://www.pokewiki.de/Kapu-Kime,"['Water', 'Fairy']",Kapu-Kime,Wasser,Fee,"['Wasser', 'Fee']",Tokopisco,カプ・レヒレ(Kapu-Rehire),카푸느지느(Kapuneujineu),卡璞・鰭鰭 / 卡璞・鳍鳍(Kǎpú·Qíqí)
788,789,Cosmog,Psychic,,https://www.pokewiki.de/Cosmog,['Psychic'],Cosmog,Psycho,,['Psycho'],Cosmog,コスモッグ(Cosmog),코스모그(Koseumogeu),科斯莫古 / 科斯莫古(Kēsīmògǔ)
789,790,Cosmoem,Psychic,,https://www.pokewiki.de/Cosmovum,['Psychic'],Cosmovum,Psycho,,['Psycho'],Cosmovum,コスモウム(Cosmovum),코스모움(Koseumoum),科斯莫姆 / 科斯莫姆(Kēsīmòmǔ)
790,791,Solgaleo,Psychic,Steel,https://www.pokewiki.de/Solgaleo,"['Psychic', 'Steel']",Solgaleo,Psycho,Stahl,"['Psycho', 'Stahl']",Solgaleo,ソルガレオ(Solgaleo),솔가레오(Solgaleo),索爾迦雷歐 / 索尔迦雷欧(Suǒ'ěrjiāléi'ōu)
791,792,Lunala,Psychic,Ghost,https://www.pokewiki.de/Lunala,"['Psychic', 'Ghost']",Lunala,Psycho,Geist,"['Psycho', 'Geist']",Lunala,ルナアーラ(Lunala),루나아라(Lunala),露奈雅拉 / 露奈雅拉(Lùnàiyǎlā)
792,793,Nihilego,Rock,Poison,https://www.pokewiki.de/Anego,"['Rock', 'Poison']",Anego,Gestein,Gift,"['Gestein', 'Gift']",Zéroïd,ウツロイド(Uturoid),텅비드(Teongbideu),虛吾伊德 / 虚吾伊德(Xūwúyīdé)
793,794,Buzzwole,Bug,Fight,https://www.pokewiki.de/Masskito,"['Bug', 'Fight']",Masskito,Käfer,Kampf,"['Käfer', 'Kampf']",Mouscoto,マッシブーン(Massivoon),매시붕(Maesibung),爆肌蚊 / 爆肌蚊(Bàojīwén)
794,795,Pheromosa,Bug,Fight,https://www.pokewiki.de/Schabelle,"['Bug', 'Fight']",Schabelle,Käfer,Kampf,"['Käfer', 'Kampf']",Cancrelove,フェローチェ(Pheroache),페로코체(Perokoche),費洛美螂 / 费洛美螂(Fèiluòměiláng)
795,796,Xurkitree,Electric,,https://www.pokewiki.de/Voltriant,['Electric'],Voltriant,Elektro,,['Elektro'],Câblifère,デンジュモク(Denjyumoku),전수목(Jeonsumok),電束木 / 电束木(Diànshùmù)
