pokedex_nr,"('base_stat', 'attack')","('base_stat', 'defense')","('base_stat', 'hp')","('base_stat', 'special-attack')","('base_stat', 'special-defense')","('base_stat', 'speed')","('effort', 'attack')","('effort', 'defense')","('effort', 'hp')","('effort', 'special-attack')","('effort', 'special-defense')","('effort', 'speed')"
829,40.0,60.0,40.0,40.0,60.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0
830,50.0,90.0,60.0,80.0,120.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0
831,40.0,55.0,42.0,40.0,45.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0
832,80.0,100.0,72.0,60.0,90.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0
833,64.0,50.0,50.0,38.0,38.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0
834,115.0,90.0,90.0,48.0,68.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0
835,45.0,50.0,59.0,40.0,50.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0
836,90.0,60.0,69.0,90.0,60.0,121.0,0.0,0.0,0.0,0.0,0.0,2.0
837,40.0,50.0,30.0,40.0,50.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
838,60.0,90.0,80.0,60.0,70.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0
839,80.0,120.0,110.0,80.0,90.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
840,40.0,80.0,40.0,40.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0
841,110.0,80.0,70.0,95.0,60.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0
842,85.0,80.0,110.0,100.0,80.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0
843,57.0,75.0,52.0,35.0,50.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0
844,107.0,125.0,72.0,65.0,70.0,71.0,0.0,2.0,0.0,0.0,0.0,0.0
845,85.0,55.0,70.0,85.0,95.0,85.0,0.0,0.0,0.0,0.0,2.0,0.0
846,63.0,40.0,41.0,40.0,30.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0
847,123.0,60.0,61.0,60.0,50.0,136.0,0.0,0.0,0.0,0.0,0.0,2.0
848,38.0,35.0,40.0,54.0,35.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0
849,98.0,70.0,75.0,114.0,70.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0
850,65.0,45.0,50.0,50.0,50.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0
851,115.0,65.0,100.0,90.0,90.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0
852,68.0,60.0,50.0,50.0,50.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0
853,118.0,90.0,80.0,70.0,80.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0
854,45.0,45.0,40.0,74.0,54.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0
855,65.0,65.0,60.0,134.0,114.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0
856,30.0,45.0,42.0,56.0,53.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0
857,40.0,65.0,57.0,86.0,73.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0
858,90.0,95.0,57.0,136.0,103.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0
859,45.0,30.0,45.0,55.0,40.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0
860,60.0,45.0,65.0,75.0,55.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0
861,120.0,65.0,95.0,95.0,75.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0
862,90.0,101.0,93.0,60.0,81.0,95.0,0.0,3.0,0.0,0.0,0.0,0.0
863,110.0,100.0,70.0,50.0,60.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0
864,95.0,50.0,60.0,145.0,130.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0
865,135.0,95.0,62.0,68.0,82.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0
866,85.0,75.0,80.0,110.0,100.0,70.0,0.0,0.0,0.0,3.0,0.0,0.0
867,95.0,145.0,58.0,50.0,105.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0
868,40.0,40.0,45.0,50.0,61.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0
869,60.0,75.0,65.0,110.0,121.0,64.0,0.0,0.0,0.0,0.0,2.0,0.0
870,100.0,100.0,65.0,70.0,60.0,75.0,2.0,0.0,0.0,0.0,1.0,0.0
871,101.0,95.0,48.0,91.0,85.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
872,25.0,35.0,30.0,45.0,30.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0
873,65.0,60.0,70.0,125.0,90.0,65.0,0.0,0.0,0.0,2.0,0.0,0.0
874,125.0,135.0,100.0,20.0,20.0,70.0,0.0,2.0,0.0,0.0,0.0,0.0
875,80.0,110.0,75.0,65.0,90.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0
876,65.0,55.0,60.0,105.0,95.0,95.0,0.0,0.0,0.0,2.0,0.0,0.0
877,95.0,58.0,58.0,70.0,58.0,97.0,0.0,0.0,0.0,0.0,0.0,2.0
878,80.0,49.0,72.0,40.0,49.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
879,130.0,69.0,122.0,80.0,69.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0
880,100.0,90.0,90.0,80.0,70.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0
881,100.0,90.0,90.0,90.0,80.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0
882,90.0,100.0,90.0,70.0,80.0,75.0,0.0,2.0,0.0,0.0,0.0,0.0
883,90.0,100.0,90.0,80.0,90.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0
884,95.0,115.0,70.0,120.0,50.0,85.0,0.0,0.0,0.0,2.0,0.0,0.0
885,60.0,30.0,28.0,40.0,30.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
886,80.0,50.0,68.0,60.0,50.0,102.0,0.0,0.0,0.0,0.0,0.0,2.0
887,120.0,75.0,88.0,100.0,75.0,142.0,0.0,0.0,0.0,0.0,0.0,3.0
888,130.0,115.0,92.0,80.0,115.0,138.0,0.0,0.0,0.0,0.0,0.0,3.0
889,130.0,115.0,92.0,80.0,115.0,138.0,0.0,0.0,0.0,0.0,0.0,3.0
890,85.0,95.0,140.0,145.0,95.0,130.0,0.0,0.0,3.0,0.0,0.0,0.0
891,90.0,60.0,60.0,53.0,50.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0
892,130.0,100.0,100.0,63.0,60.0,97.0,3.0,0.0,0.0,0.0,0.0,0.0
893,120.0,105.0,105.0,70.0,95.0,105.0,3.0,0.0,0.0,0.0,0.0,0.0
894,100.0,50.0,80.0,100.0,50.0,200.0,0.0,0.0,0.0,0.0,0.0,3.0
895,100.0,50.0,200.0,100.0,50.0,80.0,0.0,0.0,3.0,0.0,0.0,0.0
896,145.0,130.0,100.0,65.0,110.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0
897,65.0,60.0,100.0,145.0,80.0,130.0,0.0,0.0,0.0,3.0,0.0,0.0
898,80.0,80.0,100.0,80.0,80.0,80.0,0.0,0.0,3.0,0.0,0.0,0.0
