,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4240,Dengue, skin_rash, chills, joint_pain, vomiting
4241,Typhoid, chills, vomiting, fatigue, high_fever
4242,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4243,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4244,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4245,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4246,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4247,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4248,Tuberculosis, chills, vomiting, fatigue, weight_loss
4249,Common Cold, continuous_sneezing, chills, fatigue, cough
4250,Pneumonia, chills, fatigue, cough, high_fever
4251,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4252,Heart attack, vomiting, breathlessness, sweating, chest_pain
4253,Varicose veins, fatigue, cramps, bruising, obesity
4254,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4255,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4256,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4257,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4258,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4259,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4260,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4261,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4262,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4263,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4264,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4265,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4266,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4267,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4268,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4269,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4270,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4271,Diabetes , fatigue, weight_loss, restlessness, lethargy
4272,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4273,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4274,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4275,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4276,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4277,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4278,Jaundice,itching, vomiting, fatigue, weight_loss
4279,Malaria, chills, vomiting, high_fever, sweating
4280,Chicken pox,itching, skin_rash, fatigue, lethargy
4281,Dengue, skin_rash, chills, joint_pain, vomiting
4282,Typhoid, chills, vomiting, fatigue, high_fever
4283,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4284,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4285,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4286,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4287,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4288,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4289,Tuberculosis, chills, vomiting, fatigue, weight_loss
4290,Common Cold, continuous_sneezing, chills, fatigue, cough
4291,Pneumonia, chills, fatigue, cough, high_fever
4292,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4293,Heart attack, vomiting, breathlessness, sweating, chest_pain
4294,Varicose veins, fatigue, cramps, bruising, obesity
4295,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4296,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4297,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4298,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4299,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4300,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4301,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4302,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4303,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4304,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4305,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4306,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4307,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4308,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4309,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4310,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4311,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4312,Diabetes , fatigue, weight_loss, restlessness, lethargy
4313,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4314,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4315,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4316,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4317,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4318,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4319,Jaundice,itching, vomiting, fatigue, weight_loss
4320,Malaria, chills, vomiting, high_fever, sweating
4321,Chicken pox,itching, skin_rash, fatigue, lethargy
4322,Dengue, skin_rash, chills, joint_pain, vomiting
4323,Typhoid, chills, vomiting, fatigue, high_fever
4324,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4325,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4326,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4327,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4328,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4329,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4330,Tuberculosis, chills, vomiting, fatigue, weight_loss
4331,Common Cold, continuous_sneezing, chills, fatigue, cough
4332,Pneumonia, chills, fatigue, cough, high_fever
4333,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4334,Heart attack, vomiting, breathlessness, sweating, chest_pain
4335,Varicose veins, fatigue, cramps, bruising, obesity
4336,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4337,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4338,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4339,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4340,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4341,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4342,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4343,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4344,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4345,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4346,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4347,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4348,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4349,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4350,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4351,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4352,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4353,Diabetes , fatigue, weight_loss, restlessness, lethargy
4354,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4355,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4356,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4357,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4358,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4359,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4360,Jaundice,itching, vomiting, fatigue, weight_loss
4361,Malaria, chills, vomiting, high_fever, sweating
4362,Chicken pox,itching, skin_rash, fatigue, lethargy
4363,Dengue, skin_rash, chills, joint_pain, vomiting
4364,Typhoid, chills, vomiting, fatigue, high_fever
4365,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4366,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4367,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4368,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4369,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4370,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4371,Tuberculosis, chills, vomiting, fatigue, weight_loss
4372,Common Cold, continuous_sneezing, chills, fatigue, cough
4373,Pneumonia, chills, fatigue, cough, high_fever
4374,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4375,Heart attack, vomiting, breathlessness, sweating, chest_pain
4376,Varicose veins, fatigue, cramps, bruising, obesity
4377,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4378,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4379,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4380,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4381,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4382,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4383,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4384,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4385,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4386,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4387,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4388,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4389,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4390,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4391,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4392,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4393,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4394,Diabetes , fatigue, weight_loss, restlessness, lethargy
4395,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4396,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4397,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4398,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4399,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4400,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4401,Jaundice,itching, vomiting, fatigue, weight_loss
4402,Malaria, chills, vomiting, high_fever, sweating
4403,Chicken pox,itching, skin_rash, fatigue, lethargy
4404,Dengue, skin_rash, chills, joint_pain, vomiting
4405,Typhoid, chills, vomiting, fatigue, high_fever
4406,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4407,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4408,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4409,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4410,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4411,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4412,Tuberculosis, chills, vomiting, fatigue, weight_loss
4413,Common Cold, continuous_sneezing, chills, fatigue, cough
4414,Pneumonia, chills, fatigue, cough, high_fever
4415,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4416,Heart attack, vomiting, breathlessness, sweating, chest_pain
4417,Varicose veins, fatigue, cramps, bruising, obesity
4418,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4419,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4420,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4421,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4422,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4423,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4424,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4425,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4426,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4427,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4428,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4429,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4430,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4431,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4432,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4433,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4434,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4435,Diabetes , fatigue, weight_loss, restlessness, lethargy
4436,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4437,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4438,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4439,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4440,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4441,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4442,Jaundice,itching, vomiting, fatigue, weight_loss
4443,Malaria, chills, vomiting, high_fever, sweating
4444,Chicken pox,itching, skin_rash, fatigue, lethargy
4445,Dengue, skin_rash, chills, joint_pain, vomiting
4446,Typhoid, chills, vomiting, fatigue, high_fever
4447,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4448,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4449,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4450,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4451,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4452,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4453,Tuberculosis, chills, vomiting, fatigue, weight_loss
4454,Common Cold, continuous_sneezing, chills, fatigue, cough
4455,Pneumonia, chills, fatigue, cough, high_fever
4456,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4457,Heart attack, vomiting, breathlessness, sweating, chest_pain
4458,Varicose veins, fatigue, cramps, bruising, obesity
4459,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4460,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4461,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4462,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4463,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4464,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4465,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4466,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4467,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4468,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4469,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4470,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4471,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4472,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4473,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4474,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4475,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4476,Diabetes , fatigue, weight_loss, restlessness, lethargy
4477,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4478,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4479,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4480,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4481,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4482,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4483,Jaundice,itching, vomiting, fatigue, weight_loss
4484,Malaria, chills, vomiting, high_fever, sweating
4485,Chicken pox,itching, skin_rash, fatigue, lethargy
4486,Dengue, skin_rash, chills, joint_pain, vomiting
4487,Typhoid, chills, vomiting, fatigue, high_fever
4488,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4489,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4490,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4491,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4492,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4493,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4494,Tuberculosis, chills, vomiting, fatigue, weight_loss
4495,Common Cold, continuous_sneezing, chills, fatigue, cough
4496,Pneumonia, chills, fatigue, cough, high_fever
4497,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4498,Heart attack, vomiting, breathlessness, sweating, chest_pain
4499,Varicose veins, fatigue, cramps, bruising, obesity
4500,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4501,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4502,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4503,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4504,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4505,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4506,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4507,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4508,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4509,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4510,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4511,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4512,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4513,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4514,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4515,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4516,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4517,Diabetes , fatigue, weight_loss, restlessness, lethargy
4518,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4519,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4520,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4521,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4522,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4523,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4524,Jaundice,itching, vomiting, fatigue, weight_loss
4525,Malaria, chills, vomiting, high_fever, sweating
4526,Chicken pox,itching, skin_rash, fatigue, lethargy
4527,Dengue, skin_rash, chills, joint_pain, vomiting
4528,Typhoid, chills, vomiting, fatigue, high_fever
4529,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4530,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4531,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4532,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4533,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4534,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4535,Tuberculosis, chills, vomiting, fatigue, weight_loss
4536,Common Cold, continuous_sneezing, chills, fatigue, cough
4537,Pneumonia, chills, fatigue, cough, high_fever
4538,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4539,Heart attack, vomiting, breathlessness, sweating, chest_pain
4540,Varicose veins, fatigue, cramps, bruising, obesity
4541,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4542,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4543,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4544,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4545,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4546,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4547,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4548,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4549,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4550,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4551,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4552,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4553,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4554,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4555,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4556,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4557,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4558,Diabetes , fatigue, weight_loss, restlessness, lethargy
4559,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4560,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4561,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4562,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4563,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4564,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4565,Jaundice,itching, vomiting, fatigue, weight_loss
4566,Malaria, chills, vomiting, high_fever, sweating
4567,Chicken pox,itching, skin_rash, fatigue, lethargy
4568,Dengue, skin_rash, chills, joint_pain, vomiting
4569,Typhoid, chills, vomiting, fatigue, high_fever
4570,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4571,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4572,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4573,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4574,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4575,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4576,Tuberculosis, chills, vomiting, fatigue, weight_loss
4577,Common Cold, continuous_sneezing, chills, fatigue, cough
4578,Pneumonia, chills, fatigue, cough, high_fever
4579,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4580,Heart attack, vomiting, breathlessness, sweating, chest_pain
4581,Varicose veins, fatigue, cramps, bruising, obesity
4582,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4583,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4584,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4585,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4586,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4587,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4588,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4589,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4590,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4591,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4592,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4593,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4594,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4595,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4596,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4597,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4598,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4599,Diabetes , fatigue, weight_loss, restlessness, lethargy
4600,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4601,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4602,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4603,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4604,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4605,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4606,Jaundice,itching, vomiting, fatigue, weight_loss
4607,Malaria, chills, vomiting, high_fever, sweating
4608,Chicken pox,itching, skin_rash, fatigue, lethargy
4609,Dengue, skin_rash, chills, joint_pain, vomiting
4610,Typhoid, chills, vomiting, fatigue, high_fever
4611,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4612,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4613,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4614,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4615,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4616,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4617,Tuberculosis, chills, vomiting, fatigue, weight_loss
4618,Common Cold, continuous_sneezing, chills, fatigue, cough
4619,Pneumonia, chills, fatigue, cough, high_fever
4620,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4621,Heart attack, vomiting, breathlessness, sweating, chest_pain
4622,Varicose veins, fatigue, cramps, bruising, obesity
4623,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4624,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4625,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4626,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4627,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4628,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4629,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4630,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4631,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4632,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4633,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4634,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4635,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4636,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4637,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4638,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
