Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
INNO3D GeForce GTX 1080 Ti iChill X3 Ultra,,INNO3D,C108T3-1SDN-Q6MNX,0835168022669,,302.2 mm,2.5,1,1,0,0,0,0,1721 MHz,11 GB,,250 W,
INNO3D GeForce GTX 1080 Ti iChill X4,,INNO3D,C108T4C-1SDN-Q6MNX,0835168022768,,302.5 mm,2.5,1,1,0,0,0,0,1683 MHz,11 GB,,250 W,
INNO3D GeForce GTX 1080 Ti iChill X4 Ultra,,INNO3D,C108T4-1SDN-Q6MNX,0835168022676,,302.2 mm,2.5,1,1,0,0,0,0,1721 MHz,11 GB,,250 W,
INNO3D GeForce GTX 1080 Ti Twin X2,,INNO3D,N108T-1SDN-Q6MN,0835168022645,,266 mm,2.0,1,1,0,0,0,0,1582 MHz,11 GB,,250 W,
INNO3D GeForce GTX 1650 Compact,,INNO3D,N16501-04D6-1177VA19,0835168001381,,160 mm,2.0,0,0,1,2,0,0,1590 MHz,4 GB,8000 MHz,75 W,
INNO3D GeForce GTX 1650 Super Compact X,,INNO3D,N165S1-04D6-1720VA29,0835168001329,,188 mm,2.0,0,1,1,1,1,0,1725 MHz,4 GB,12000 MHz,100 W,
INNO3D GeForce GTX 1650 Super Twin X2 OC,,INNO3D,N165S2-04D6X-1720VA31,0835168001312,,220.1 mm,2.0,0,1,1,1,1,0,1755 MHz,4 GB,12000 MHz,100 W,
INNO3D GeForce GTX 1650 Twin X2 OC,,INNO3D,N16502-04D6X-1177VA25,0835168001398,,196 mm,2.0,0,0,1,2,0,0,1620 MHz,4 GB,8000 MHz,75 W,
INNO3D GeForce GTX 1660 Super Compact,,INNO3D,N166S1-06D6-1712VA29,4895223101223,,188 mm,2.0,1,0,1,3,0,0,1785 MHz,6 GB,14000 MHz,120 W,
INNO3D GeForce GTX 1660 Super Twin X2,,INNO3D,N166SK-06D6,0835168001893,,220 mm,2.0,1,0,1,3,0,0,1785 MHz,6 GB,8000 MHz,125 W,
INNO3D GeForce GTX 1660 Ti Twin X2,,INNO3D,N166T2-06D6-1710VA15,0835168000544,,196 mm,2.0,1,0,1,1,0,0,1770 MHz,6 GB,12000 MHz,120 W,
INNO3D GeForce GTX 1660 Twin X2 LHR,,INNO3D,N16602-06D5-1521VA15L,4895223101391,,220 mm,2.0,1,0,1,3,0,0,1785 MHz,6 GB,8000 MHz,120 W,
INNO3D GeForce RTX 2060 Super Compact X,,INNO3D,N206S1-08D6-1710VA20,0835168001114,,186 mm,2.0,1,0,1,1,0,0,1650 MHz,8 GB,14000 MHz,175 W,
INNO3D GeForce RTX 2060 Super iChill X3 Ultra,,INNO3D,C206S3-08D6X-1731VA17,0835168001077,,302.2 mm,3.0,1,0,1,3,0,0,1695 MHz,8 GB,14000 MHz,185 W,
INNO3D GeForce RTX 2060 Super Twin X2 OC,,INNO3D,N206S2-08D6X-1710VA15L,4895223101087,,220 mm,2.0,1,0,1,1,0,0,1665 MHz,8 GB,14000 MHz,175 W,
INNO3D GeForce RTX 2060 Twin X2,,INNO3D,N20602-06D6-1710VA23,0835168000520,,196 mm,2.0,1,0,0,3,0,0,1680 MHz,6 GB,14000 MHz,160 W,
INNO3D GeForce RTX 2070 Super iChill Black,,INNO3D,C207SB-08D6X-11800004,0835168001008,,272 mm,2.0,1,1,1,1,0,0,1905 MHz,8 GB,14000 MHz,255 W,
INNO3D GeForce RTX 2070 Super iChill Frostbite,,INNO3D,C207SB-08D6X-1180FROS,0835168001015,,266.7 mm,2.0,1,1,1,3,0,0,1905 MHz,8 GB,14000 MHz,260 W,
INNO3D GeForce RTX 2070 Super iChill X3 Ultra,,INNO3D,C207S3-08D6X-1780VA26,0835168001022,,300 mm,3.0,2,0,1,3,0,0,1905 MHz,8 GB,14000 MHz,255 W,
INNO3D GeForce RTX 2070 Super Jet,,INNO3D,N207S1-08D6-1180651,0835168001060,,268 mm,2.0,1,1,1,1,0,0,1770 MHz,8 GB,14000 MHz,215 W,
INNO3D GeForce RTX 2070 Super Twin X2 OC,,INNO3D,N207S2-08D6X-11801167,0835168001053,,268 mm,2.5,1,1,1,3,0,0,1785 MHz,8 GB,14000 MHz,215 W,
INNO3D GeForce RTX 2070 Twin X2,,INNO3D,N20702-08D6-1160VA22,4895223100318,,196 mm,2.0,1,0,1,2,1,0,1620 MHz,8 GB,14000 MHz,210 W,
INNO3D GeForce RTX 2070 X2 OC,,INNO3D,N20702-08D6X-2511683,4895223100301,,268 mm,2.0,1,1,1,2,0,0,1755 MHz,8 GB,14000 MHz,220 W,
INNO3D GeForce RTX 2080 Super iChill Black Edition,,INNO3D,C208SB-08D6X-11800004,0835168000933,,272 mm,2.0,1,1,1,3,0,0,1845 MHz,8 GB,15500 MHz,250 W,
INNO3D GeForce RTX 2080 Super iChill Frostbite,,INNO3D,C208SB-08D6X-1180FROS,0835168000940,,265 mm,2.0,1,1,1,3,0,0,1845 MHz,8 GB,15500 MHz,250 W,
INNO3D GeForce RTX 2080 Super iChill X3 Ultra,,INNO3D,C208S3-08D6X-1780VA26,0835168000957,,300 mm,3.0,1,1,1,3,0,0,1845 MHz,8 GB,15500 MHz,250 W,
INNO3D GeForce RTX 2080 Ti Gaming OC X,,INNO3D,N208T3-11D6X-1150VA24,4895223100158,,272 mm,2.0,2,0,1,3,0,0,1635 MHz,11 GB,14000 MHz,250 W,
INNO3D GeForce RTX 2080 Ti iChill Black Edition,,INNO3D,C208TB-11D6X-11500004,0835168000216,,272 mm,2.0,2,0,1,3,0,0,1695 MHz,11 GB,14000 MHz,335 W,
INNO3D GeForce RTX 2080 Ti iChill Frostbite,,INNO3D,C208TB-11D6X-1150FROS,0835168000186,,265 mm,2.0,2,0,1,1,0,0,1695 MHz,11 GB,14000 MHz,285 W,
INNO3D GeForce RTX 2080 Ti Jet,,INNO3D,N208T1-11D6-1150022,0835168000346,,268 mm,2.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,250 W,
INNO3D GeForce RTX 2080 Ti Twin X,,INNO3D,N208T2-11D6-1150633,0835168000247,,268 mm,2.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,285 W,
INNO3D GeForce RTX 2080 Ti X2 OC,,INNO3D,N208T2-11D6X-1150633,0835168000155,,268 mm,2.0,2,0,1,3,0,0,1590 MHz,11 GB,14000 MHz,0 W,
INNO3D GeForce RTX 2080 X2 OC,,INNO3D,N20802-08D6X-1180633,4895223100165,,268 mm,2.0,1,1,1,3,0,0,MHz,8 GB,14000 MHz,225 W,
INNO3D GeForce RTX 3080 iChill Black LHR,,INNO3D,C3080B-106XX-1810003H,0835168002319,,226 mm,3.0,2,0,1,3,0,0,1770 MHz,10 GB,19000 MHz,340 W,
INNO3D GeForce RTX 3080 iChill X4 LHR,,INNO3D,C30804-126XX-1810VA36H,0835168002517,,300 mm,3.0,2,0,1,3,0,0,MHz,12 GB,19000 MHz,350 W,
INNO3D GeForce RTX 4060 Ti 16GB Twin X2 OC,,INNO3D,N406T2-16D6X-178055N,0835168003484,,250 mm,2.0,1,0,1,3,0,0,2595 MHz,16 GB,18000 MHz,160 W,
INNO3D GeForce RTX 4060 Ti 16GB Twin X2 OC White,,INNO3D,N406T2-16D6X-178055W,0835168003491,,250 mm,2.0,1,0,1,3,0,0,2595 MHz,16 GB,18000 MHz,160 W,
INNO3D GeForce RTX 4070 Ti X3 OC White,,INNO3D,N407T3-126XX-186148W,4895223103494,,297 mm,2.0,0,0,1,3,0,0,2640 MHz,12 GB,21000 MHz,285 W,
KFA2 GeForce GTX 1050 Ti OC,,KFA2,50IQH8DSN8OK,4895147125053,,196 mm,2.0,0,1,0,0,0,0,1417 MHz,4 GB,4 MHz,75 W,
KFA2 GeForce GTX 1060 EXOC,,KFA2,60NRH7DVM6EK,4895147123592,,268 mm,2.0,0,1,0,0,0,0,1759 MHz,6 GB,4 MHz,120 W,
KFA2 GeForce GTX 1060 OC,,KFA2,60NRH7DSL9OK,4895147123905,,228 mm,2.0,0,1,0,0,0,0,1733 MHz,6 GB,4 MHz,120 W,
KFA2 GeForce GTX 1060 OC,,KFA2,60NNH7DSL9CK,4895147124070,,228 mm,2.0,0,1,0,0,0,0,1733 MHz,3 GB,4 MHz,120 W,
KFA2 GeForce GTX 1070 EXOC Sniper Black,,KFA2,70NSH6DHM9EK,4895147124483,,296 mm,2.0,1,1,0,0,0,0,1784 MHz,8 GB,,150 W,
KFA2 GeForce GTX 1070 Hall of Fame Edition,,KFA2,70NSH6DHL2SK,4895147123301,,317 mm,2.5,2,0,0,0,0,0,1822 MHz,8 GB,,150 W,
KFA2 GeForce GTX 1070 Katana Single Slot,,KFA2,70NSH6DS2HRK,4895147126500,,267 mm,1.0,1,0,0,0,0,0,1708 MHz,8 GB,,150 W,
KFA2 GeForce GTX 1070 OC Mini,,KFA2,70NSH6DVO5MK,4895147125862,,195 mm,2.0,1,0,0,0,0,0,1708 MHz,8 GB,,150 W,
KFA2 GeForce GTX 1080 EXOC,,KFA2,80NSJ6DHL4EK,4895147123141,,282 mm,2.0,1,1,0,0,0,0,1797 MHz,8 GB,,180 W,
KFA2 GeForce GTX 1080 Hall of Fame Edition,,KFA2,80NSJ6DHL2SK,4895147123240,,317 mm,2.5,2,0,0,0,0,0,1873 MHz,8 GB,,180 W,
KFA2 GeForce GTX 1080 Ti,,KFA2,80IUJBMDP9VK,4895147126449,,281 mm,2.0,1,1,0,0,0,0,1582 MHz,11 GB,,250 W,
KFA2 GeForce GTX 1080 Ti EXOC,,KFA2,80IUJBMDP0EK,4895147126425,,281 mm,2.0,1,1,0,0,0,0,1645 MHz,11 GB,,250 W,
KFA2 GeForce GTX 1080 Ti Hall Of Fame,,KFA2,80IUJBDHQ7FK,4895147126852,,327 mm,3.0,3,0,1,3,1,0,1683 MHz,11 GB,5500 MHz,250 W,
MSI GeForce GT 1030 2GH LP OC,,MSI,V809-2498R,4719072520113,,153 mm,2.0,0,0,0,0,0,0,1518 MHz,2 GB,4 MHz,30 W,
MSI GeForce GT 1030 2GHD4 LP OC,,MSI,V809-2825R,4719072561420,,153 mm,2.0,0,0,1,1,0,0,1430 MHz,2 GB,6008 MHz,30 W,
MSI GeForce GT 1030 Aero ITX 2GD4 OC,,MSI,V809-2824R,4719072561413,,147 mm,2.0,0,0,1,1,0,0,1518 MHz,2 GB,6008 MHz,30 W,
MSI GeForce GT 710 LP Passiv,,MSI,V809-2000R,4719072448233,,146 mm,1.0,0,0,1,0,1,1,954 MHz,2 GB,1600 MHz,19 W,
MSI GeForce GTX 1050 2G OC,,MSI,V809-2287R,4719072488017,,177 mm,2.0,0,0,1,1,0,1,1518 MHz,2 GB,3500 MHz,75 W,
MSI GeForce GTX 1050 2GT LP,,MSI,V809-2410R,4719072493493,,182 mm,2.0,0,0,0,0,0,0,1455 MHz,2 GB,4 MHz,75 W,
MSI GeForce GTX 1050 2GT OC,,MSI,V809-2286R,4719072488000,,215 mm,2.0,0,0,0,0,0,0,1518 MHz,2 GB,4 MHz,75 W,
MSI GeForce GTX 1050 Gaming X 2G,,MSI,V335-007R,4719072488772,,229 mm,2.0,0,1,0,0,0,0,1531 MHz,2 GB,MHz,75 W,
MSI GeForce GTX 1050 Ti 4G OC,,MSI,V809-2272R,4719072487058,,177 mm,2.0,0,0,1,1,0,1,1455 MHz,4 GB,3500 MHz,75 W,
MSI GeForce GTX 1050 Ti 4GT LP,,MSI,V809-2404R,4719072493912,,182 mm,2.0,0,0,0,0,0,0,1392 MHz,4 GB,4 MHz,75 W,
MSI GeForce GTX 1050 Ti 4GT OC,$166.1 USD,MSI,V809-2277R,4719072487065,,215 mm,2.0,0,0,0,0,0,0,1455 MHz,4 GB,,75 W,https://www.amazon.ca/dp/B01MG3IX4F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1050 Ti Gaming 4G,,MSI,V335-012R,4719072490591,,229 mm,2.0,0,1,0,0,0,0,1417 MHz,4 GB,MHz,75 W,
MSI GeForce GTX 1050 Ti Gaming X 4G,$151.59 USD,MSI,V335-001R,4719072487553,824142137420,229 mm,2.0,0,1,0,0,0,0,1468 MHz,4 GB,MHz,75 W,https://www.amazon.ca/dp/B01MA62JSZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1060 6GT OCV1,,MSI,V809-2234R,4719072479107,,247 mm,2.0,0,1,0,0,0,0,1759 MHz,6 GB,4 MHz,120 W,
MSI GeForce GTX 1060 Aero ITX 3G OC,,MSI,V328-088R,4719072506995,,175 mm,2.0,0,1,0,0,0,0,1759 MHz,3 GB,4 MHz,120 W,
MSI GeForce GTX 1060 Aero ITX 6G OC,,MSI,V328-086R,4719072506988,,175 mm,2.0,0,1,0,0,0,0,1759 MHz,6 GB,,120 W,
MSI GeForce GTX 1060 Armor 3G OCV1,,MSI,V328-024R,4719072479800,,279 mm,2.0,1,0,0,0,0,0,1759 MHz,3 GB,,120 W,
MSI GeForce GTX 1060 Armor 6G OCV1,,MSI,V328-023R,4719072479794,,279 mm,2.0,1,0,0,0,0,0,1759 MHz,6 GB,4 MHz,120 W,
MSI GeForce GTX 1060 Gaming 6G,,MSI,V328-012R,4719072474379,,277 mm,2.0,1,0,0,0,0,0,1746 MHz,6 GB,,120 W,
MSI GeForce GTX 1060 Gaming X 3G,,MSI,V328-014R,4719072474973,,277 mm,2.0,1,0,0,0,0,0,1809 MHz,3 GB,50 MHz,120 W,
MSI GeForce GTX 1060 Gaming X 6G,,MSI,V328-001R,4719072470364,,277 mm,2.0,1,0,0,0,0,0,1809 MHz,6 GB,50 MHz,120 W,
MSI GeForce GTX 1060 Gaming X+ 6G 9 Gbps,,MSI,V328-219R,4719072518509,,277 mm,2.0,1,0,2,2,1,0,1784 MHz,6 GB,4513 MHz,120 W,
MSI GeForce GTX 1070 Aero ITX 8G OC,,MSI,V330-090R,4719072509712,,175 mm,2.0,1,0,0,0,0,0,1721 MHz,8 GB,4 MHz,150 W,
MSI GeForce GTX 1070 Armor 8G OC,,MSI,V330-003R,4719072467432,,279 mm,2.0,1,0,0,0,0,0,1721 MHz,8 GB,4 MHz,150 W,
MSI GeForce GTX 1070 Gaming 8G,,MSI,V330-015R,4719072467821,,279 mm,2.0,1,1,1,3,1,0,1708 MHz,8 GB,4004 MHz,150 W,
MSI GeForce GTX 1070 Gaming X 8G,,MSI,V330-001R,4719072467418,,279 mm,2.0,1,1,0,0,0,0,1771 MHz,8 GB,MHz,150 W,
MSI GeForce GTX 1070 Gaming Z 8G,,MSI,V330-002R,4719072467425,,279 mm,2.0,1,1,0,0,0,0,1835 MHz,8 GB,MHz,150 W,
MSI GeForce GTX 1070 Quick Silver 8G OC,,MSI,V330-069R,4719072486631,,279 mm,2.0,1,1,1,3,1,0,1771 MHz,8 GB,MHz,150 W,
MSI GeForce GTX 1070 Sea Hawk X,,MSI,V330-012R,4719072467852,,270 mm,2.0,1,0,1,3,1,0,1771 MHz,8 GB,MHz,150 W,
MSI GeForce GTX 1070 Ti Aero 8G,,MSI,V330-235R,4719072549541,,269 mm,2.0,1,0,0,0,0,0,1683 MHz,8 GB,2 MHz,180 W,
MSI GeForce GTX 1070 Ti Armor 8G,,MSI,V330-223R,4719072548452,,279 mm,2.0,1,1,0,0,0,0,1683 MHz,8 GB,2 MHz,180 W,
MSI GeForce GTX 1070 Ti Gaming 8G,,MSI,V330-237R,4719072549558,,279 mm,2.0,1,1,0,0,0,0,1683 MHz,8 GB,2 MHz,180 W,
MSI GeForce GTX 1080 Aero 8G OC,,MSI,V336-015R,4719072467838,,269 mm,2.0,1,0,0,0,0,0,1771 MHz,8 GB,5 MHz,180 W,
MSI GeForce GTX 1080 Armor 8G OC,,MSI,V336-004R,4719072467128,,279 mm,2.0,1,1,0,0,0,0,1797 MHz,8 GB,5 MHz,180 W,
MSI GeForce GTX 1080 Founders Edition,,MSI,V801-1289R,4719072465315,,266.7 mm,2.0,1,0,1,3,1,0,1733 MHz,8 GB,5000 MHz,180 W,
MSI GeForce GTX 1080 Gaming X 8G,,MSI,V336-001R,4719072467050,,279 mm,2.0,1,1,0,0,0,0,1822 MHz,8 GB,MHz,180 W,
MSI GeForce GTX 1080 Gaming X+ 8G 11 Gbps,,MSI,V336-060R,4719072517823,,277 mm,2.0,1,1,1,3,1,0,1822 MHz,8 GB,5555 MHz,180 W,
MSI GeForce GTX 1080 Gaming Z 8G,,MSI,V336-002R,4719072467067,,279 mm,2.0,1,1,0,0,0,0,1873 MHz,8 GB,MHz,180 W,
MSI GeForce GTX 1080 Sea Hawk X,,MSI,V336-014R,4719072467326,,270 mm,2.0,1,0,1,3,1,0,1847 MHz,8 GB,5054 MHz,180 W,
MSI GeForce GTX 1080 Ti Aero 11G OC,,MSI,V360-007R,4719072517847,,269 mm,2.0,1,1,0,0,0,0,1680 MHz,11 GB,8 MHz,250 W,
MSI GeForce GTX 1080 Ti Armor 11G OC,,MSI,V360-010R,4719072517861,,290 mm,2.0,1,1,0,0,0,0,1645 MHz,11 GB,8 MHz,250 W,
MSI GeForce GTX 1080 Ti Founders Edition,,MSI,V801-1401R,4719072515126,,266.7 mm,2.0,1,1,1,3,0,0,1582 MHz,11 GB,5500 MHz,250 W,
MSI GeForce GTX 1080 Ti Gaming X 11G,$779.02 USD,MSI,V360-001R,4719072517151,,290 mm,2.5,2,0,0,0,0,0,1657 MHz,11 GB,MHz,250 W,https://www.amazon.ca/dp/B06XVG7M23?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1080 Ti Gaming X Trio,,MSI,V360-047R,4719072546564,,320 mm,3.0,2,0,0,0,0,0,1657 MHz,11 GB,MHz,250 W,
MSI GeForce GTX 1080 Ti Sea Hawk EK X,,MSI,V360-037R,4719072519315,,277 mm,2.0,1,1,1,3,1,0,1657 MHz,11 GB,MHz,250 W,
MSI GeForce GTX 1080 Ti Sea Hawk X,,MSI,V360-009R,4719072517878,,270 mm,2.0,1,1,1,3,1,0,1657 MHz,11 GB,MHz,250 W,
MSI GeForce GTX 1650 Aero ITX 4G OC,,MSI,V809-3446R,4719072710439,,170 mm,2.0,0,0,1,1,1,0,1620 MHz,4 GB,6000 MHz,75 W,
MSI GeForce GTX 1650 Aero ITX OCV1,,MSI,V809-3610R,4719072744533,,171 mm,2.0,0,0,2,1,0,0,1620 MHz,4 GB,8000 MHz,75 W,
MSI GeForce GTX 1650 Gaming X,,MSI,V387-002R,4719072707859,,245 mm,2.0,0,1,1,2,0,0,1710 MHz,4 GB,6000 MHz,75 W,
"MSI GeForce GTX 1650 Gaming X 4G, 4096 MB GDDR5",$180.07 USD,MSI,V380-003R,4719072629298,,259 mm,2.0,0,0,1,1,0,0,1860 MHz,4 GB,8000 MHz,75 W,https://www.amazon.ca/dp/B07QTMRJTK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1650 Super Gaming X,,MSI,V385-003R,4719072687120,,248 mm,2.0,0,1,1,3,0,0,1755 MHz,4 GB,12000 MHz,100 W,
MSI GeForce GTX 1650 Ventus XS 4G OC,,MSI,V809-3445R,4719072710422,,178 mm,2.0,0,1,1,1,1,0,1620 MHz,4 GB,6000 MHz,75 W,
MSI GeForce GTX 1650 Ventus XS OCV1,$115.32 USD,MSI,V809-3609R,4719072744526,824142222973,179 mm,2.0,0,0,2,1,0,0,1620 MHz,4 GB,8000 MHz,75 W,https://www.amazon.ca/dp/B08J9CF57K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1660 Gaming X,$250.45 USD,MSI,V379-001R,4719072626686,824142179925,247 mm,2.0,1,0,1,3,0,0,1860 MHz,6 GB,8000 MHz,130 W,https://www.amazon.ca/dp/B07P9G4QK1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1660 Super Aero ITX OC,,MSI,V809-3262R,4719072679248,,179 mm,,1,0,1,1,1,0,1815 MHz,6 GB,14000 MHz,125 W,
MSI GeForce GTX 1660 Super Gaming X,,MSI,V375-282R,4719072681043,,247 mm,2.5,1,0,1,3,0,0,1830 MHz,6 GB,14000 MHz,125 W,
MSI GeForce GTX 1660 Super Ventus XS OC,$256.77 USD,MSI,V375-279R,4719072681852,824142200575,204 mm,2.0,1,0,1,3,0,0,1815 MHz,6 GB,14000 MHz,125 W,https://www.amazon.ca/dp/B07ZHDZ1K6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1660 Ti Armor 6G OC,,MSI,V375-041R,4719072621971,824142178560,243 mm,2.0,1,0,1,1,0,0,1860 MHz,6 GB,12000 MHz,130 W,
MSI GeForce GTX 1660 Ti Gaming X 6G,$303.95 USD,MSI,V375-040R,4719072621964,824142178553,247 mm,,1,0,1,1,0,0,1875 MHz,6 GB,12000 MHz,130 W,https://www.amazon.ca/dp/B07N825Y1L?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 1660 Ti Ventus XS 6G,$283.96 USD,MSI,V375-032R,4719072622961,824142178843,204 mm,2.0,1,0,1,3,0,0,1830 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/dp/B07N824KNV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce GTX 750 Ti 2GD5TLP,,MSI,V809-1662R,4719072363154,,165 mm,2.0,0,0,1,0,1,1,1085 MHz,2 GB,2700 MHz,60 W,
MSI Geforce RTX 2060 Super Gaming X,,MSI,V375-214R,4719072658694,,248 mm,2.5,1,0,1,3,0,0,1695 MHz,8 GB,14000 MHz,175 W,
MSI GeForce RTX 2060 Ventus GP 6G OC,$304.65 USD,MSI,V375-231R,4719072658731,824142191156,226 mm,2.0,1,0,1,3,0,0,1710 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B091PVFYXM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce RTX 2070 Aero 8G,,MSI,V373-002R,4719072598747,,268 mm,2.0,1,1,1,3,0,0,1620 MHz,8 GB,14000 MHz,175 W,
MSI GeForce RTX 2070 Armor 8G,,MSI,V373-014R,4719072601072,,309 mm,5.0,1,1,1,3,0,0,1620 MHz,8 GB,14000 MHz,175 W,
MSI GeForce RTX 2070 Armor 8G OC,,MSI,V373-013R,4719072601065,,309 mm,5.0,1,1,1,3,0,0,1740 MHz,8 GB,14000 MHz,185 W,
MSI GeForce RTX 2070 Gaming Z 8G,,MSI,V373-007R,4719072599010,,307 mm,5.0,1,0,1,3,0,0,1710 MHz,8 GB,14000 MHz,225 W,
MSI Geforce RTX 2070 Super Gaming X Trio,,MSI,V372-257R,4719072658762,,328 mm,3.0,2,0,1,3,0,0,1800 MHz,8 GB,14000 MHz,215 W,
MSI GeForce RTX 2080 Duke 8G OC,,MSI,V372-003R,4719072596873,,314 mm,5.0,1,1,1,3,0,0,MHz,8 GB,14000 MHz,225 W,
MSI GeForce RTX 2080 Gaming X Trio,,MSI,V372-031R,4719072596972,,327 mm,5.0,2,0,1,3,0,0,MHz,8 GB,14000 MHz,225 W,
MSI Geforce RTX 2080 Super Gaming X Trio,$1370.19 USD,MSI,V372-248R,4719072660031,824142192375,328 mm,2.75,2,0,1,3,0,0,1845 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07VDMGYGZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce RTX 2080 Ti Duke 11G OC,,MSI,V371-011R,4719072596903,,314 mm,2.0,2,0,1,3,0,0,MHz,11 GB,14000 MHz,260 W,
MSI GeForce RTX 2080 Ti Gaming X Trio,$1413.71 USD,MSI,V371-026R,4719072596965,824142170526,327 mm,2.5,2,1,1,3,0,0,MHz,11 GB,,250 W,https://www.amazon.ca/dp/B07GJ3ZD69?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce RTX 2080 Ti Gaming Z Trio,,MSI,V371-234R,4719072707613,,328 mm,3.0,2,1,1,1,0,0,1755 MHz,11 GB,16000 MHz,300 W,
MSI GeForce RTX 3060 Aero ITX 12G OC,$394.96 USD,MSI,V809-3689R,4719072804619,824142244302,172 mm,2.0,1,0,1,3,0,0,MHz,12 GB,15000 MHz,170 W,https://www.amazon.ca/dp/B08Z83QKWX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce RTX 3080 Gaming Z Trio 12GB LHR,$993.76 USD,MSI,V389-402R,4719072922658,824142278666,323 mm,2.5,3,0,1,3,0,0,MHz,12 GB,19000 MHz,390 W,https://www.amazon.ca/dp/B09QKL8XG5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce RTX 3080 Suprim X 12G LHR,,MSI,V389-408R,4719072911652,824142276099,336 mm,2.5,3,0,1,3,0,0,MHz,12 GB,19000 MHz,390 W,
MSI GeForce RTX 3080 Ventus 3X Plus 12G OC LHR,$942.98 USD,MSI,V389-400R,4719072926229,824142278673,305 mm,2.5,2,0,1,3,0,0,MHz,12 GB,19000 MHz,390 W,https://www.amazon.ca/dp/B09TNLQRSJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GeForce RTX 4060 Ti Gaming X,,MSI,V517-003R,4711377122108,,247 mm,2.0,1,0,1,3,0,0,2655 MHz,16 GB,18000 MHz,160 W,
MSI GeForce RTX 4060 Ti Gaming X Slim,,MSI,V517-002R,4711377122092,,338 mm,2.5,1,0,1,3,0,0,2685 MHz,16 GB,18000 MHz,160 W,
MSI GeForce RTX 4060 Ti Ventus 3X 16G OC,,MSI,V517-004R,4711377121040,,308 mm,2.5,1,0,1,3,0,0,2625 MHz,16 GB,18000 MHz,160 W,
MSI GT 710 Low Profile,$65.26 USD,MSI,GT 710 2GD3 LP,0824142126905,,146 mm,1.0,0,0,1,0,1,1,954 MHz,2 GB,1600 MHz,10 W,https://www.amazon.ca/dp/B01DOFD0G8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI GTX 950 OC,,MSI,GTX-950-2GD5-OC,4719072414184,,170 mm,2.0,0,1,1,1,1,1,1253 MHz,2 GB,6610 MHz,90 W,
MSI R9 280X Gaming,,MSI,R9 280X GAMING 3G,0824142015995,,269 mm,2.0,1,1,1,2,1,0,1020 MHz,3 GB,6000 MHz,250 W,
MSI R9 380 Gaming,,MSI,V314-011R,0824142116982,,268 mm,2.0,0,2,1,1,1,1,1000 MHz,4 GB,5800 MHz,190 W,
MSI Radeon RX 460 2G OC,,MSI,V809-325R,4719072475901,,172 mm,2.0,0,0,1,1,1,0,1210 MHz,2 GB,3500 MHz,75 W,
MSI Radeon RX 460 4G OC,,MSI,V809-2210R,4719072475918,,172 mm,2.0,0,0,0,0,0,0,1210 MHz,4 GB,,84 W,
MSI Radeon RX 550 Aero ITX 2G OC,,MSI,V809-2466R,4719072515133,,155 mm,2.0,0,0,0,0,0,0,1203 MHz,2 GB,,50 W,
MSI Radeon RX 5500 XT Gaming X,$230.99 USD,MSI,V382-001R,4719072688684,824142202715,247 mm,2.5,1,0,1,3,0,0,1845 MHz,8 GB,,140 W,https://www.amazon.ca/dp/B082G34GSL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Radeon RX 560 Aero ITX 4G OC,,MSI,V809-2467R,4719072515140,,156 mm,2.0,0,0,0,0,0,0,1196 MHz,4 GB,,90 W,
MSI Radeon RX 5600 XT Gaming X,,MSI,V381-231R,4719072697297,,297 mm,2.5,1,0,1,3,0,0,1620 MHz,6 GB,,150 W,
MSI Radeon RX 5600 XT Mech OC,,MSI,V381-227R,4719072697389,,231 mm,2.5,1,0,1,3,0,0,1620 MHz,6 GB,,150 W,
