Weather,Temperature,Attendance
Snowy,21.330191698361077,Absent
Cloudy,5.8128749384190055,Absent
Rainy,17.8938964187299,Absent
Rainy,-4.852891999742688,Absent
Snowy,23.849193463163232,Present
Sunny,15.54049015094332,Present
Cloudy,30.283156026860304,Present
Sunny,24.236266185836108,Present
Snowy,31.467685374682976,Absent
Snowy,15.962801940523754,Absent
Cloudy,19.282280946128303,Present
Cloudy,11.507712132829289,Present
Rainy,28.758452781531624,Absent
Rainy,21.124814979072127,Absent
Rainy,18.223933761610212,Absent
Snowy,32.06068732816415,Absent
Rainy,1.453742387460256,Present
Snowy,30.201659008346212,Present
Sunny,11.784976587996848,Absent
Sunny,20.63085038205348,Present
Snowy,1.3813117365711562,Absent
Cloudy,21.551971575441584,Absent
Rainy,12.4026503930017,Absent
Cloudy,8.28909522014057,Present
Sunny,34.03112003925408,Present
Snowy,6.24071450075032,Absent
Snowy,15.752918918336242,Absent
Snowy,24.434662136049063,Absent
Snowy,24.800909682169852,Absent
Rainy,6.562647010162353,Absent
Rainy,16.205899643019297,Present
Snowy,37.21628762432837,Present
Rainy,15.392251290192334,Absent
Sunny,38.42327826666285,Present
Cloudy,23.05733517215111,Absent
Rainy,25.179230463936797,Absent
Rainy,-2.6368069240984404,Present
Cloudy,15.666323474784924,Absent
Cloudy,32.896549791050035,Present
Snowy,15.714281904401073,Absent
Cloudy,11.99307923491804,Absent
Rainy,15.624148017782229,Absent
Rainy,25.20244004049482,Absent
Snowy,10.412156970837032,Absent
Rainy,14.881951632392243,Absent
Cloudy,10.578623047529605,Present
Rainy,8.815756801323182,Present
Snowy,36.118689217298886,Present
Sunny,7.253290972978926,Present
Rainy,27.071536961496903,Present
Cloudy,21.21806421727837,Present
Snowy,31.981039186384137,Absent
Snowy,26.36353457780719,Absent
Sunny,19.27184495757304,Present
Cloudy,29.75778625389907,Absent
Rainy,15.826398672886796,Absent
Sunny,19.984564548311912,Present
Rainy,12.379750873154089,Present
Cloudy,14.656280792625891,Present
Rainy,24.405129762813097,Absent
Rainy,6.759583973272726,Absent
Snowy,34.426377453504614,Present
Cloudy,24.065026287922592,Present
Cloudy,35.632676635821994,Present
Snowy,20.156175344016592,Absent
Rainy,15.475249181001768,Absent
Snowy,30.752927483216926,Absent
Snowy,32.0359531765578,Absent
Cloudy,11.288860794722549,Absent
Snowy,22.041112025021604,Absent
Snowy,22.468991575140922,Absent
Rainy,18.225157568391325,Absent
Rainy,8.496541095090901,Absent
Sunny,7.617979196341672,Present
Snowy,44.13712130053675,Absent
Snowy,31.750917596440694,Present
Snowy,35.96783591085287,Absent
Rainy,3.4329160830695358,Present
Snowy,-3.314808454991219,Absent
Rainy,33.39418665213268,Present
Cloudy,9.76742081805199,Present
Sunny,29.82859163123414,Present
Sunny,26.38547687620185,Present
Snowy,26.664152903443217,Present
Sunny,18.965570345798852,Present
Snowy,30.297343719113933,Absent
Rainy,22.68095137421614,Present
Sunny,14.649381780689342,Present
Sunny,15.716023656255562,Present
Snowy,7.905132897442197,Absent
Cloudy,18.026658234687524,Absent
Cloudy,25.106055555376315,Absent
Rainy,30.99039505244869,Present
Rainy,16.662711847886243,Absent
Rainy,15.411627529861182,Absent
Cloudy,11.719249981600452,Absent
Sunny,17.365054114969176,Present
Sunny,12.807247369432886,Present
Snowy,19.95386357459812,Absent
Snowy,17.196259919070155,Absent
Sunny,38.31349050847797,Present
Cloudy,17.3021077905792,Absent
Cloudy,35.93576833284533,Absent
Cloudy,13.96143218486861,Absent
Snowy,18.13778756287221,Absent
Cloudy,17.513575894683687,Present
Sunny,18.31600073967627,Present
Snowy,7.851182134849413,Absent
Snowy,15.521629459423451,Present
Sunny,23.81496612486404,Present
Cloudy,23.098362897685394,Absent
Snowy,23.672737060746925,Absent
Cloudy,14.89169810719579,Absent
Sunny,8.739171987238265,Present
Rainy,24.52257794841207,Present
Rainy,-3.1998040367135943,Absent
Cloudy,32.76413022133265,Absent
Cloudy,20.07107108351597,Present
Rainy,28.953126056154936,Present
Cloudy,18.26700714644619,Absent
Rainy,11.656529493948044,Absent
Snowy,32.00071941974802,Present
Sunny,26.02794243279682,Present
Snowy,20.065583685551026,Present
Sunny,14.764729512143692,Present
Cloudy,34.07310531945786,Absent
Rainy,35.511394055062155,Absent
Cloudy,13.971215708297796,Present
Cloudy,13.211865062538989,Present
Snowy,15.744792838232271,Absent
Sunny,7.021115655105836,Present
Rainy,17.850320373282575,Absent
Rainy,21.982887489860083,Present
Cloudy,1.8676866882839178,Absent
Snowy,12.851443152732504,Present
Sunny,29.376966929304317,Present
Rainy,20.93412620995283,Absent
Rainy,-2.183357711163829,Absent
Cloudy,22.135851273167486,Present
Sunny,29.191421856631703,Present
Rainy,30.439063527647654,Absent
Sunny,29.127506398287167,Present
Cloudy,14.298178025370666,Absent
Cloudy,14.230428985870326,Present
Snowy,16.11080828553036,Absent
Snowy,28.824122721029113,Absent
Rainy,9.692571044371057,Absent
Sunny,13.307302678041772,Present
Rainy,24.45430120907205,Absent
Rainy,16.18170330094463,Absent
Snowy,4.660781526107076,Absent
Sunny,23.32982331483105,Present
Cloudy,30.650533896813794,Present
Sunny,12.585241606127248,Present
Sunny,18.201260455388116,Present
Snowy,16.86618898257264,Absent
Rainy,20.330814932526057,Absent
Cloudy,28.718146211615593,Present
Snowy,23.320226547738745,Absent
Snowy,14.503642115604556,Absent
Cloudy,13.647493410815066,Present
Rainy,24.85257815756842,Absent
Rainy,6.143344485762171,Absent
Cloudy,9.832680827906636,Absent
Rainy,23.205580360439836,Present
Snowy,24.294673547818018,Absent
Snowy,12.142373569416272,Present
Sunny,18.093381992571494,Present
Snowy,34.21365437860266,Absent
Sunny,6.0539554947144065,Present
Rainy,20.07800452374487,Absent
Sunny,9.239822027367497,Present
Rainy,32.18224711912539,Present
Cloudy,8.211949238876286,Absent
Rainy,16.328860911485364,Absent
Cloudy,18.776511535884655,Present
Rainy,13.270215109317814,Absent
Rainy,16.70882596917605,Absent
Sunny,19.610924908246243,Present
Sunny,25.921737059688382,Absent
Sunny,3.022661420125722,Present
Snowy,17.50886616219404,Present
Sunny,15.993816820380616,Present
Rainy,16.038792120581277,Absent
Snowy,35.913403721759195,Absent
Snowy,14.149833678720137,Present
Sunny,29.393359070222942,Present
Snowy,24.974382433900963,Absent
Rainy,15.294567246215026,Absent
Rainy,24.906757097311534,Present
Cloudy,20.83716898490817,Absent
Rainy,23.925708713065983,Absent
Sunny,14.148111029643822,Present
Cloudy,30.66180980106653,Present
Snowy,15.175275922113364,Present
Cloudy,17.738932381876516,Absent
Cloudy,32.15870995150244,Present
Rainy,18.398759158402555,Absent
Sunny,19.016956273223236,Present
Cloudy,25.352964501891567,Absent
Rainy,36.688851705711656,Absent
Rainy,14.48391163650418,Absent
Cloudy,21.4196555272557,Absent
Sunny,23.875458093728398,Present
Snowy,16.753727121124033,Present
Snowy,14.512119104316152,Present
Rainy,30.352807705990283,Absent
Snowy,16.15701717985854,Absent
Cloudy,34.18767743758714,Absent
Rainy,6.882767155520998,Present
Sunny,22.935632202654364,Present
Sunny,26.13068435829511,Present
Sunny,24.54906396750222,Present
Sunny,11.24875029615193,Present
Rainy,6.667069825168584,Present
Sunny,11.852231271195196,Present
Cloudy,30.52982461484025,Absent
Sunny,32.75692709881925,Present
Sunny,14.132637607006117,Absent
Snowy,40.16956339320282,Absent
Cloudy,17.929284292473817,Present
Sunny,28.094360865553075,Present
Sunny,19.938611973295338,Present
Cloudy,17.82536400281775,Present
Sunny,29.48176883344151,Present
Rainy,32.7459067964469,Present
Rainy,31.427246979166267,Absent
Sunny,20.107475082983445,Present
Rainy,23.241678477152153,Absent
Cloudy,23.622403757749684,Present
Rainy,40.76551251107377,Absent
Sunny,11.8487522601194,Present
Sunny,19.25656049627817,Absent
Sunny,10.980108944145142,Absent
Sunny,19.45169576306947,Present
Cloudy,15.493244703801672,Absent
Sunny,27.100703722926426,Present
Cloudy,9.848675861649173,Absent
Cloudy,38.718290365638666,Absent
Sunny,26.45436666088621,Present
Rainy,5.283491981096624,Absent
Snowy,12.38535286417746,Absent
Rainy,13.954334718175396,Present
Rainy,4.192683593659876,Absent
Sunny,33.683742787234365,Present
Rainy,12.912152226895165,Absent
Cloudy,14.639408865927662,Absent
Rainy,8.86236402049855,Absent
Snowy,20.54683751327813,Absent
Cloudy,17.84451706771046,Present
Rainy,20.912592846355203,Absent
Snowy,25.711795271761627,Absent
Cloudy,14.735616281949717,Present
Rainy,17.151415311361912,Absent
Rainy,10.574313456138603,Absent
Snowy,-4.30310969581004,Absent
Snowy,18.81840565811495,Absent
Cloudy,5.33253699408913,Present
Snowy,29.932657938601373,Absent
Rainy,21.96570619748026,Absent
Rainy,23.68606624870644,Absent
Snowy,16.81040545596919,Present
Snowy,6.331311589232305,Absent
Snowy,30.229912111700365,Absent
Rainy,23.237343153836438,Present
Snowy,8.840624225267181,Present
Snowy,30.94833961383491,Absent
Sunny,12.840185680179204,Present
Sunny,29.033345244330132,Present
Rainy,26.435657152238157,Present
Snowy,18.84402227625194,Absent
Rainy,30.557695320804857,Absent
Sunny,26.2561613635554,Present
Snowy,1.7171892379331055,Absent
Cloudy,28.863859828018683,Present
Rainy,42.53035849677086,Absent
Rainy,29.894797494758812,Absent
Snowy,20.94205991158095,Absent
Cloudy,20.559607702592302,Present
Cloudy,13.56246185394101,Present
Cloudy,14.80573461300753,Present
Snowy,18.886471702492802,Absent
Snowy,14.045949009542031,Absent
Snowy,20.305511030049704,Absent
Snowy,40.39657587641548,Present
Rainy,10.676700509856936,Absent
Cloudy,31.99978803169422,Present
Cloudy,18.494367552344798,Present
Sunny,19.283838689886085,Present
Cloudy,18.797870110309244,Present
Rainy,36.83647465947408,Present
Rainy,16.180983957971993,Absent
Sunny,30.422121952507435,Present
Snowy,32.39570488500519,Absent
Rainy,8.991277030240791,Absent
Rainy,23.359590653370848,Absent
Sunny,23.58362201813211,Present
Cloudy,23.08827751273694,Absent
Cloudy,12.220210178989188,Present
Rainy,22.468801724421688,Absent
Snowy,19.45255738181403,Present
Sunny,8.142029151711995,Present
Cloudy,12.282539806658718,Absent
Rainy,13.612948810264703,Absent
Cloudy,25.6024061807911,Absent
Rainy,37.62515343561294,Absent
Cloudy,19.336114113120573,Present
Cloudy,6.9127356479159054,Present
Rainy,13.689362569049518,Absent
Cloudy,19.618186859172543,Absent
Rainy,13.826140428746179,Absent
Sunny,23.789446143970864,Present
Cloudy,17.860395827000097,Absent
Snowy,8.292385478507322,Absent
Sunny,33.01836379482596,Present
Snowy,27.09522436300839,Absent
Rainy,19.964204580153055,Absent
Snowy,21.458305379612277,Absent
Cloudy,20.410517011879868,Present
Snowy,22.223228937363036,Absent
Snowy,8.675840215191633,Absent
Cloudy,33.68119798554634,Absent
Cloudy,30.462281352787606,Present
Sunny,4.623073939612583,Present
Cloudy,3.001587485926823,Present
Cloudy,31.517217858166564,Present
Rainy,17.171075961018396,Absent
Cloudy,18.731297349358645,Absent
Cloudy,20.175452478181608,Absent
Sunny,26.152723670297227,Present
Snowy,49.24655147856832,Absent
Snowy,20.55050707149178,Absent
Sunny,15.915538094387177,Present
Snowy,15.9178260783491,Absent
Cloudy,19.116802191698508,Present
Snowy,13.165198620511998,Absent
Snowy,21.403120766844097,Present
Sunny,19.298656554715645,Present
Snowy,14.511026714351866,Present
Snowy,12.558577664662014,Absent
Snowy,20.780278307516145,Absent
Cloudy,14.13487281331037,Absent
Cloudy,0.17731079250266646,Absent
Cloudy,14.627489664524436,Present
Snowy,18.958066975176393,Absent
Snowy,7.719089253982013,Absent
Snowy,28.918115056424114,Present
Snowy,28.050571506608705,Present
Cloudy,27.902606908925343,Present
Cloudy,21.68927606907492,Absent
Snowy,28.10379229817378,Absent
Sunny,16.86092981543709,Present
Rainy,9.258093580136709,Absent
Cloudy,28.70377371872194,Absent
Cloudy,30.449312524511846,Absent
Cloudy,6.934207966847019,Present
Cloudy,16.709187496053246,Present
Snowy,20.967386083215825,Absent
Sunny,36.248611021895286,Present
Cloudy,30.085247241316317,Present
Rainy,27.625691664353866,Absent
Snowy,13.118837397505446,Present
Snowy,19.62474032076833,Absent
Rainy,18.162728342406908,Absent
Cloudy,14.001744038875344,Present
Cloudy,13.504015971156228,Present
Cloudy,38.604088101230396,Absent
Rainy,16.988381459065916,Present
Sunny,27.87800630922936,Present
Sunny,23.329676436282334,Present
Sunny,20.409335915647855,Present
Rainy,10.609279535777794,Absent
Rainy,32.04994503556817,Absent
Sunny,18.393285287366204,Present
Cloudy,26.641917384382893,Present
Cloudy,31.545108685193618,Absent
Sunny,15.308982765678705,Present
Sunny,29.510984995825094,Present
Rainy,23.453378359679895,Absent
Rainy,26.326152756267973,Present
Snowy,28.411407722681147,Absent
Rainy,53.79540127951919,Absent
Snowy,14.42061250382214,Absent
Sunny,-2.7841622906008503,Present
Sunny,32.684965655927485,Present
Cloudy,18.32012722060313,Absent
Snowy,25.74727006333177,Absent
Rainy,7.7324349715247624,Present
Cloudy,46.995684416302595,Present
Cloudy,32.44713664655283,Absent
Snowy,40.237715178244336,Absent
Cloudy,7.609546968922277,Absent
Snowy,7.454205685455031,Absent
Snowy,37.31662756007529,Absent
Rainy,-1.2533130504634755,Absent
Sunny,23.92790016780836,Present
Rainy,27.08550625346147,Present
Snowy,11.56758329824456,Absent
Snowy,19.147591218007758,Absent
Rainy,36.294378018109605,Absent
Rainy,13.838773866819922,Present
Cloudy,29.238883118337352,Absent
Cloudy,40.524620660327564,Absent
Cloudy,28.227901944744538,Absent
Sunny,24.947157906286762,Present
Sunny,28.637557946577004,Present
Sunny,17.26908658625593,Present
Sunny,28.136610974166942,Present
Rainy,16.260029009162793,Present
Snowy,24.87910968139146,Present
Cloudy,36.569791799409465,Absent
Cloudy,23.81599230323182,Present
Snowy,7.10009003253651,Absent
Rainy,39.64083510940705,Absent
Snowy,19.41970226127532,Absent
Rainy,18.44201175507599,Present
Snowy,13.086678151596214,Absent
Snowy,5.982922346880121,Absent
Cloudy,23.727024359217687,Absent
Snowy,13.630525995699738,Absent
Cloudy,13.696250845547716,Absent
Sunny,-6.259300373352904,Present
Sunny,19.50630834145353,Present
Rainy,10.167052921001682,Absent
Cloudy,30.024469903933046,Absent
Snowy,16.23760643446001,Absent
Cloudy,33.06974512995868,Present
Sunny,7.7319494358638785,Present
Sunny,12.17617774575724,Present
Cloudy,19.120029668991542,Present
Rainy,18.628642570840917,Absent
Snowy,-0.6835430330763934,Absent
Sunny,33.13718539528331,Present
Cloudy,14.579505988841728,Present
Rainy,1.3094141736536855,Absent
Cloudy,15.770475036173817,Absent
Snowy,32.42813676568088,Present
Snowy,-0.19938060064168184,Present
Snowy,31.582742121556358,Present
Cloudy,23.339900814648242,Present
Cloudy,18.459099194587218,Absent
Snowy,16.70805127839015,Absent
Rainy,25.431202978414852,Absent
Rainy,25.548845372743962,Absent
Snowy,28.04912984174768,Absent
Cloudy,10.085379950508079,Present
Cloudy,17.57307317601804,Absent
Rainy,24.396611853261227,Absent
Snowy,31.291645466163356,Absent
Cloudy,35.53990292642503,Present
Cloudy,20.20649183546026,Present
Rainy,51.093180021957636,Absent
Sunny,13.884238133403887,Present
Snowy,26.421800524352598,Absent
Rainy,23.5491483557524,Present
Sunny,14.412943703475111,Absent
Sunny,33.602957909701374,Present
Rainy,28.57459304191694,Absent
Sunny,41.86978236233001,Present
Snowy,-0.8395464222571221,Present
Cloudy,18.58904755924936,Present
Rainy,17.792211209157188,Absent
Snowy,23.456647222093746,Present
Sunny,37.72200506162456,Present
Sunny,22.10464218531132,Present
Rainy,19.06237026049433,Absent
Rainy,13.060104449137153,Absent
Cloudy,5.561609031307064,Absent
Sunny,5.683050699164854,Present
Rainy,33.47310855549339,Present
Sunny,31.71973711204823,Present
Sunny,21.00023488936589,Present
Sunny,-5.027974970641932,Present
Rainy,25.60068645510033,Present
Snowy,2.588017547254349,Absent
Cloudy,26.763187657248395,Present
Snowy,31.642938881035967,Absent
Sunny,21.11166981809746,Absent
Rainy,30.283162923157455,Present
Sunny,10.177601571980185,Present
Cloudy,4.546888528711719,Absent
Sunny,11.77419678782821,Present
Cloudy,13.559020776699953,Present
Rainy,19.288544065804164,Absent
Rainy,39.55252187049206,Absent
Snowy,16.989234562585334,Absent
Rainy,-1.8044354696532707,Absent
Sunny,15.840330854247789,Present
Cloudy,17.9134844916391,Present
Sunny,20.32333503965434,Present
Cloudy,27.3677333199983,Present
Rainy,18.061663872767323,Absent
Snowy,20.218441963950774,Absent
Sunny,13.801082952813283,Present
Rainy,7.639820953372309,Absent
Snowy,20.325217908362955,Absent
Snowy,18.18459366984573,Absent
Rainy,11.320494493009424,Present
Cloudy,7.601398769781431,Present
Cloudy,47.161452359327065,Present
Cloudy,28.557374974923864,Absent
Sunny,20.299651758685137,Present
Rainy,15.875902081225306,Absent
Sunny,37.00668654991376,Present
Cloudy,8.875932978975808,Present
Cloudy,20.908856547882486,Present
Cloudy,18.483345585677107,Absent
Rainy,17.98815897833807,Absent
Rainy,11.21974658373622,Absent
Snowy,21.487515719588313,Absent
Snowy,18.91839638160792,Absent
Snowy,-6.986460638023292,Present
Cloudy,13.497681547317276,Absent
Snowy,6.179759874776122,Absent
Rainy,33.54919890523949,Absent
Rainy,22.082520572439975,Absent
Snowy,30.158964819349837,Present
Sunny,16.397016529999064,Present
Sunny,30.31474662571415,Present
Snowy,27.70652234374176,Absent
Cloudy,5.322807128609519,Absent
Cloudy,24.94101300534833,Present
Snowy,24.933527843164743,Absent
Rainy,12.630305255617746,Present
Sunny,25.938832795405727,Present
Sunny,10.61136459825028,Present
Cloudy,23.69806685093388,Absent
Snowy,21.97747397248634,Absent
Snowy,40.57750831242439,Absent
Sunny,38.244630219105694,Absent
Rainy,13.378057439643275,Absent
Sunny,29.83108996752199,Present
Snowy,38.37309087274392,Present
Snowy,2.973112510305583,Absent
Sunny,19.72977008338191,Present
Cloudy,12.745689084961093,Absent
Sunny,14.65754374105152,Absent
Cloudy,17.5045333110483,Absent
Cloudy,29.207408851823658,Present
Sunny,31.019066342915863,Present
Cloudy,34.01070775938595,Present
Rainy,15.2815296910064,Present
Snowy,27.76508281034278,Absent
Snowy,17.087221375203935,Absent
Cloudy,23.498292869716945,Present
Cloudy,-7.129754478943031,Present
Sunny,23.319345431972987,Present
Snowy,15.812460413346832,Present
Snowy,33.09592458916758,Absent
Sunny,31.868670128788597,Present
Cloudy,28.806769141271914,Present
Cloudy,23.419238771921155,Present
Cloudy,23.9716457754191,Absent
Snowy,14.6896626994745,Present
Rainy,32.70327741206377,Absent
Sunny,32.53674595373368,Present
Snowy,17.615413024218704,Present
Rainy,27.13892607771731,Absent
Sunny,13.041459940827728,Present
Snowy,30.73053911947212,Absent
Sunny,30.104209884037637,Present
Rainy,17.2797289983728,Absent
Rainy,44.34249885618118,Absent
Sunny,18.172959557483527,Present
Sunny,8.219715893771493,Present
Snowy,35.28942523795408,Absent
Snowy,22.870815409508364,Absent
Rainy,30.993278903340148,Absent
Snowy,30.62406603655881,Absent
Rainy,29.699524260860123,Absent
Sunny,4.571068059129903,Absent
Rainy,16.26825666978261,Absent
Cloudy,10.475485097877616,Present
Sunny,36.52258473059548,Present
Snowy,13.493331290604209,Absent
Rainy,38.939784902830695,Absent
Cloudy,27.598444426652012,Present
Sunny,5.108610634210688,Present
Snowy,22.3646535056653,Absent
Sunny,15.962664450382036,Present
Rainy,16.68304707288739,Absent
Cloudy,24.11206049440456,Present
Rainy,15.31558556459401,Absent
Rainy,4.647677965830379,Absent
Cloudy,27.0670446288538,Absent
Rainy,17.681514144641913,Absent
Snowy,8.759574754679143,Present
Sunny,35.36811038984392,Present
Snowy,18.16484279694169,Present
Cloudy,15.255623182723944,Absent
Snowy,23.413875785619208,Present
Rainy,13.282512274258636,Absent
Rainy,27.119252657352455,Absent
Rainy,17.49477715325996,Absent
Snowy,9.442229227484189,Present
Sunny,6.276702547079216,Present
Snowy,16.40262967333151,Present
Sunny,15.705160640914881,Present
Cloudy,27.981411491264055,Present
Cloudy,21.71690801097639,Present
Sunny,27.857249732162146,Present
Cloudy,17.243398570298893,Present
Snowy,33.481935465424066,Absent
Snowy,21.696635793406514,Present
Sunny,24.44022185651702,Present
Sunny,11.608790678831785,Present
Snowy,24.513442684545154,Absent
Snowy,4.413361115726762,Absent
Rainy,16.516608478639547,Present
Cloudy,11.47763243612799,Present
Rainy,35.907986382894066,Absent
Sunny,16.9257030914886,Absent
Cloudy,22.4806905208697,Present
Rainy,27.581233452245304,Present
Snowy,14.239746202826387,Absent
Sunny,1.3699226531194029,Present
Snowy,30.422192390269096,Absent
Sunny,2.6010129038321317,Present
Snowy,32.22251342088816,Present
Snowy,25.329426551980266,Present
Snowy,14.557586961646274,Absent
Rainy,15.057399549773162,Present
Snowy,11.448858526860787,Absent
Rainy,20.43658353687195,Absent
Rainy,14.278122206482251,Absent
Cloudy,26.107054093546296,Present
Snowy,23.239576915428685,Absent
Cloudy,12.03212662780193,Absent
Rainy,13.346403501040466,Absent
Rainy,10.700843884964536,Absent
Sunny,25.17458324793027,Present
Cloudy,47.0065020741732,Present
Rainy,20.948338837964386,Present
Cloudy,25.20636980244081,Absent
Cloudy,16.594039489481723,Absent
Cloudy,3.6448414086493486,Absent
Sunny,8.198923262937413,Present
Snowy,9.910939355151418,Present
Rainy,28.826825275652162,Absent
Rainy,28.40997822176731,Absent
Snowy,25.379786625406528,Absent
Rainy,11.130480770727988,Absent
Sunny,13.04048365258137,Present
Sunny,28.970693509727642,Present
Snowy,31.439201411373666,Absent
Snowy,22.837764454964784,Absent
Snowy,26.52083131059023,Present
Sunny,35.53818379828071,Present
Rainy,29.40943651773277,Absent
Cloudy,36.98433691429389,Present
Sunny,17.510765886609597,Present
Cloudy,15.065647553395031,Present
Sunny,31.103788458936194,Present
Sunny,19.574444015718832,Present
Snowy,17.362670810847092,Absent
Sunny,43.317099380619396,Present
Rainy,21.34273007062941,Absent
Sunny,8.997167954567507,Present
Rainy,16.468468689339144,Present
Sunny,10.050301602153647,Present
Sunny,7.562233326529819,Absent
Cloudy,16.74529735134826,Present
Sunny,17.921561692482065,Present
Sunny,26.16467847992707,Present
Cloudy,34.852755904700636,Present
Sunny,13.95235888468659,Present
Snowy,3.4671919859259184,Absent
Rainy,24.1844917217051,Absent
Snowy,3.036482105465982,Absent
Sunny,17.661631113062377,Absent
Rainy,12.77187512312532,Absent
Sunny,18.37465058870607,Present
Rainy,15.691681446939732,Present
Sunny,20.099216373277393,Present
Cloudy,24.70007773741771,Present
Sunny,7.718485738898595,Absent
Rainy,-7.309982301791635,Absent
Sunny,23.110759297917685,Present
Sunny,24.845410578102754,Present
Sunny,17.441310459025384,Present
Snowy,12.364789213817822,Absent
Rainy,16.46536550383729,Absent
Rainy,29.853637785221473,Present
Sunny,40.03587751739648,Present
Sunny,21.42799740263807,Present
Sunny,23.45891482596038,Present
Cloudy,31.226363236413526,Present
Cloudy,15.44211978091368,Present
Snowy,12.24012705394573,Present
Sunny,33.42054792081476,Present
Sunny,20.75220414811935,Present
Snowy,4.896957582422559,Absent
Snowy,19.084125738804413,Absent
Sunny,7.211106070833221,Present
Sunny,17.803813827224747,Present
Cloudy,22.06256450075071,Present
Rainy,22.33169053189117,Absent
Rainy,22.155169059677394,Absent
Rainy,14.880767268227062,Absent
Snowy,22.01609890030262,Absent
Sunny,17.721314541285267,Present
Snowy,13.062715821623708,Present
Snowy,8.267209951995149,Absent
Cloudy,17.225922591719243,Present
Rainy,3.983607927271734,Absent
Snowy,30.90600658036128,Absent
Cloudy,8.397009134646646,Absent
Sunny,31.26248456212351,Present
Sunny,9.974269920295711,Present
Snowy,20.271053445267302,Absent
Rainy,17.42097931522993,Absent
Snowy,24.614878959862203,Absent
Sunny,18.410129184846834,Present
Rainy,21.840162403552814,Absent
Cloudy,13.101468691905287,Present
Sunny,20.12541864405267,Present
Rainy,15.374435029473101,Absent
Rainy,11.96486875024845,Absent
Snowy,17.846005517981144,Absent
Sunny,6.330243085377171,Present
Snowy,16.56575053867477,Absent
Snowy,22.921564841150794,Absent
Cloudy,8.629203598065182,Absent
Cloudy,39.588087051677405,Absent
Cloudy,28.58223191892744,Absent
Snowy,33.342781907046415,Absent
Sunny,18.48054783421959,Present
Snowy,18.708516951122366,Absent
Sunny,13.64280298209612,Present
Cloudy,8.603558004897597,Present
Sunny,28.06233988313555,Present
Snowy,7.540819829436034,Present
Cloudy,10.953096103445862,Absent
Rainy,7.574499218111221,Absent
Snowy,-1.1153936116077112,Absent
Rainy,15.029456324021503,Absent
Cloudy,11.266441541436027,Absent
Snowy,31.578514788664258,Absent
Sunny,30.06984028050578,Present
Cloudy,24.96885849562029,Absent
Snowy,23.66614920863793,Absent
Sunny,26.556609228787426,Present
Rainy,16.12492617220609,Absent
Rainy,14.511238656719904,Absent
Sunny,19.163503131533066,Present
Cloudy,40.249291083697635,Absent
Sunny,9.322850916478917,Present
Cloudy,23.628509971028183,Present
Cloudy,23.246399481479152,Present
Rainy,8.124549924843606,Absent
Snowy,22.687779037995252,Present
Cloudy,9.147345625734939,Absent
Rainy,27.55056713633904,Absent
Rainy,15.933758859975823,Absent
Sunny,32.09501230119546,Present
Snowy,18.263404898073578,Absent
Snowy,16.403265356549394,Absent
Snowy,13.448800174596366,Absent
Snowy,23.21717889313352,Absent
Snowy,23.877495751986835,Absent
Rainy,14.668492326729048,Present
Snowy,14.718086011906648,Present
Rainy,32.084648675269264,Absent
Snowy,6.967106907303771,Absent
Snowy,27.628052493392083,Absent
Rainy,18.920837408036615,Absent
Snowy,24.45599822386775,Present
Cloudy,31.350136986424317,Absent
Sunny,18.410932930650038,Present
Cloudy,13.58515464272711,Present
Rainy,13.95352766228411,Absent
Snowy,29.70268985203137,Absent
Cloudy,27.563495812954834,Absent
Snowy,31.0223984608757,Present
Rainy,29.59921778561604,Present
Sunny,23.8246562660457,Present
Rainy,17.486954198607926,Present
Snowy,39.81698318425986,Absent
Rainy,18.29025370613487,Absent
Rainy,45.292275809497355,Absent
Snowy,19.273446320045927,Absent
Cloudy,28.52870151407821,Absent
Rainy,17.832181340260515,Absent
Rainy,8.076649588163603,Present
Snowy,27.86162296578876,Absent
Rainy,18.23512651726237,Present
Rainy,25.312441770557168,Present
Rainy,13.662185168617189,Absent
Rainy,25.093118220861385,Absent
Cloudy,13.160060092227743,Absent
Snowy,25.782969686871155,Absent
Sunny,36.045951034728986,Present
Sunny,28.131929073718332,Present
Sunny,12.826184465724655,Present
Sunny,16.2190787465183,Present
Cloudy,33.23822210551799,Present
Rainy,14.887314576840893,Present
Rainy,20.101344642979296,Absent
Cloudy,17.22465867759484,Absent
Snowy,14.33946836592409,Present
Sunny,30.67933526733391,Absent
Cloudy,21.81820026074889,Present
Cloudy,20.210486113819925,Absent
Snowy,22.730336066993676,Absent
Snowy,29.373193658664775,Absent
Sunny,14.341522877857635,Present
Cloudy,-9.819196995859294,Absent
Rainy,12.687049490085357,Present
Cloudy,13.60726080244203,Absent
Sunny,23.13026959853768,Present
Sunny,33.852911420093875,Present
Sunny,2.774429686800662,Present
Snowy,18.221162810689652,Present
Cloudy,17.08221054003884,Present
Snowy,45.96014526584905,Absent
Sunny,-0.7176208599845495,Present
Rainy,14.341324354144795,Absent
Sunny,18.650577442939824,Present
Rainy,13.016611867314763,Absent
Cloudy,20.34946635538403,Present
Sunny,31.256330051415304,Present
Sunny,5.229252279834135,Present
Rainy,14.636370026439213,Absent
Cloudy,17.59651938350086,Present
Rainy,8.232437011380627,Absent
Cloudy,21.195749172312482,Present
Rainy,17.551756370429686,Absent
Rainy,25.246302205387398,Absent
Snowy,38.3284987197913,Absent
Sunny,6.15634426734049,Present
Rainy,19.889734593236277,Absent
