rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2405,1100,Energy,Said Gutseriev,34,United Kingdom,London,"Retail, investments",Energy,Russia,,FALSE,R,M,4/18/1988 0:00,Gutseriev,Said,,4/4/2023 5:01,,,1988,4,18,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Service,Polys Haji-Ioannou,63,Monaco,Monaco,EasyJet,Service,Cyprus,,FALSE,U,M,1/11/1960 0:00,Haji-Ioannou,Polys,,4/4/2023 5:01,,,1960,1,11,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
2405,1100,Food & Beverage,He Zuxun,57,China,Kunming,Pig breeding,Food & Beverage,China,,TRUE,D,M,10/28/1965 0:00,He,Zuxun,,4/4/2023 5:01,,,1965,10,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Finance & Investments,Christian Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,,FALSE,E,M,,Herz,Christian,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Finance & Investments,Michaela Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,,FALSE,E,F,,Herz,Michaela,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Technology,David Hindawi,78,United States,Seattle,Software,Technology,United States,Tanium,TRUE,D,M,12/8/1944 0:00,Hindawi,David,Executive Chairman,4/4/2023 5:01,Washington,West,1944,12,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Technology,Huang Shan,52,China,Shenzhen,Software,Technology,China,,TRUE,R,M,8/9/1970 0:00,Huang,Shan,,4/4/2023 5:01,,,1970,8,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Huang Xiaofen & family,61,China,Shenzhen,Printed circuit boards,Technology,China,,TRUE,D,F,1/1/1962 0:00,Huang,Xiaofen,,4/4/2023 5:01,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Automotive,Hiroshi Ishibashi,76,Japan,Tokyo,Tires,Automotive,Japan,,FALSE,U,M,8/1/1946 0:00,Ishibashi,Hiroshi,,4/4/2023 5:01,,,1946,8,1,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Gambling & Casinos,Masayuki Ishihara,74,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,,FALSE,R,M,12/15/1948 0:00,Ishihara,Masayuki,,4/4/2023 5:01,,,1948,12,15,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Finance & Investments,Chatchai Kaewbootta,71,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,,TRUE,D,M,7/5/1951 0:00,Kaewbootta,Chatchai,,4/4/2023 5:01,,,1951,7,5,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
2405,1100,Finance & Investments,Nikhil Kamath,36,India,Bangalore,Financial services,Finance & Investments,India,,TRUE,N,M,9/5/1986 0:00,Kamath,Nikhil,,4/4/2023 5:01,,,1986,9,5,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Finance & Investments,Jonas Kamprad,57,United Kingdom,London,IKEA,Finance & Investments,Sweden,,FALSE,E,M,3/4/1966 0:00,Kamprad,Jonas,,4/4/2023 5:01,,,1966,3,4,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Finance & Investments,Mathias Kamprad,53,United Kingdom,London,IKEA,Finance & Investments,Sweden,,FALSE,E,M,6/27/1969 0:00,Kamprad,Mathias,,4/4/2023 5:01,,,1969,6,27,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Finance & Investments,Peter Kamprad,59,Belgium,Tervuren,IKEA,Finance & Investments,Sweden,,FALSE,E,M,3/29/1964 0:00,Kamprad,Peter,,4/4/2023 5:01,,,1964,3,29,117.11,1.4,"$529,606,710,418 ",79.7,103.9,81.6,24,55.4,11484055,50.503887,4.469936
2405,1100,Service,Fumio Kaneko,66,Japan,Kobe,Waste management,Service,Japan,,TRUE,N,M,10/17/1956 0:00,Kaneko,Fumio,,4/4/2023 5:01,,,1956,10,17,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Automotive,Sunjay Kapur,51,India,Delhi,Auto parts,Automotive,United States,,FALSE,D,M,10/15/1971 0:00,Kapur,Sunjay,,4/4/2023 5:01,,,1971,10,15,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Energy,Ali Metin Kazanci,88,Turkey,Istanbul,Energy,Energy,Turkey,,TRUE,R,M,8/30/1934 0:00,Kazanci,Ali Metin,,4/4/2023 5:01,,,1934,8,30,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
2405,1100,Healthcare,Kangbao Ke & family,60,China,Guangzhou,Retailing,Healthcare,China,,TRUE,U,M,1/1/1963 0:00,Ke,Kangbao,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Sports,Carsten Koerl,58,Switzerland,Zurich,Sports data,Sports,Germany,,TRUE,D,M,11/27/1964 0:00,Koerl,Carsten,"Entrepreneur, Investor",4/4/2023 5:01,,,1964,11,27,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2405,1100,Technology,Koo Bon-sik,64,South Korea,Seoul,LG,Technology,South Korea,Heesung,FALSE,E,M,6/28/1958 0:00,Koo,Bon-sik,,4/4/2023 5:01,,,1958,6,28,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2405,1100,Energy,Andrei Kosogov,62,Russia,Moscow,Banking,Energy,Russia,,TRUE,D,M,3/15/1961 0:00,Kosogov,Andrei,,4/4/2023 5:01,,,1961,3,15,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2405,1100,Manufacturing,Yogesh Kothari,74,India,Mumbai,Specialty chemicals,Manufacturing,India,,TRUE,D,M,1/1/1949 0:00,Kothari,Yogesh,,4/4/2023 5:01,,,1949,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Healthcare,Arvind Lal,73,India,Delhi,Medical diagnostics,Healthcare,India,,FALSE,D,M,8/22/1949 0:00,Lal,Arvind,,4/4/2023 5:01,,,1949,8,22,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78,Spain,Matadepera,Casinos,Gambling & Casinos,Spain,,TRUE,D,M,6/10/1944 0:00,Lao Hernández,Manuel,,4/4/2023 5:01,,,1944,6,10,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
2405,1100,Construction & Engineering,Lee Joong-keun,82,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,Booyoung Group,TRUE,D,M,1/11/1941 0:00,Lee,Joong-keun,,4/4/2023 5:01,,,1941,1,11,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2405,1100,Finance & Investments,Nancy Lerner,62,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,,FALSE,E,F,5/11/1960 0:00,Lerner,Nancy,,4/4/2023 5:01,Ohio,Midwest,1960,5,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Norma Lerner,87,United States,Cleveland,Banking,Finance & Investments,United States,,FALSE,E,F,3/28/1936 0:00,Lerner,Norma,,4/4/2023 5:01,Ohio,Midwest,1936,3,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Randolph Lerner,61,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,,FALSE,E,M,2/21/1962 0:00,Lerner,Randolph,,4/4/2023 5:01,Ohio,Midwest,1962,2,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Healthcare,Lin Zhijun,47,China,Xiamen,Medical devices,Healthcare,China,,TRUE,D,M,9/1/1975 0:00,Lin,Zhijun,,4/4/2023 5:01,,,1975,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Lin Zhixiong & family,49,China,Xiamen,Medical devices,Healthcare,China,,TRUE,D,M,7/1/1973 0:00,Lin,Zhixiong,,4/4/2023 5:01,,,1973,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Jeffrey Lorberbaum,68,United States,Chattanooga,Flooring,Manufacturing,United States,,FALSE,D,M,10/25/1954 0:00,Lorberbaum,Jeffrey,,4/4/2023 5:01,Tennessee,South,1954,10,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Telecom,Lu Rongfu,52,China,Xiamen,Telecommunication,Telecom,China,,TRUE,D,M,1/1/1971 0:00,Lu,Rongfu,,4/4/2023 5:01,,,1971,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Fashion & Retail,Lyu Yixiong,60,China,Shanghai,Cosmetics,Fashion & Retail,China,,TRUE,N,M,1/1/1963 0:00,Lyu,Yixiong,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Soichiro Minami,46,Japan,Tokyo,Internet and software,Technology,Japan,,TRUE,E,M,6/15/1976 0:00,Minami,Soichiro,,4/4/2023 5:01,,,1976,6,15,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Automotive,Pawan Munjal,68,India,Delhi,Two wheelers,Automotive,India,,FALSE,Split Family Fortune,M,10/28/1954 0:00,Munjal,Pawan,,4/4/2023 5:01,,,1954,10,28,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Automotive,Renu Munjal,68,India,Delhi,Two wheelers,Automotive,India,,FALSE,Split Family Fortune,F,3/6/1955 0:00,Munjal,Renu,,4/4/2023 5:01,,,1955,3,6,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Automotive,Suman Munjal,70,India,Delhi,Motorcycles,Automotive,India,,FALSE,Split Family Fortune,M,2/26/1953 0:00,Munjal,Suman,,4/4/2023 5:01,,,1953,2,26,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Energy,Dmitry Nikolaev,56,Russia,Kemerovo,Coal,Energy,Russia,,TRUE,N,M,8/17/1966 0:00,Nikolaev,Dmitry ,,4/4/2023 5:01,,,1966,8,17,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2405,1100,Automotive,Sjamsul Nursalim,81,Singapore,Singapore,"Tires, retail",Automotive,Indonesia,,FALSE,R,M,1/19/1942 0:00,Nursalim,Sjamsul,,4/4/2023 5:01,,,1942,1,19,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2405,1100,Fashion & Retail,Adrian Paval,54,Romania,Bacau,Retail,Fashion & Retail,Romania,,TRUE,U,M,9/23/1968 0:00,Paval,Adrian,,4/4/2023 5:01,,,1968,9,23,123.78,3.8,"$250,077,444,017 ",49.4,85.2,75.4,14.6,20,19356544,45.943161,24.96676
2405,1100,Diversified,Antonio Percassi,69,Italy,Bergamo,"Real estate, diversified",Diversified,Italy,,TRUE,D,M,6/9/1953 0:00,Percassi,Antonio,,4/4/2023 5:01,,,1953,6,9,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2405,1100,Fashion & Retail,Kevin Plank,50,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,Under Armour,TRUE,D,M,8/13/1972 0:00,Plank,Kevin,Chairman and CEO,4/4/2023 5:01,Maryland,South,1972,8,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Healthcare,G.V. Prasad,62,India,Hyderabad,Pharmaceuticals,Healthcare,India,,FALSE,U,M,11/22/1960 0:00,Prasad,G.V.,,4/4/2023 5:01,,,1960,11,22,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Healthcare,Pu Zhongjie & family,60,China,Beijing,Medical equipment,Healthcare,China,,TRUE,E,M,1/1/1963 0:00,Pu,Zhongjie,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Rao Wei & family,58,China,Shenzhen,Pharmaceuticals,Healthcare,China,,TRUE,R,M,11/12/1964 0:00,Rao,Wei,,4/4/2023 5:01,,,1964,11,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Service,Helena Revoredo,76,Spain,Madrid,Security services,Service,Spain,,FALSE,D,F,2/10/1947 0:00,Revoredo,Helena,,4/4/2023 5:01,,,1947,2,10,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
2405,1100,Finance & Investments,Matthew Roszak,50,United States,Chicago,Cryptocurrency,Finance & Investments,United States,,TRUE,D,M,12/9/1972 0:00,Roszak,Matthew,,4/4/2023 5:01,Illinois,Midwest,1972,12,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Technology,Paul Sciarra,42,United States,San Francisco,Pinterest,Technology,United States,,TRUE,D,M,2/15/1981 0:00,Sciarra,Paul,,4/4/2023 5:01,California,West,1981,2,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Rajesh Sharma,53,India,Mumbai,Finance,Finance & Investments,India,,FALSE,N,M,2/25/1970 0:00,Sharma,Rajesh,,4/4/2023 5:01,,,1970,2,25,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Energy,Dean Solon,58,United States,Gallatin,Solar systems,Energy,United States,,TRUE,U,M,1/1/1965 0:00,Solon,Dean,,4/4/2023 5:01,Tennessee,South,1965,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Michael Spencer,67,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,,TRUE,E,M,5/30/1955 0:00,Spencer,Michael,,4/4/2023 5:01,,,1955,5,30,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Finance & Investments,Joseph Steinberg,79,United States,New York,Investments,Finance & Investments,United States,,TRUE,U,M,2/5/1944 0:00,Steinberg,Joseph,,4/4/2023 5:01,New York,Northeast,1944,2,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Food & Beverage,Zachary Stern,41,United States,Jackson,Liquor,Food & Beverage,United States,,FALSE,Split Family Fortune,M,1/9/1982 0:00,Stern,Zachary,,4/4/2023 5:01,Wyoming,South,1982,1,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Manufacturing,Manny Stul,73,Australia,Melbourne,Toys,Manufacturing,Australia,,TRUE,D,M,5/9/1949 0:00,Stul,Manny,,4/4/2023 5:01,,,1949,5,9,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
2405,1100,Technology,Sun Hongjun,49,China,Shanghai,Semiconductors,Technology,China,,TRUE,D,M,7/1/1973 0:00,Sun,Hongjun,,4/4/2023 5:01,,,1973,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Sun Weijie,59,China,Yantai,Oilfield equipment,Manufacturing,China,,TRUE,D,M,7/26/1963 0:00,Sun,Weijie,,4/4/2023 5:01,,,1963,7,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Sehat Sutardja,61,United States,Las Vegas,Semiconductors,Technology,United States,,TRUE,D,M,7/9/1961 0:00,Sutardja,Sehat,,4/4/2023 5:01,Nevada,West,1961,7,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Media & Entertainment,Min-Liang Tan,45,Singapore,Singapore,gaming,Media & Entertainment,Singapore,,TRUE,R,M,11/5/1977 0:00,Tan,Min-Liang,,4/4/2023 5:01,,,1977,11,5,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2405,1100,Fashion & Retail,Tan Yu Yeh,52,Malaysia,Selangor,Retail,Fashion & Retail,Malaysia,,TRUE,D,M,1/1/1971 0:00,Tan,Yu Yeh,,4/4/2023 5:01,,,1971,1,1,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385,4.210484,101.975766
2405,1100,Automotive,Tang Aoqi & family,77,China,Changzhou,Auto parts,Automotive,China,,TRUE,N,M,4/11/1945 0:00,Tang,Aoqi,,4/4/2023 5:01,,,1945,4,11,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Vonnarat Tangkaravakoon,51,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,,FALSE,D,M,9/11/1971 0:00,Tangkaravakoon,Vonnarat,,4/4/2023 5:01,,,1971,9,11,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
2405,1100,Food & Beverage,Tsao Ter-fung,76,Taiwan,Taipei,Food,Food & Beverage,Taiwan,,TRUE,N,M,1/1/1947 0:00,Tsao,Ter-fung,,4/4/2023 5:01,,,1947,1,1,,,,,,,,,,,
2405,1100,Manufacturing,Tung Ching Sai,58,China,Dongguan,Manufacturing,Manufacturing,China,,TRUE,D,M,1/1/1965 0:00,Tung,Ching Sai,,4/4/2023 5:01,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Arkady Volozh,59,Israel,Tel Aviv,Search engine,Technology,Russia,,TRUE,R,M,2/11/1964 0:00,Volozh,Arkady,,4/4/2023 5:01,,,1964,2,11,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
2405,1100,Manufacturing,Peter-Alexander Wacker,71,Germany,Starnberg,Chemicals,Manufacturing,Germany,,FALSE,U,M,10/2/1951 0:00,Wacker,Peter-Alexander,,4/4/2023 5:01,,,1951,10,2,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Food & Beverage,Wan Long,82,China,Luohe,Food,Food & Beverage,China,,TRUE,D,M,9/1/1940 0:00,Wan,Long,,4/4/2023 5:01,,,1940,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Diversified,Wang Han,35,China,Shanghai,Airline,Diversified,China,,FALSE,D,M,8/1/1987 0:00,Wang,Han,,4/4/2023 5:01,,,1987,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Media & Entertainment,Lars Wingefors,46,Sweden,Karlstad,Video games,Media & Entertainment,Sweden,,TRUE,D,M,4/2/1977 0:00,Wingefors,Lars,,4/4/2023 5:01,,,1977,4,2,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2405,1100,Manufacturing,Allan Wong,73,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,,TRUE,E,M,4/1/1950 0:00,Wong,Allan,,4/4/2023 5:01,,,1950,4,1,,,,,,,,,,,
2405,1100,Sports,Tiger Woods,47,United States,Jupiter Island,Golf,Sports,United States,PGA,TRUE,N,M,12/30/1975 0:00,Woods,Tiger,Athlete,4/4/2023 5:01,Florida,South,1975,12,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Fashion & Retail,Horst Wortmann,81,Germany,Detmold,Footwear,Fashion & Retail,Germany,,TRUE,D,M,5/8/1941 0:00,Wortmann,Horst,,4/4/2023 5:01,,,1941,5,8,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Telecom,Wu Kaiting,53,China,Xiamen,Electronics,Telecom,Hong Kong,,TRUE,D,M,12/1/1969 0:00,Wu,Kaiting,,4/4/2023 5:01,,,1969,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Wu Li-gann,82,Taiwan,Kaohsiung,Electronic components,Manufacturing,Taiwan,,TRUE,D,M,1/1/1941 0:00,Wu,Li-gann,,4/4/2023 5:01,,,1941,1,1,,,,,,,,,,,
2405,1100,Food & Beverage,Wu Xiangdong,54,China,Beijing,Consumer,Food & Beverage,China,,TRUE,D,M,1/1/1969 0:00,Wu,Xiangdong,,4/4/2023 5:01,,,1969,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Xiu Laigui,68,China,Tonghua,Pharmaceuticals,Healthcare,China,,TRUE,D,M,7/1/1954 0:00,Xiu,Laigui,,4/4/2023 5:01,,,1954,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Xu Jiangnan,61,China,Leping,Vitamins,Healthcare,China,,TRUE,N,M,1/1/1962 0:00,Xu,Jiangnan,,4/4/2023 5:01,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Telecom,Xue Jiping,72,China,Nantong,Cable,Telecom,China,,TRUE,D,M,1/1/1951 0:00,Xue,Jiping,,4/4/2023 5:01,,,1951,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Yao Hsiao Tung,83,Singapore,Singapore,Manufacturing,Manufacturing,Singapore,,TRUE,U,M,1/1/1940 0:00,Yao,Hsiao Tung,,4/4/2023 5:01,,,1940,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2405,1100,Technology,Ye Qiongjiu,68,China,Hangzhou,Software,Technology,China,,TRUE,U,F,10/14/1954 0:00,Ye,Qiongjiu,,4/4/2023 5:01,,,1954,10,14,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Food & Beverage,Yanqiao Ye,53,China,Foshan,Soy sauce,Food & Beverage,China,,TRUE,D,M,10/1/1969 0:00,Ye,Yanqiao,,4/4/2023 5:01,,,1969,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Yeh Kuo-I,81,,,Manufacturing,Manufacturing,Taiwan,,TRUE,D,M,4/21/1941 0:00,Yeh,Kuo-I,,4/4/2023 5:01,,,1941,4,21,,,,,,,,,,,
2405,1100,Media & Entertainment,Yu Faxiang,51,China,Shaoxing,"Tourism, cultural industry",Media & Entertainment,China,,TRUE,D,M,10/7/1971 0:00,Yu,Faxiang,,4/4/2023 5:01,,,1971,10,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Metals & Mining,Zeng Chaolin,40,China,Yongzhou,Aluminium,Metals & Mining,China,,FALSE,D,M,8/1/1982 0:00,Zeng,Chaolin,,4/4/2023 5:01,,,1982,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Construction & Engineering,Kapeng Zhang,58,China,Linhai,Building materials,Construction & Engineering,China,,TRUE,U,M,1/1/1965 0:00,Zhang,Kapeng,,4/4/2023 5:01,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Fashion & Retail,Zhang Xuansong,51,China,Fuzhou,Supermarkets,Fashion & Retail,China,,TRUE,D,M,10/9/1971 0:00,Zhang,Xuansong,,4/4/2023 5:01,,,1971,10,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Food & Beverage,Zhang Xuewu,48,China,Changsha,Snacks,Food & Beverage,China,,TRUE,R,M,8/19/1974 0:00,Zhang,Xuewu,,4/4/2023 5:01,,,1974,8,19,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Zhu Yiming,50,China,Beijing,Semiconductors,Technology,China,,TRUE,D,M,7/1/1972 0:00,Zhu,Yiming,,4/4/2023 5:01,,,1972,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
