"name","rank","year","company.founded","company.name","company.relationship","company.sector","company.type","demographics.age","demographics.gender","location.citizenship","location.country code","location.gdp","location.region","wealth.type","wealth.worth in billions","wealth.how.category","wealth.how.from emerging","wealth.how.industry","wealth.how.inherited","wealth.how.was founder","wealth.how.was political"
"Brian Roberts","1372","2014","1969","Comcast","relation","media","new","54","male","United States","USA","0.0","North America","inherited","1.2","Non-Traded Sectors","True","Media","father","True","True"
"Carol Jenkins Barnett","1372","2014","1930","Publix Super Markets","relation","groceries","new","57","female","United States","USA","0.0","North America","inherited","1.2","Non-Traded Sectors","True","Retail, Restaurant","father","True","True"
"Cho Tak Wong","1372","2014","1987","Fuyao Glass Industry Group","CEO","auto glass","new","67","male","Hong Kong","HKG","0.0","East Asia","executive","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Cho Yang-Rai","1372","2014","1941","Hankook Tire","relation","tire manufacturing","new","76","male","South Korea","KOR","0.0","East Asia","inherited","1.2","Traded Sectors","True","Consumer","father","True","True"
"Claude Dauphin","1372","2014","1993","Trafigura Beheer BV","founder","commodity trading","new","63","male","France","FRA","0.0","Europe","privatized and resources","1.2","Resource Related","True","Mining and metals","not inherited","True","True"
"Dan Snyder","1372","2014","1988","Snyder Communications","founder","advertising","new","49","male","United States","USA","0.0","North America","founder non-finance","1.2","0","True","Other","not inherited","True","True"
"David Yakobashvili","1372","2014","1992","Wimm-Bill-Dann","owner","dairy","new","57","male","Russia","RUS","0.0","Europe","privatized and resources","1.2","Resource Related","True","Energy","not inherited","True","True"
"Denise York","1372","2014","1944","The DeBartolo Corporation","relation","real estate","new","63","female","United States","USA","0.0","North America","inherited","1.2","0","True","0","father","True","True"
"Donald Hall","1372","2014","1910","Hallmark Cards","relation","greeting cards","new","85","male","United States","USA","0.0","North America","inherited","1.2","Non-Traded Sectors","True","Retail, Restaurant","father","True","True"
"Dorothea Steinbruch","1372","2014","1967","Vicuna Group","relation","steel","new","0","female","Brazil","BRA","0.0","Latin America","inherited","1.2","Resource Related","True","Non-consumer industrial","spouse/widow","True","True"
"Douglas Hsu","1372","2014","1940","Far Eastern Group","relation","textiles","new","71","male","Taiwan","Taiwan","0.0","East Asia","inherited","1.2","Financial","True","Diversified financial","father","True","True"
"Drew Houston","1372","2014","2007","Dropbox","founder","internet company","new","30","male","United States","USA","0.0","North America","founder non-finance","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Edwin Soeryadjaya","1372","2014","1957","Astra International","relation","automotive","new","65","male","Indonesia","IDN","0.0","East Asia","inherited","1.2","Resource Related","True","Mining and metals","father","True","True"
"Fahd Hariri","1372","2014","1978","Saudi Oger","relation","construction","aquired","33","male","Lebanon","LBN","0.0","Middle East/North Africa","inherited","1.2","Non-Traded Sectors","True","Constrution","father","True","True"
"Gabe Newell","1372","2014","1996","Valve Corporation","founder","video games","new","51","male","United States","USA","0.0","North America","founder non-finance","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Gerry Harvey","1372","2014","1982","Harvey Norman","founder","retail","new","74","male","Australia","AUS","0.0","North America","founder non-finance","1.2","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Gilles Martin","1372","2014","1988","Eurofins Scientific","founder","laboratory services","new","50","male","France","FRA","0.0","Europe","founder non-finance","1.2","New Sectors","True","Technology-Medical","not inherited","True","True"
"Guilherme Peirao Leal","1372","2014","1969","Natura Cosmeticos","co-chairman","cosmetics","new","64","male","Brazil","BRA","0.0","Latin America","executive","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Hary Tanoesoedibjo","1372","2014","1989","MNC Group","founder","media","aquired","48","male","Indonesia","IDN","0.0","East Asia","founder non-finance","1.2","Non-Traded Sectors","True","Media","not inherited","True","True"
"Huang Wen Tsai","1372","2014","1996","Star River Goup","founder","real estate","new","60","male","China","CHN","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Ioan Niculae","1372","2014","1995","InterAgro","founder","aigriculture","new","59","male","Romania","ROU","0.0","Europe","privatized and resources","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Jacky Xu","1372","2014","1999","Trendy Internation Group","founder","apparel","new","0","male","St. Kitts and Nevis","KNA","0.0","Latin America","founder non-finance","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Jacques Merceron-Vicat","1372","2014","1853","Vicat","relation","cement","new","75","male","France","FRA","0.0","Europe","inherited","1.2","Non-Traded Sectors","True","Constrution","3rd generation","True","True"
"James Ratcliffe","1372","2014","1998","Ineos","founder","chemicals","new","61","male","United Kingdom","GBR","0.0","Europe","founder non-finance","1.2","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Jeff Rothschild","1372","2014","2004","Facebook","Vice President of Infrastructure Software","internet company","new","59","male","United States","USA","0.0","North America","executive","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Koh Wee Meng","1372","2014","1993","Fragrance Group","founder","real estate","new","50","male","Singapore","SGP","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Konstantin Nikolaev","1372","2014","1996","N-Trans","founder","infrastructure","new","42","male","Russia","RUS","0.0","Europe","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Kostyantin Zhevago","1372","2014","1960","Ferrexpo","founder","iron","privatization","40","male","Ukraine","UKR","0.0","Europe","privatized and resources","1.2","Resource Related","True","Mining and metals","not inherited","True","True"
"Lang Walker","1372","2014","1972","The Walker Group","founder","real estate","new","68","male","Australia","AUS","0.0","North America","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Len Buckeridge","1372","2014","1960","Buckeridge Group of Companies","founder","construction","new","77","male","Australia","AUS","0.0","North America","founder non-finance","1.2","Non-Traded Sectors","True","Constrution","not inherited","True","True"
"Leonid Simanovsky","1372","2014","1994","Novatek","founder","gas","new","64","male","Russia","RUS","0.0","Europe","self-made finance","1.2","Financial","True","Diversified financial","not inherited","True","True"
"Li Li","1372","2014","1998","Shenzhen Hepalink Pharmaceutical","founder","pharmaceuticals","new","50","male","China","CHN","0.0","East Asia","founder non-finance","1.2","New Sectors","True","Technology-Medical","not inherited","True","True"
"Lia Maria Aguiar","1372","2014","1943","Bradesco","relation","banking","new","76","female","Brazil","BRA","0.0","Latin America","inherited","1.2","Financial","True","Money Management","father","True","True"
"Liu Xuejing","1372","2014","1991","GMK Holding","owner","copper, poultry","new","63","male","China","CHN","0.0","East Asia","privatized and resources","1.2","Resource Related","True","Mining and metals","not inherited","True","True"
"Maria Ines de Lafuente Lacroze","1372","2014","1926","Loma Negra","relation","cement","new","69","female","Argentina","ARG","0.0","Latin America","inherited","1.2","Non-Traded Sectors","True","Constrution","father","True","True"
"Mark Dixon","1372","2014","1989","Regus","founder","business centers","new","55","male","United Kingdom","GBR","0.0","Europe","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Michael Krasny","1372","2014","1984","CDW Corporation","founder","retail","new","60","male","United States","USA","0.0","North America","founder non-finance","1.2","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Mofatraj Munot","1372","2014","1969","Kalpataru Group","founder","real estate","new","69","male","India","IND","0.0","South Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Mohammed Al Barwani","1372","2014","1982","MB Holding","founder","oil","new","62","male","Oman","OMN","0.0","Middle East/North Africa","privatized and resources","1.2","Resource Related","True","Energy","not inherited","True","True"
"Mokhzani Mahathir","1372","2014","1975","SapuraKencana","founder","oil and gas","new","53","male","Malaysia","MYS","0.0","East Asia","privatized and resources","1.2","Resource Related","True","Energy","not inherited","True","True"
"Mori Arkin","1372","2014","1983","Agis Industries","owner","pharmaceuticals","new","61","male","Israel","ISR","0.0","Middle East/North Africa","executive","1.2","New Sectors","True","Technology-Medical","not inherited","True","True"
"Nan Cunhui","1372","2014","1984","Chint Group","chairman","electricity","new","50","male","China","CHN","0.0","East Asia","executive","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Nikita Mishin","1372","2014","1996","N-Trans","founder","infrastructure","new","42","male","Russia","RUS","0.0","Europe","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Nikolai Maximov","1372","2014","2004","Maxi Group","founder","mettallurgy","new","56","male","Russia","RUS","0.0","Europe","self-made finance","1.2","Financial","True","Diversified financial","not inherited","True","True"
"Nirav Modi","1372","2014","1999","Firestar International","founder","diamond jewelry","new","43","male","India","IND","0.0","South Asia","founder non-finance","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Rakesh Jhunjhunwala","1372","2014","1968","Lupin","investor","pharmaceuticals","new","53","male","India","IND","0.0","South Asia","self-made finance","1.2","Financial","True","Other","not inherited","True","True"
"Ron Sim","1372","2014","1980","OSIM International","founder","retail","new","56","male","Singapore","SGP","0.0","East Asia","founder non-finance","1.2","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Ronald Joyce","1372","2014","1967","Tim Hortons","founder","restaurant","new","83","male","Canada","CAN","0.0","North America","founder non-finance","1.2","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Rubens Menin Teixeira de Souza","1372","2014","1979","MRV Engenharia","founder","construction","new","57","male","Brazil","BRA","0.0","Latin America","founder non-finance","1.2","Non-Traded Sectors","True","Constrution","not inherited","True","True"
"Steve Case","1372","2014","1985","AOL","Chairman and Chief Executive Officer","internet company","new","55","male","United States","USA","0.0","North America","executive","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Suat Gunsel","1372","2014","1988","Near East University","founder","education","new","61","male","Cyprus","CYP","0.0","Europe","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Tian Ming","1372","2014","1990","Hefei Meiya Optoelectronic Technology","owner","measuring instruments","new","60","male","China","CHN","0.0","East Asia","executive","1.2","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Tu Jianhua","1372","2014","0","Lancing Motor","chairman","motorcycles","new","50","male","China","CHN","0.0","East Asia","executive","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Vincent McMahon","1372","2014","1952","World Wrestling Entertainment (WWE)","relation","wrestling promotion","new","68","male","United States","USA","0.0","North America","inherited","1.2","0","True","0","father","True","True"
"William Macaulay","1372","2014","1983","First Reserve Corporation","founder","private equity","new","68","male","United States","USA","0.0","North America","privatized and resources","1.2","Resource Related","True","Energy","not inherited","True","True"
"Wong Man Li","1372","2014","1992","Man Wah Holdings","founder","furniture","new","49","male","Hong Kong","HKG","0.0","East Asia","founder non-finance","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Xiu Li Hawken","1372","2014","2007","Renhe Commercial Holdings","owner","real estate","new","51","female","United Kingdom","GBR","0.0","Europe","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Yu Minhong","1372","2014","1993","New Oriental Education and Technology Group","founder","education","new","52","male","China","CHN","0.0","East Asia","founder non-finance","1.2","0","True","Other","not inherited","True","True"
"Zhang Zhongneng","1372","2014","1993","Guangdong Dongyangguang Aluminum","owner","aluminum","privatization","50","male","China","CHN","0.0","East Asia","privatized and resources","1.2","Resource Related","True","Mining and metals","not inherited","True","True"
"Zhong Sheng Jian","1372","2014","1993","Yanlord Land Group","founder","real estate","new","56","male","Singapore","SGP","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Ziyaudin Magomedov","1372","2014","2004","Summa Group","founder","ports, gas","new","45","male","Russia","RUS","0.0","Europe","privatized and resources","1.2","Resource Related","True","Energy","not inherited","True","True"
"Alexei Bogachev","1442","2014","1994","Magnit","owner","retail","new","43","male","Russia","RUS","0.0","Europe","executive","1.2","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Alexei Semin","1442","2014","1991","Obrazovanie","owner","real estate","new","46","male","Russia","RUS","0.0","Europe","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Alfredo Egydio Arruda Villela Filho","1442","2014","1966","Itausa Investimentos Itau SA","relation","banking","new","44","male","Brazil","BRA","0.0","Latin America","inherited","1.2","Financial","True","Money Management","father","True","True"
"Andrei Kuzyaev","1442","2014","1991","Perm Financial Industrial Group (PFIG)","founder","telecom","new","48","male","Russia","RUS","0.0","Europe","privatized and resources","1.2","Non-Traded Sectors","True","Media","not inherited","True","True"
"Brij Bhushan Singal","1442","2014","1987","Bhushan Steel","founder","steel","new","77","male","India","IND","0.0","South Asia","privatized and resources","1.2","Resource Related","True","Non-consumer industrial","not inherited","True","True"
"Daisy Igel","1442","2014","1930","Ultrapar","relation","gas, petrochemicals","new","86","female","Brazil","BRA","0.0","Latin America","inherited","1.2","Resource Related","True","Energy","father","True","True"
"Danny Tan Chee Sing","1442","2014","1990","Dijaya","founder","real estate","new","58","male","Malaysia","MYS","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Eduardo Hochschild","1442","2014","1911","Hochschild Mining","relation","mining","new","50","male","Peru","PER","0.0","Latin America","inherited","1.2","Resource Related","True","Mining and metals","3rd generation","True","True"
"Fernando Roig","1442","2014","1977","Mercadona","relation","groceries","new","66","male","Spain","ESP","0.0","Europe","inherited","1.2","Non-Traded Sectors","True","Retail, Restaurant","father","True","True"
"Jacob Stolt-Nielsen","1442","2014","1959","Parcel Trade","founder","shipping","new","82","male","Norway","NOR","0.0","Europe","founder non-finance","1.2","Traded Sectors","True","Other","not inherited","True","True"
"Jane Lauder","1442","2014","1946","Est?Lauder","relation","makeup","new","41","female","United States","USA","0.0","North America","inherited","1.2","Traded Sectors","True","Consumer","3rd generation","True","True"
"John Edson","1442","2014","1955","Baylinter Marine Corp","founder","boats","new","81","male","United States","USA","0.0","North America","founder non-finance","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Lee Hae-Jin","1442","2014","1999","Naver","owner","internet company","new","46","male","South Korea","KOR","0.0","East Asia","founder non-finance","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Lee Seo-Hyun","1442","2014","1938","Samsung","relation","electronics","new","40","female","South Korea","KOR","0.0","East Asia","inherited","1.2","New Sectors","True","Technology-Computer","3rd generation","True","True"
"Liu Zhenguo","1442","2014","2001","Beijing Originwater Technology","Vice Chairman","sewage treatment","new","49","male","China","CHN","0.0","East Asia","executive","1.2","0","True","0","not inherited","True","True"
"Ma Xingtian","1442","2014","1998","Kangmei Pharmaceutical","founder","pharmaceuticals","new","44","male","China","CHN","0.0","East Asia","founder non-finance","1.2","New Sectors","True","Technology-Medical","not inherited","True","True"
"Max Turnauer","1442","2014","1969","Constantia","relation","manufacturing","new","78","male","Austria","AUT","0.0","Europe","inherited","1.2","Traded Sectors","True","Non-consumer industrial","father","True","True"
"Megdet Rahimkulov","1442","2014","1989","Gazprom","Chief Executive","gas","state owned enterprise","68","male","Russia","RUS","0.0","Europe","privatized and resources","1.2","Financial","True","Diversified financial","not inherited","True","True"
"Miao Shouliang","1442","2014","0","Fuyuan Group","","real estate","new","59","male","China","CHN","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Mitchell Jacobson","1442","2014","1941","MSC Direct","relation","industrial equipment","new","62","male","United States","USA","0.0","North America","inherited","1.2","Traded Sectors","True","Non-consumer industrial","father","True","True"
"Qi Xiangdong","1442","2014","2005","Qihoo","founder","internet company","new","43","male","China","CHN","0.0","East Asia","founder non-finance","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Thongma Vijitpongpun","1442","2014","1993","Pruksa Real Estate","founder","real estate","new","55","male","Thailand","THA","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Ye Cheng","1442","2014","1992","Shandong Landbridge Group","chairman","port logistics","new","52","male","China","CHN","0.0","East Asia","self-made finance","1.2","Financial","True","Diversified financial","not inherited","True","True"
"Aerin Lauder Zinterhofer","1465","2014","1946","Est?Lauder","relation","makeup","new","44","female","United States","USA","0.0","North America","inherited","1.1","Traded Sectors","True","Consumer","3rd generation","True","True"
"Ahmet Calik","1465","2014","1981","Calik Holding","relation","textiles","new","56","male","Turkey","TUR","0.0","Middle East/North Africa","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Airat Shaimiev","1465","2014","1995","TAIF Group","owner","oil","new","51","male","Russia","RUS","0.0","Europe","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Albert Shigaboutdinov","1465","2014","1995","TAIF Group","owner","oil","new","59","male","Russia","RUS","0.0","Europe","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Albert Yeung","1465","2014","1964","Emperor Group","founder","watch retail","new","70","male","Hong Kong","HKG","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Alexander Rovt","1465","2014","1987","IBE Trade","owner","fertilizers","aquired","61","male","United States","USA","0.0","North America","executive","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Alexander Spanos","1465","2014","1960","A. G. Spanos Companies","founder","real estate","new","90","male","United States","USA","0.0","North America","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Alfred Mann","1465","2014","1956","Spectrolab","founder","software","new","88","male","United States","USA","0.0","North America","founder non-finance","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Aloke Lohia","1465","2014","1988","Indorama Ventures","founder","polymers","new","55","male","Thailand","THA","0.0","East Asia","founder non-finance","1.1","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Ana Lucia de Mattos Barretto Villela","1465","2014","1966","Itausa Investimentos Itau SA","relation","banking","new","40","female","Brazil","BRA","0.0","Latin America","inherited","1.1","Financial","True","Money Management","father","True","True"
"Anatoly Sedykh","1465","2014","1999","United Metallurigcal Company","founder","pipes","new","49","male","Russia","RUS","0.0","Europe","privatized and resources","1.1","Resource Related","True","Non-consumer industrial","not inherited","True","True"
"Andrei Rappoport","1465","2014","1991","RAO UES","founder","investments","aquired","50","male","Russia","RUS","0.0","Europe","self-made finance","1.1","Financial","True","Diversified financial","not inherited","True","True"
"Aydin Dogan","1465","2014","1961","Dogan Holding","founder","media","new","77","male","Turkey","TUR","0.0","Middle East/North Africa","founder non-finance","1.1","Non-Traded Sectors","True","Media","not inherited","True","True"
"Binod Chaudhary","1465","2014","1970","Chaudhary Group","relation","retail","new","58","male","Nepal","NPL","0.0","South Asia","self-made finance","1.1","Financial","True","Diversified financial","not inherited","True","True"
"Charles Brandes","1465","2014","1974","Brades Investment Partners","founder","investment banking","new","71","male","United States","USA","0.0","North America","self-made finance","1.1","Financial","True","Money Management","not inherited","True","True"
"Charles Munger","1465","2014","1839","Berkshire Hathaway","vice-chairman"," Finance","aquired","90","male","United States","USA","0.0","North America","executive","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Choo Chong Ngen","1465","2014","1996","Hotel 81","founder","hotels","new","62","male","Singapore","SGP","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Daniel Hirschfeld","1465","2014","1948","Buckle","relation","apparel","new","0","male","United States","USA","0.0","North America","executive","1.1","0","True","0","not inherited","True","True"
"Darwin Deason","1465","2014","1988","Affiliated Computer Services","founder","software","new","73","male","United States","USA","0.0","North America","founder non-finance","1.1","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Edir Macedo","1465","2014","1953","Rede Record","owner","media","aquired","69","male","Brazil","BRA","0.0","Latin America","executive","1.1","Non-Traded Sectors","True","Media","not inherited","True","True"
"Evgeny (Eugene) Shvidler","1465","2014","1990","Runicom S.A","founder","oil","new","49","male","United States","USA","0.0","North America","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Fang Wei","1465","2014","2002","Fangda International Industrial Investment?","chairman","mining","new","40","male","China","CHN","0.0","East Asia","privatized and resources","1.1","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Goh Peng Ooi","1465","2014","1989","Silverlake Axis","founder","software","new","59","male","Malaysia","MYS","0.0","East Asia","founder non-finance","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Gordon Wu","1465","2014","1972","Hopewell Holdings","founder","infrastructure","new","79","male","Hong Kong","HKG","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Hajime Satomi","1465","2014","1975","Sammy Corporation","founder","entertainment","new","72","male","Japan","JPN","0.0","East Asia","founder non-finance","1.1","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Harjo Sutanto","1465","2014","1950","Wings Group","founder","laundry soap","new","87","male","Indonesia","IDN","0.0","East Asia","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Henry Engelhardt","1465","2014","1993","Admiral Group","founder","insurance","new","56","male","United States","USA","0.0","North America","self-made finance","1.1","Financial","True","Money Management","not inherited","True","True"
"Hu Kaijun","1465","2014","2005","China Grand Pharmaceutical","owner","pharmaceuticals","new","52","male","China","CHN","0.0","East Asia","privatized and resources","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Huang Zhenda","1465","2014","1993","Guangdong Liantai Group","founder","construction","new","66","male","China","CHN","0.0","East Asia","founder non-finance","1.1","Non-Traded Sectors","True","Constrution","not inherited","True","True"
"Ilkka Herlin","1465","2014","1924","Kone Corporation","relation","elevators","aquired","55","male","Finland","FIN","0.0","Europe","inherited","1.1","Traded Sectors","True","Non-consumer industrial","4th generation","True","True"
"Ilona Herlin","1465","2014","1924","Kone Corporation","relation","elevators","aquired","49","female","Finland","FIN","0.0","Europe","inherited","1.1","Traded Sectors","True","Non-consumer industrial","4th generation","True","True"
"Isaac Larian","1465","2014","1979","MGA Entertainment","founder","toys","new","59","male","United States","USA","0.0","North America","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Jean Burelle","1465","2014","1957","Plastic Omnium","relation","plastic","new","75","male","France","FRA","0.0","Europe","inherited","1.1","Traded Sectors","True","Consumer","father","True","True"
"Jiang Wei","1465","2014","2005","Guizhou Bailing Group Pharmaceutical","chairman","pharmaceuticals","new","52","male","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Jon Huntsman","1465","2014","1982","Huntsman chemical","founder","chemicals","new","76","male","United States","USA","0.0","North America","founder non-finance","1.1","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Jose Maria Aristrain","1465","2014","1902","Arcelor","relation","steel","new","51","male","Spain","ESP","0.0","Europe","inherited","1.1","Resource Related","True","Non-consumer industrial","father","True","True"
"Jose Mendes Nogueira","1465","2014","1966","J Mendes","founder","iron ore","new","86","male","Brazil","BRA","0.0","Latin America","privatized and resources","1.1","Resource Related","True","Mining and metals","not inherited","True","True"
"Joseph Grendys","1465","2014","1985","Koch Foods","owner","meat processing","aquired","52","male","United States","USA","0.0","North America","executive","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Juan Fernando Belmont Anderson","1465","2014","1967","Yanbal Internacional","founder","cosmetics","new","70","male","Peru","PER","0.0","Latin America","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Ke Xiping","1465","2014","1994","Xiamen Hengxing group","founder","mining, investments","new","53","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Diversified financial","not inherited","True","True"
"Koo Bon-Neung","1465","2014","1947","LG Group","relation","electonics","new","64","male","South Korea","KOR","0.0","East Asia","inherited","1.1","New Sectors","True","Technology-Computer","father","True","True"
"Lachhman Das Mittal","1465","2014","1969","Sonalika Group","founder","tractors","new","83","male","India","IND","0.0","South Asia","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Laurent Burelle","1465","2014","1957","Plastic Omnium","relation","plastic","new","64","male","France","FRA","0.0","Europe","inherited","1.1","Traded Sectors","True","Consumer","father","True","True"
"Liu Zhenfeng","1465","2014","1997","Yantai Jereh Oilfield Services Group","owner","oilfield equipment","new","52","male","China","CHN","0.0","East Asia","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Luo Fei","1465","2014","1999","Biostime International Holdings","ceo","infant formula","new","0","male","China","CHN","0.0","East Asia","executive","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Marcel Adams","1465","2014","1958","Iberville Developments","founder","real estate","new","93","male","Canada","CAN","0.0","North America","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Mark Pincus","1465","2014","2007","Zynga","founder","online gaming","new","48","male","United States","USA","0.0","North America","founder non-finance","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Michael Steinhardt","1465","2014","1967","Steinhardt, Fine, Berkowitz & Co","founder","hedge funds","new","73","male","United States","USA","0.0","North America","self-made finance","1.1","Financial","True","Money Management","not inherited","True","True"
"Miriam Blocher","1465","2014","1936","EMS-Chemie","relation","petrochemicals","aquired","39","female","Switzerland","CHE","0.0","Europe","inherited","1.1","Traded Sectors","True","Non-consumer industrial","father","True","True"
"Mohammed Ibrahim","1465","2014","1998","Celtel","founder","telecom","new","67","male","United Kingdom","GBR","0.0","Europe","founder non-finance","1.1","Non-Traded Sectors","True","Media","not inherited","True","True"
"Niklas Herlin","1465","2014","1924","Kone Corporation","relation","elevators","aquired","50","male","Finland","FIN","0.0","Europe","inherited","1.1","Traded Sectors","True","Non-consumer industrial","4th generation","True","True"
"Nikolai Sarkisov","1465","2014","1991","RESO-Garantiya","owner","insurance","new","45","male","Russia","RUS","0.0","Europe","self-made finance","1.1","Financial","True","Hedge funds","not inherited","True","True"
"Nobutada Saji","1465","2014","1899","Suntory","relation","brewery","new","68","male","Japan","JPN","0.0","East Asia","inherited","1.1","Traded Sectors","True","Consumer","3rd generation","True","True"
"Park Hyeon-Joo","1465","2014","1997","Mirae Asset","founder","asset management","new","55","male","South Korea","KOR","0.0","East Asia","self-made finance","1.1","Financial","True","Money Management","not inherited","True","True"
"PNC Menon","1465","2014","1995","Sobha Developers","founder","real estate","new","65","male","Oman","OMN","0.0","Middle East/North Africa","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Que Wenbin","1465","2014","2001","Duyiwei Biological Pharmaceutical","owner","pharmaceuticals","new","50","male","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Radik Shaimiev","1465","2014","1995","TAIF Group","owner","oil","new","49","male","Russia","RUS","0.0","Europe","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Ray Irani","1465","2014","1920","Occidental Petroleum","former CEO","oil","new","79","male","United States","USA","0.0","North America","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Robert Citrone","1465","2014","1999","Discovery Capital Management","founder","hedge funds","new","49","male","United States","USA","0.0","North America","self-made finance","1.1","Financial","True","Hedge funds","not inherited","True","True"
"Robert Ell","1465","2014","1976","Leda Holdings","founder","construction","new","69","male","Australia","AUS","0.0","North America","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Robert Piccinini","1465","2014","1952","Save Mart","relation","groceries","new","72","male","United States","USA","0.0","North America","inherited","1.1","Non-Traded Sectors","True","Retail, Restaurant","father","True","True"
"Rustem Sulteev","1465","2014","1991","RESO-Garantiya","founder","insurance","new","60","male","Russia","RUS","0.0","Europe","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Sergei Kislov","1465","2014","1992","Yug Rusi","founder","agriculture","new","53","male","Russia","RUS","0.0","Europe","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Sergei Sarkisov","1465","2014","1991","RESO-Garantiya","owner","insurance","new","54","male","Russia","RUS","0.0","Europe","self-made finance","1.1","Financial","True","Money Management","not inherited","True","True"
"Shen Wenrong","1465","2014","1975","Shagang Group","chairman","steel","new","68","male","China","CHN","0.0","East Asia","privatized and resources","1.1","Resource Related","True","Non-consumer industrial","not inherited","True","True"
