States,Regions,latitude,longitude,Dates,Usage
Pondy,SR,11.93499371,79.83000037,21/03/2020 00:00:00,8.1
Bihar,ER,25.78541445,87.4799727,21/03/2020 00:00:00,59.2
Jharkhand,ER,23.80039349,86.41998572,21/03/2020 00:00:00,22.6
Odisha,ER,19.82042971,85.90001746,21/03/2020 00:00:00,88.3
West Bengal,ER,22.58039044,88.32994665,21/03/2020 00:00:00,164.9
Sikkim,ER,27.3333303,88.6166475,21/03/2020 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,21/03/2020 00:00:00,2.3
Assam,NER,26.7499809,94.21666744,21/03/2020 00:00:00,27.2
Manipur,NER,24.79997072,93.95001705,21/03/2020 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,21/03/2020 00:00:00,5.3
Mizoram,NER,23.71039899,92.72001461,21/03/2020 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,21/03/2020 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,21/03/2020 00:00:00,4.5
Punjab,NR,31.51997398,75.98000281,22/03/2020 00:00:00,73.9
Haryana,NR,28.45000633,77.01999101,22/03/2020 00:00:00,74.2
Rajasthan,NR,26.44999921,74.63998124,22/03/2020 00:00:00,146.2
Delhi,NR,28.6699929,77.23000403,22/03/2020 00:00:00,44.3
UP,NR,27.59998069,78.05000565,22/03/2020 00:00:00,236.8
Uttarakhand,NR,30.32040895,78.05000565,22/03/2020 00:00:00,18.4
HP,NR,31.10002545,77.16659704,22/03/2020 00:00:00,11.9
J&K,NR,33.45,76.24,22/03/2020 00:00:00,40.7
Chandigarh,NR,30.71999697,76.78000565,22/03/2020 00:00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,22/03/2020 00:00:00,70.5
Gujarat,WR,22.2587,71.1924,22/03/2020 00:00:00,231.4
MP,WR,21.30039105,76.13001949,22/03/2020 00:00:00,164.4
Maharashtra,WR,19.25023195,73.16017493,22/03/2020 00:00:00,376.6
Goa,WR,15.491997,73.81800065,22/03/2020 00:00:00,6.8
DNH,WR,20.26657819,73.0166178,22/03/2020 00:00:00,1.8
Andhra Pradesh,SR,14.7504291,78.57002559,22/03/2020 00:00:00,162.0
Telangana,SR,18.1124,79.0193,22/03/2020 00:00:00,188.2
Karnataka,SR,12.57038129,76.91999711,22/03/2020 00:00:00,214.5
Kerala,SR,8.900372741,76.56999263,22/03/2020 00:00:00,65.5
Tamil Nadu,SR,12.92038576,79.15004187,22/03/2020 00:00:00,245.5
Pondy,SR,11.93499371,79.83000037,22/03/2020 00:00:00,4.4
Bihar,ER,25.78541445,87.4799727,22/03/2020 00:00:00,74.6
Jharkhand,ER,23.80039349,86.41998572,22/03/2020 00:00:00,22.7
Odisha,ER,19.82042971,85.90001746,22/03/2020 00:00:00,69.1
West Bengal,ER,22.58039044,88.32994665,22/03/2020 00:00:00,140.1
Sikkim,ER,27.3333303,88.6166475,22/03/2020 00:00:00,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,22/03/2020 00:00:00,1.5
Assam,NER,26.7499809,94.21666744,22/03/2020 00:00:00,19.1
Manipur,NER,24.79997072,93.95001705,22/03/2020 00:00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,22/03/2020 00:00:00,3.5
Mizoram,NER,23.71039899,92.72001461,22/03/2020 00:00:00,1.5
Nagaland,NER,25.6669979,94.11657019,22/03/2020 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,22/03/2020 00:00:00,3.4
Punjab,NR,31.51997398,75.98000281,23/03/2020 00:00:00,75.8
Haryana,NR,28.45000633,77.01999101,23/03/2020 00:00:00,75.8
Rajasthan,NR,26.44999921,74.63998124,23/03/2020 00:00:00,149.5
Delhi,NR,28.6699929,77.23000403,23/03/2020 00:00:00,45.8
UP,NR,27.59998069,78.05000565,23/03/2020 00:00:00,241.4
Uttarakhand,NR,30.32040895,78.05000565,23/03/2020 00:00:00,18.5
HP,NR,31.10002545,77.16659704,23/03/2020 00:00:00,12.4
J&K,NR,33.45,76.24,23/03/2020 00:00:00,40.6
Chandigarh,NR,30.71999697,76.78000565,23/03/2020 00:00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,23/03/2020 00:00:00,73.8
Gujarat,WR,22.2587,71.1924,23/03/2020 00:00:00,240.2
MP,WR,21.30039105,76.13001949,23/03/2020 00:00:00,166.2
Maharashtra,WR,19.25023195,73.16017493,23/03/2020 00:00:00,377.2
Goa,WR,15.491997,73.81800065,23/03/2020 00:00:00,7.4
DNH,WR,20.26657819,73.0166178,23/03/2020 00:00:00,1.9
Andhra Pradesh,SR,14.7504291,78.57002559,23/03/2020 00:00:00,164.1
Telangana,SR,18.1124,79.0193,23/03/2020 00:00:00,179.5
Karnataka,SR,12.57038129,76.91999711,23/03/2020 00:00:00,199.8
Kerala,SR,8.900372741,76.56999263,23/03/2020 00:00:00,64.7
Tamil Nadu,SR,12.92038576,79.15004187,23/03/2020 00:00:00,247.0
Pondy,SR,11.93499371,79.83000037,23/03/2020 00:00:00,4.5
Bihar,ER,25.78541445,87.4799727,23/03/2020 00:00:00,73.4
Jharkhand,ER,23.80039349,86.41998572,23/03/2020 00:00:00,22.7
Odisha,ER,19.82042971,85.90001746,23/03/2020 00:00:00,71.4
West Bengal,ER,22.58039044,88.32994665,23/03/2020 00:00:00,134.7
Sikkim,ER,27.3333303,88.6166475,23/03/2020 00:00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,23/03/2020 00:00:00,1.5
Assam,NER,26.7499809,94.21666744,23/03/2020 00:00:00,20.4
Manipur,NER,24.79997072,93.95001705,23/03/2020 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,23/03/2020 00:00:00,3.6
Mizoram,NER,23.71039899,92.72001461,23/03/2020 00:00:00,1.5
Nagaland,NER,25.6669979,94.11657019,23/03/2020 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,23/03/2020 00:00:00,4.0
Punjab,NR,31.51997398,75.98000281,24/03/2020 00:00:00,69.6
Haryana,NR,28.45000633,77.01999101,24/03/2020 00:00:00,73.2
Rajasthan,NR,26.44999921,74.63998124,24/03/2020 00:00:00,148.6
Delhi,NR,28.6699929,77.23000403,24/03/2020 00:00:00,47.6
UP,NR,27.59998069,78.05000565,24/03/2020 00:00:00,249.0
Uttarakhand,NR,30.32040895,78.05000565,24/03/2020 00:00:00,19.1
HP,NR,31.10002545,77.16659704,24/03/2020 00:00:00,12.6
J&K,NR,33.45,76.24,24/03/2020 00:00:00,43.4
Chandigarh,NR,30.71999697,76.78000565,24/03/2020 00:00:00,2.3
Chhattisgarh,WR,22.09042035,82.15998734,24/03/2020 00:00:00,74.2
Gujarat,WR,22.2587,71.1924,24/03/2020 00:00:00,242.8
MP,WR,21.30039105,76.13001949,24/03/2020 00:00:00,169.0
Maharashtra,WR,19.25023195,73.16017493,24/03/2020 00:00:00,381.2
Goa,WR,15.491997,73.81800065,24/03/2020 00:00:00,7.3
DNH,WR,20.26657819,73.0166178,24/03/2020 00:00:00,1.9
Andhra Pradesh,SR,14.7504291,78.57002559,24/03/2020 00:00:00,160.3
Telangana,SR,18.1124,79.0193,24/03/2020 00:00:00,164.2
Karnataka,SR,12.57038129,76.91999711,24/03/2020 00:00:00,182.0
Kerala,SR,8.900372741,76.56999263,24/03/2020 00:00:00,62.8
Tamil Nadu,SR,12.92038576,79.15004187,24/03/2020 00:00:00,235.1
Pondy,SR,11.93499371,79.83000037,24/03/2020 00:00:00,4.6
Bihar,ER,25.78541445,87.4799727,24/03/2020 00:00:00,76.5
Jharkhand,ER,23.80039349,86.41998572,24/03/2020 00:00:00,22.9
Odisha,ER,19.82042971,85.90001746,24/03/2020 00:00:00,69.4
West Bengal,ER,22.58039044,88.32994665,24/03/2020 00:00:00,139.9
Sikkim,ER,27.3333303,88.6166475,24/03/2020 00:00:00,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,24/03/2020 00:00:00,1.5
Assam,NER,26.7499809,94.21666744,24/03/2020 00:00:00,20.3
Manipur,NER,24.79997072,93.95001705,24/03/2020 00:00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,24/03/2020 00:00:00,3.5
Mizoram,NER,23.71039899,92.72001461,24/03/2020 00:00:00,1.5
Nagaland,NER,25.6669979,94.11657019,24/03/2020 00:00:00,2.0
Tripura,NER,23.83540428,91.27999914,24/03/2020 00:00:00,4.0
Punjab,NR,31.51997398,75.98000281,25/03/2020 00:00:00,72.4
Haryana,NR,28.45000633,77.01999101,25/03/2020 00:00:00,70.3
Rajasthan,NR,26.44999921,74.63998124,25/03/2020 00:00:00,150.1
Delhi,NR,28.6699929,77.23000403,25/03/2020 00:00:00,46.1
UP,NR,27.59998069,78.05000565,25/03/2020 00:00:00,248.0
Uttarakhand,NR,30.32040895,78.05000565,25/03/2020 00:00:00,19.5
HP,NR,31.10002545,77.16659704,25/03/2020 00:00:00,13.3
J&K,NR,33.45,76.24,25/03/2020 00:00:00,42.9
Chandigarh,NR,30.71999697,76.78000565,25/03/2020 00:00:00,2.3
Chhattisgarh,WR,22.09042035,82.15998734,25/03/2020 00:00:00,72.4
Gujarat,WR,22.2587,71.1924,25/03/2020 00:00:00,241.1
MP,WR,21.30039105,76.13001949,25/03/2020 00:00:00,168.2
Maharashtra,WR,19.25023195,73.16017493,25/03/2020 00:00:00,378.2
Goa,WR,15.491997,73.81800065,25/03/2020 00:00:00,7.2
DNH,WR,20.26657819,73.0166178,25/03/2020 00:00:00,2.0
Andhra Pradesh,SR,14.7504291,78.57002559,25/03/2020 00:00:00,155.6
Telangana,SR,18.1124,79.0193,25/03/2020 00:00:00,165.4
Karnataka,SR,12.57038129,76.91999711,25/03/2020 00:00:00,187.8
Kerala,SR,8.900372741,76.56999263,25/03/2020 00:00:00,63.8
Tamil Nadu,SR,12.92038576,79.15004187,25/03/2020 00:00:00,237.5
Pondy,SR,11.93499371,79.83000037,25/03/2020 00:00:00,4.7
Bihar,ER,25.78541445,87.4799727,25/03/2020 00:00:00,79.1
Jharkhand,ER,23.80039349,86.41998572,25/03/2020 00:00:00,20.5
Odisha,ER,19.82042971,85.90001746,25/03/2020 00:00:00,63.8
West Bengal,ER,22.58039044,88.32994665,25/03/2020 00:00:00,136.4
Sikkim,ER,27.3333303,88.6166475,25/03/2020 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,25/03/2020 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,25/03/2020 00:00:00,20.1
Manipur,NER,24.79997072,93.95001705,25/03/2020 00:00:00,2.2
Meghalaya,NER,25.57049217,91.8800142,25/03/2020 00:00:00,3.6
Mizoram,NER,23.71039899,92.72001461,25/03/2020 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,25/03/2020 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,25/03/2020 00:00:00,4.5
Punjab,NR,31.51997398,75.98000281,26/03/2020 00:00:00,74.0
Haryana,NR,28.45000633,77.01999101,26/03/2020 00:00:00,73.8
Rajasthan,NR,26.44999921,74.63998124,26/03/2020 00:00:00,150.6
Delhi,NR,28.6699929,77.23000403,26/03/2020 00:00:00,47.5
UP,NR,27.59998069,78.05000565,26/03/2020 00:00:00,252.4
Uttarakhand,NR,30.32040895,78.05000565,26/03/2020 00:00:00,19.7
HP,NR,31.10002545,77.16659704,26/03/2020 00:00:00,13.1
J&K,NR,33.45,76.24,26/03/2020 00:00:00,41.2
Chandigarh,NR,30.71999697,76.78000565,26/03/2020 00:00:00,2.3
Chhattisgarh,WR,22.09042035,82.15998734,26/03/2020 00:00:00,77.2
Gujarat,WR,22.2587,71.1924,26/03/2020 00:00:00,243.8
MP,WR,21.30039105,76.13001949,26/03/2020 00:00:00,171.8
Maharashtra,WR,19.25023195,73.16017493,26/03/2020 00:00:00,383.2
Goa,WR,15.491997,73.81800065,26/03/2020 00:00:00,7.2
DNH,WR,20.26657819,73.0166178,26/03/2020 00:00:00,2.0
Andhra Pradesh,SR,14.7504291,78.57002559,26/03/2020 00:00:00,130.6
Telangana,SR,18.1124,79.0193,26/03/2020 00:00:00,167.8
Karnataka,SR,12.57038129,76.91999711,26/03/2020 00:00:00,186.6
Kerala,SR,8.900372741,76.56999263,26/03/2020 00:00:00,64.2
Tamil Nadu,SR,12.92038576,79.15004187,26/03/2020 00:00:00,224.4
Pondy,SR,11.93499371,79.83000037,26/03/2020 00:00:00,4.6
Bihar,ER,25.78541445,87.4799727,26/03/2020 00:00:00,82.8
Jharkhand,ER,23.80039349,86.41998572,26/03/2020 00:00:00,21.0
Odisha,ER,19.82042971,85.90001746,26/03/2020 00:00:00,63.0
West Bengal,ER,22.58039044,88.32994665,26/03/2020 00:00:00,124.2
Sikkim,ER,27.3333303,88.6166475,26/03/2020 00:00:00,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,26/03/2020 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,26/03/2020 00:00:00,18.2
Manipur,NER,24.79997072,93.95001705,26/03/2020 00:00:00,2.8
Meghalaya,NER,25.57049217,91.8800142,26/03/2020 00:00:00,3.3
Mizoram,NER,23.71039899,92.72001461,26/03/2020 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,26/03/2020 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,26/03/2020 00:00:00,3.4
Punjab,NR,31.51997398,75.98000281,27/03/2020 00:00:00,75.9
Haryana,NR,28.45000633,77.01999101,27/03/2020 00:00:00,76.7
Rajasthan,NR,26.44999921,74.63998124,27/03/2020 00:00:00,155.5
Delhi,NR,28.6699929,77.23000403,27/03/2020 00:00:00,48.4
UP,NR,27.59998069,78.05000565,27/03/2020 00:00:00,260.3
Uttarakhand,NR,30.32040895,78.05000565,27/03/2020 00:00:00,20.3
HP,NR,31.10002545,77.16659704,27/03/2020 00:00:00,13.2
J&K,NR,33.45,76.24,27/03/2020 00:00:00,41.7
Chandigarh,NR,30.71999697,76.78000565,27/03/2020 00:00:00,2.3
Chhattisgarh,WR,22.09042035,82.15998734,27/03/2020 00:00:00,75.1
Gujarat,WR,22.2587,71.1924,27/03/2020 00:00:00,246.0
MP,WR,21.30039105,76.13001949,27/03/2020 00:00:00,174.0
Maharashtra,WR,19.25023195,73.16017493,27/03/2020 00:00:00,383.1
Goa,WR,15.491997,73.81800065,27/03/2020 00:00:00,6.6
DNH,WR,20.26657819,73.0166178,27/03/2020 00:00:00,2.1
Andhra Pradesh,SR,14.7504291,78.57002559,27/03/2020 00:00:00,139.7
Telangana,SR,18.1124,79.0193,27/03/2020 00:00:00,165.5
Karnataka,SR,12.57038129,76.91999711,27/03/2020 00:00:00,184.1
Kerala,SR,8.900372741,76.56999263,27/03/2020 00:00:00,62.9
Tamil Nadu,SR,12.92038576,79.15004187,27/03/2020 00:00:00,207.8
Pondy,SR,11.93499371,79.83000037,27/03/2020 00:00:00,4.6
Bihar,ER,25.78541445,87.4799727,27/03/2020 00:00:00,83.2
Jharkhand,ER,23.80039349,86.41998572,27/03/2020 00:00:00,22.3
Odisha,ER,19.82042971,85.90001746,27/03/2020 00:00:00,69.4
West Bengal,ER,22.58039044,88.32994665,27/03/2020 00:00:00,137.3
Sikkim,ER,27.3333303,88.6166475,27/03/2020 00:00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,27/03/2020 00:00:00,1.4
Assam,NER,26.7499809,94.21666744,27/03/2020 00:00:00,12.2
Manipur,NER,24.79997072,93.95001705,27/03/2020 00:00:00,2.1
Meghalaya,NER,25.57049217,91.8800142,27/03/2020 00:00:00,3.7
Mizoram,NER,23.71039899,92.72001461,27/03/2020 00:00:00,1.5
Nagaland,NER,25.6669979,94.11657019,27/03/2020 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,27/03/2020 00:00:00,3.8
Punjab,NR,31.51997398,75.98000281,28/03/2020 00:00:00,77.7
Haryana,NR,28.45000633,77.01999101,28/03/2020 00:00:00,79.3
Rajasthan,NR,26.44999921,74.63998124,28/03/2020 00:00:00,158.3
Delhi,NR,28.6699929,77.23000403,28/03/2020 00:00:00,50.1
UP,NR,27.59998069,78.05000565,28/03/2020 00:00:00,265.9
Uttarakhand,NR,30.32040895,78.05000565,28/03/2020 00:00:00,20.1
HP,NR,31.10002545,77.16659704,28/03/2020 00:00:00,13.0
J&K,NR,33.45,76.24,28/03/2020 00:00:00,43.7
Chandigarh,NR,30.71999697,76.78000565,28/03/2020 00:00:00,2.3
Chhattisgarh,WR,22.09042035,82.15998734,28/03/2020 00:00:00,76.0
Gujarat,WR,22.2587,71.1924,28/03/2020 00:00:00,247.4
MP,WR,21.30039105,76.13001949,28/03/2020 00:00:00,176.4
Maharashtra,WR,19.25023195,73.16017493,28/03/2020 00:00:00,387.1
Goa,WR,15.491997,73.81800065,28/03/2020 00:00:00,6.9
DNH,WR,20.26657819,73.0166178,28/03/2020 00:00:00,2.2
Andhra Pradesh,SR,14.7504291,78.57002559,28/03/2020 00:00:00,148.7
Telangana,SR,18.1124,79.0193,28/03/2020 00:00:00,168.9
Karnataka,SR,12.57038129,76.91999711,28/03/2020 00:00:00,197.1
Kerala,SR,8.900372741,76.56999263,28/03/2020 00:00:00,66.8
Tamil Nadu,SR,12.92038576,79.15004187,28/03/2020 00:00:00,222.7
Pondy,SR,11.93499371,79.83000037,28/03/2020 00:00:00,4.7
Bihar,ER,25.78541445,87.4799727,28/03/2020 00:00:00,84.4
Jharkhand,ER,23.80039349,86.41998572,28/03/2020 00:00:00,22.6
Odisha,ER,19.82042971,85.90001746,28/03/2020 00:00:00,70.5
West Bengal,ER,22.58039044,88.32994665,28/03/2020 00:00:00,142.5
Sikkim,ER,27.3333303,88.6166475,28/03/2020 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,28/03/2020 00:00:00,1.7
Assam,NER,26.7499809,94.21666744,28/03/2020 00:00:00,17.5
Manipur,NER,24.79997072,93.95001705,28/03/2020 00:00:00,2.1
Meghalaya,NER,25.57049217,91.8800142,28/03/2020 00:00:00,3.7
Mizoram,NER,23.71039899,92.72001461,28/03/2020 00:00:00,1.5
Nagaland,NER,25.6669979,94.11657019,28/03/2020 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,28/03/2020 00:00:00,3.9
Punjab,NR,31.51997398,75.98000281,29/03/2020 00:00:00,106.4
Haryana,NR,28.45000633,77.01999101,29/03/2020 00:00:00,115.6
Rajasthan,NR,26.44999921,74.63998124,29/03/2020 00:00:00,212.7
Delhi,NR,28.6699929,77.23000403,29/03/2020 00:00:00,66.3
UP,NR,27.59998069,78.05000565,29/03/2020 00:00:00,274.4
Uttarakhand,NR,30.32040895,78.05000565,29/03/2020 00:00:00,32.6
HP,NR,31.10002545,77.16659704,29/03/2020 00:00:00,26.4
J&K,NR,33.45,76.24,29/03/2020 00:00:00,43.6
Chandigarh,NR,30.71999697,76.78000565,29/03/2020 00:00:00,3.5
Chhattisgarh,WR,22.09042035,82.15998734,29/03/2020 00:00:00,75.7
Gujarat,WR,22.2587,71.1924,29/03/2020 00:00:00,284.8
MP,WR,21.30039105,76.13001949,29/03/2020 00:00:00,189.7
Maharashtra,WR,19.25023195,73.16017493,29/03/2020 00:00:00,388.4
Goa,WR,15.491997,73.81800065,29/03/2020 00:00:00,12.1
DNH,WR,20.26657819,73.0166178,29/03/2020 00:00:00,17.7
Andhra Pradesh,SR,14.7504291,78.57002559,29/03/2020 00:00:00,164.0
Telangana,SR,18.1124,79.0193,29/03/2020 00:00:00,156.4
Karnataka,SR,12.57038129,76.91999711,29/03/2020 00:00:00,159.9
Kerala,SR,8.900372741,76.56999263,29/03/2020 00:00:00,66.9
Tamil Nadu,SR,12.92038576,79.15004187,29/03/2020 00:00:00,264.6
Pondy,SR,11.93499371,79.83000037,29/03/2020 00:00:00,6.9
Bihar,ER,25.78541445,87.4799727,29/03/2020 00:00:00,79.4
Jharkhand,ER,23.80039349,86.41998572,29/03/2020 00:00:00,23.6
Odisha,ER,19.82042971,85.90001746,29/03/2020 00:00:00,78.9
West Bengal,ER,22.58039044,88.32994665,29/03/2020 00:00:00,125.0
Sikkim,ER,27.3333303,88.6166475,29/03/2020 00:00:00,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,29/03/2020 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,29/03/2020 00:00:00,24.3
Manipur,NER,24.79997072,93.95001705,29/03/2020 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,29/03/2020 00:00:00,5.8
Mizoram,NER,23.71039899,92.72001461,29/03/2020 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,29/03/2020 00:00:00,2.3
Tripura,NER,23.83540428,91.27999914,29/03/2020 00:00:00,4.1
Punjab,NR,31.51997398,75.98000281,30/03/2020 00:00:00,106.4
Haryana,NR,28.45000633,77.01999101,30/03/2020 00:00:00,118.0
Rajasthan,NR,26.44999921,74.63998124,30/03/2020 00:00:00,215.9
Delhi,NR,28.6699929,77.23000403,30/03/2020 00:00:00,66.4
UP,NR,27.59998069,78.05000565,30/03/2020 00:00:00,270.5
Uttarakhand,NR,30.32040895,78.05000565,30/03/2020 00:00:00,34.4
HP,NR,31.10002545,77.16659704,30/03/2020 00:00:00,27.2
J&K,NR,33.45,76.24,30/03/2020 00:00:00,43.3
Chandigarh,NR,30.71999697,76.78000565,30/03/2020 00:00:00,3.5
Chhattisgarh,WR,22.09042035,82.15998734,30/03/2020 00:00:00,75.0
Gujarat,WR,22.2587,71.1924,30/03/2020 00:00:00,289.3
MP,WR,21.30039105,76.13001949,30/03/2020 00:00:00,196.9
Maharashtra,WR,19.25023195,73.16017493,30/03/2020 00:00:00,395.1
Goa,WR,15.491997,73.81800065,30/03/2020 00:00:00,12.7
DNH,WR,20.26657819,73.0166178,30/03/2020 00:00:00,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,30/03/2020 00:00:00,167.9
Telangana,SR,18.1124,79.0193,30/03/2020 00:00:00,159.5
Karnataka,SR,12.57038129,76.91999711,30/03/2020 00:00:00,165.2
Kerala,SR,8.900372741,76.56999263,30/03/2020 00:00:00,69.4
Tamil Nadu,SR,12.92038576,79.15004187,30/03/2020 00:00:00,283.1
Pondy,SR,11.93499371,79.83000037,30/03/2020 00:00:00,7.1
Bihar,ER,25.78541445,87.4799727,30/03/2020 00:00:00,75.1
Jharkhand,ER,23.80039349,86.41998572,30/03/2020 00:00:00,24.0
Odisha,ER,19.82042971,85.90001746,30/03/2020 00:00:00,75.9
West Bengal,ER,22.58039044,88.32994665,30/03/2020 00:00:00,128.1
Sikkim,ER,27.3333303,88.6166475,30/03/2020 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,30/03/2020 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,30/03/2020 00:00:00,25.4
Manipur,NER,24.79997072,93.95001705,30/03/2020 00:00:00,2.6
Meghalaya,NER,25.57049217,91.8800142,30/03/2020 00:00:00,5.8
Mizoram,NER,23.71039899,92.72001461,30/03/2020 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,30/03/2020 00:00:00,2.3
Tripura,NER,23.83540428,91.27999914,30/03/2020 00:00:00,4.0
Punjab,NR,31.51997398,75.98000281,31/03/2020 00:00:00,106.7
Haryana,NR,28.45000633,77.01999101,31/03/2020 00:00:00,119.6
Rajasthan,NR,26.44999921,74.63998124,31/03/2020 00:00:00,218.6
Delhi,NR,28.6699929,77.23000403,31/03/2020 00:00:00,67.6
UP,NR,27.59998069,78.05000565,31/03/2020 00:00:00,272.9
Uttarakhand,NR,30.32040895,78.05000565,31/03/2020 00:00:00,34.2
HP,NR,31.10002545,77.16659704,31/03/2020 00:00:00,27.9
J&K,NR,33.45,76.24,31/03/2020 00:00:00,40.1
Chandigarh,NR,30.71999697,76.78000565,31/03/2020 00:00:00,3.5
Chhattisgarh,WR,22.09042035,82.15998734,31/03/2020 00:00:00,75.9
Gujarat,WR,22.2587,71.1924,31/03/2020 00:00:00,293.8
MP,WR,21.30039105,76.13001949,31/03/2020 00:00:00,203.4
Maharashtra,WR,19.25023195,73.16017493,31/03/2020 00:00:00,400.2
Goa,WR,15.491997,73.81800065,31/03/2020 00:00:00,12.7
DNH,WR,20.26657819,73.0166178,31/03/2020 00:00:00,18.0
Andhra Pradesh,SR,14.7504291,78.57002559,31/03/2020 00:00:00,173.5
Telangana,SR,18.1124,79.0193,31/03/2020 00:00:00,162.4
Karnataka,SR,12.57038129,76.91999711,31/03/2020 00:00:00,171.6
Kerala,SR,8.900372741,76.56999263,31/03/2020 00:00:00,71.0
Tamil Nadu,SR,12.92038576,79.15004187,31/03/2020 00:00:00,295.3
Pondy,SR,11.93499371,79.83000037,31/03/2020 00:00:00,7.0
Bihar,ER,25.78541445,87.4799727,31/03/2020 00:00:00,74.0
Jharkhand,ER,23.80039349,86.41998572,31/03/2020 00:00:00,24.0
Odisha,ER,19.82042971,85.90001746,31/03/2020 00:00:00,74.4
West Bengal,ER,22.58039044,88.32994665,31/03/2020 00:00:00,125.3
Sikkim,ER,27.3333303,88.6166475,31/03/2020 00:00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,31/03/2020 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,31/03/2020 00:00:00,24.5
Manipur,NER,24.79997072,93.95001705,31/03/2020 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,31/03/2020 00:00:00,6.0
Mizoram,NER,23.71039899,92.72001461,31/03/2020 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,31/03/2020 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,31/03/2020 00:00:00,4.1
Punjab,NR,31.51997398,75.98000281,01/04/2020 00:00:00,95.3
Haryana,NR,28.45000633,77.01999101,01/04/2020 00:00:00,112.8
Rajasthan,NR,26.44999921,74.63998124,01/04/2020 00:00:00,207.9
Delhi,NR,28.6699929,77.23000403,01/04/2020 00:00:00,65.5
UP,NR,27.59998069,78.05000565,01/04/2020 00:00:00,265.5
Uttarakhand,NR,30.32040895,78.05000565,01/04/2020 00:00:00,34.8
HP,NR,31.10002545,77.16659704,01/04/2020 00:00:00,26.5
J&K,NR,33.45,76.24,01/04/2020 00:00:00,17.8
Chandigarh,NR,30.71999697,76.78000565,01/04/2020 00:00:00,3.5
Chhattisgarh,WR,22.09042035,82.15998734,01/04/2020 00:00:00,74.8
Gujarat,WR,22.2587,71.1924,01/04/2020 00:00:00,285.2
MP,WR,21.30039105,76.13001949,01/04/2020 00:00:00,199.3
Maharashtra,WR,19.25023195,73.16017493,01/04/2020 00:00:00,397.7
Goa,WR,15.491997,73.81800065,01/04/2020 00:00:00,12.7
DNH,WR,20.26657819,73.0166178,01/04/2020 00:00:00,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,01/04/2020 00:00:00,173.5
Telangana,SR,18.1124,79.0193,01/04/2020 00:00:00,159.2
Karnataka,SR,12.57038129,76.91999711,01/04/2020 00:00:00,171.4
Kerala,SR,8.900372741,76.56999263,01/04/2020 00:00:00,70.7
Tamil Nadu,SR,12.92038576,79.15004187,01/04/2020 00:00:00,295.0
Pondy,SR,11.93499371,79.83000037,01/04/2020 00:00:00,7.2
Bihar,ER,25.78541445,87.4799727,01/04/2020 00:00:00,74.4
Jharkhand,ER,23.80039349,86.41998572,01/04/2020 00:00:00,23.7
Odisha,ER,19.82042971,85.90001746,01/04/2020 00:00:00,71.2
West Bengal,ER,22.58039044,88.32994665,01/04/2020 00:00:00,118.6
Sikkim,ER,27.3333303,88.6166475,01/04/2020 00:00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,01/04/2020 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,01/04/2020 00:00:00,24.9
