,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
27/10/2019 00:00:00,233.8,192.2,207.5,113.9,393,42.3,29.4,35.7,6,80.5,293.4,169.4,399.4,10.5,18.5,183.6,200.8,161.3,59.4,306.8,8.1,99.9,23.2,93.9,152.2,0.7,2.1,33.4,2.5,5.5,1.7,2.2,5.4
28/10/2019 00:00:00,220.4,170.6,171,98.7,379.2,33.8,22.8,40.3,5.2,80.3,231.5,140.7,344.5,10.5,14.9,184.7,190.6,149.9,58.1,286,7.3,104.7,24.5,96.6,138.2,0.5,2.2,30.3,2.5,5.6,1.6,2.3,4.7
29/10/2019 00:00:00,226.5,177.7,156,107.7,377.1,36.1,26.6,38.5,5.6,88.3,258.5,149.7,378.1,11.3,16.2,183.3,213.1,164.2,62.5,301.6,7,108.1,25.2,103.9,157.1,0.8,2,33.2,2.4,5.5,1.3,2.2,4.5
30/10/2019 00:00:00,176.1,150.9,147.3,99.2,370.6,37.5,29.6,33.5,5,97.4,281.8,164.8,399.9,11.7,18.2,174,218.9,158.1,63.8,272.1,6.9,107.8,24.4,104.5,151,0.9,2,35.2,2.3,5.5,1.4,2.2,4.8
31/10/2019 00:00:00,124.2,125.4,163,89.1,353.2,30,34,38.8,3.6,96,282.4,169.2,399.2,11.7,18.4,164.1,217,142.7,60,260.2,6.5,104.9,21.8,89.8,144.9,0.6,2.3,33.3,2.3,5.3,1.7,2.2,4.5
01/11/2019 00:00:00,78.2,79.7,159.5,52.4,271,20.1,12.1,40.7,2.4,78.2,249.5,177.2,392.2,7.1,2.2,154.9,167.8,198.4,67.9,228.2,4.5,82.8,22.7,72.8,130.3,0.9,1.5,19.2,2.1,3.9,1.5,2.3,3.1
02/11/2019 00:00:00,82,83.4,162.7,56.4,282.3,21.3,13.1,40.4,2.6,78.3,260.7,179.9,391.7,7.7,2.4,158.7,164.6,206.6,70.8,239.1,4.7,88.8,24.8,74.8,143.3,1.2,1.6,21.7,2,4.2,1.6,2.3,4
03/11/2019 00:00:00,88.1,88.5,168.6,60.8,290,21.1,12.8,43.2,2.7,78.9,263.5,180.8,392.2,7.7,2.4,160.9,167.4,208.4,70.8,243.8,4.8,91.6,23.5,78.5,151.4,1.2,1.7,21.3,2.4,4.2,1.7,2.2,4.3
04/11/2019 00:00:00,84.5,91.5,170.4,62.8,289,22.1,13.3,40.7,2.9,77.5,261.7,180.7,395,7.9,2.4,163,159.7,217,70.6,248.2,4.9,70.3,21.8,77.8,137.6,1.3,1.2,16.4,1.9,3.6,1.3,1.7,3.4
05/11/2019 00:00:00,85.4,91.8,169.7,63,293.3,22.5,14,42.9,3,78.3,264.5,182.2,402.2,8.2,2.5,165,157.8,219.8,69.5,252.5,5.1,82.7,23.5,76.2,127.2,1.2,1.3,15.9,1.8,3.7,1.6,1.9,3.2
06/11/2019 00:00:00,83.3,89.2,169.2,65.2,290,22.9,14.1,39.7,2.9,83.4,269,188.7,401.9,8.1,2.6,166.6,157.7,219,71,254.9,5.2,82.9,24.6,77.9,130.9,1.2,1.4,15.2,1.9,3.6,1.6,2,3.2
08/11/2019 00:00:00,67.8,83.5,170.4,62.1,280.4,21.6,11.8,42.4,2.6,79.5,263.7,182.1,400.2,8.1,2.7,171,152.7,204.4,72.1,259,5.5,81,24.4,69.4,125.8,1.1,1.4,14.9,2,3.8,1.3,2,2.4
09/11/2019 00:00:00,99,107.9,212.4,63.2,269,32.9,27.3,36.2,3.3,72.1,308.7,209.1,402.5,12.2,17.7,173.2,160.5,168.5,67.9,286.3,6.5,74.8,23.9,73.3,109,1.2,2.1,23.6,2.3,5.9,1.8,2.2,4.3
10/11/2019 00:00:00,98,114.1,214.4,59.9,267.4,33,26.8,38.1,3.2,71.7,314.2,214.7,408.4,12.5,18.1,176,174.7,173.2,69.7,293.5,7.6,71.3,23.6,78.4,115.2,1.3,2,23.8,2.4,5.9,1.7,2.1,3.6
11/11/2019 00:00:00,102.6,113.3,215.3,62,268.7,33.7,27.9,39.3,3.5,70.8,314.5,218.5,414.3,12.4,18.1,173.3,176.6,177.3,70.8,295.1,7.6,69.1,23.9,70.4,115.8,1.5,2.2,23.7,2.4,6,1.8,2.1,4
12/11/2019 00:00:00,104,114,196.9,63.2,276.1,34,28.5,39.2,3.4,71.2,309.8,221.1,409.9,12.4,18,171.9,183.5,175.6,71.4,297.1,7.6,69.7,24.7,65,112.3,1.4,2.1,23.5,2.4,5.7,1.7,2.2,4.1
13/11/2019 00:00:00,101.8,114.4,194.3,60.6,277.4,34.3,27.8,38.8,3.5,71.2,307,222.6,410.3,12.4,18,165.5,194,172.8,72.6,288.3,7.4,72.7,24.7,65.2,117.8,1.3,2,24.7,2.4,5.6,1.7,2.1,4
14/11/2019 00:00:00,101.3,110.5,200.5,60.4,272.1,33.3,27.6,41.8,3.3,70.8,313.7,224.7,416.2,12.9,18.2,168.3,192.5,172,72.1,273.6,7.4,71.2,23.8,66.7,115.7,1.4,2.1,24.1,2.5,5.8,1.9,2.2,3.8
15/11/2019 00:00:00,93,101.8,203.7,58.5,257.1,30.9,25.3,42,3,70.8,299.7,227,406.7,12,17.7,168.3,189.2,164.1,65.4,260.2,6.7,69.4,23.9,64.2,106.1,1.1,2,22.4,2.5,5.7,1.7,2.1,3.5
16/11/2019 00:00:00,106.3,118.8,222.7,61.2,276.5,34.7,28.1,45.8,3.2,96.9,333.7,218.8,449.1,11.6,18.1,196.6,223.7,244.2,79.9,340.7,8.1,75.2,23.9,88.4,137.9,1.5,2.2,24.3,2.5,6.3,1.6,2.2,3.6
17/11/2019 00:00:00,110.6,122.5,230.4,61.4,280.6,35.7,28.1,45.5,3.2,95.5,334.4,222,463.7,11.6,18.6,199.2,220.4,248.9,80.8,343,8.3,75.2,24.7,88.8,148.7,1.4,2.3,24.2,2.4,6.3,1.7,1.9,4
18/11/2019 00:00:00,111.8,125.2,225,62.2,283.1,36.9,29.9,47.3,3.3,96.3,330.9,219.1,459.1,11.6,18.6,198.1,220.9,247,80.7,340,8.2,77.2,24.1,86.2,153.4,1.3,2.4,24.1,2.2,6.2,1.6,2.1,3.8
19/11/2019 00:00:00,107.5,115.7,219.4,61.4,271.5,35.5,29.2,46.9,3.3,94.5,332.3,212.2,452.8,11.6,18.7,197.4,228,247.8,81.2,341.4,8.2,76.4,22.1,86,156.5,1.3,2.3,24.6,2.4,6.1,1.7,2.1,3.9
20/11/2019 00:00:00,111,118.4,218.2,64.2,278.8,35.7,29.1,45.8,3.2,97.5,334.5,210.7,448.9,11.6,18.2,197.4,229.3,249.9,80.9,340.8,8.7,78,20,85.5,143.7,1.1,2.1,24.7,2.3,6.2,1.6,2.1,3.9
21/11/2019 00:00:00,116.5,122.6,220.9,59.4,289.1,36,28,47.1,3.1,94.2,334.3,212.6,451.2,10.7,18.1,196.6,229.4,242.1,79.8,339.5,8.1,79.4,20.8,84.3,142.6,1.2,2.1,24,2.3,6.1,1.5,2,4.3
22/11/2019 00:00:00,116.9,114.9,215.3,57.5,288.7,33.7,25.2,43.2,2.8,91.9,327,199.5,439,10.7,18.2,192,224.4,230,73.9,313.3,7.5,78.2,20.1,81.3,133.5,1.1,2.1,23.4,2.6,6.1,1.9,2.2,4
23/11/2019 00:00:00,101.4,118.1,233.3,66.8,256.7,37.3,28.4,50,3.5,85.4,316.8,231.6,403.7,12.3,18.2,172.2,190.9,207.9,72.9,301.7,7.1,70.9,23.8,72,118.7,1.2,2,22.5,2.8,6,2,2,4.3
24/11/2019 00:00:00,105.8,123,236.5,67.1,257.5,37.8,29,49.4,3.6,86.6,323.4,236.3,420.1,12.3,18.1,174.8,193.1,212.3,73.2,309.9,7.4,72.1,24.2,73.7,126.9,1.3,2.1,23.2,2.5,6,2,2.1,3.4
25/11/2019 00:00:00,104.8,122.9,236.6,66.5,267,37.9,28,46.9,3.5,82.8,324.3,236.7,428,12.6,17.5,174.5,192.6,219.5,74.3,310.6,7.3,68.5,23.8,74.1,128.7,1.4,2.2,23.4,2.4,6.1,1.8,2.1,3.8
26/11/2019 00:00:00,102.9,111.5,227.5,67,246.1,37,27.5,46.7,3.5,89,328.1,213.6,431,11.9,18.3,174.2,194.7,223.2,74.8,313.9,7.4,69.8,23.9,83.9,129.3,1.4,2.2,23.9,2.7,6,1.8,2.2,3.9
27/11/2019 00:00:00,105.3,116.5,230.5,68.5,236.4,35.8,26.9,38.6,3.5,85.9,324.4,198.8,418.4,11.9,18.3,175.9,192.1,226.2,75.9,321.4,7.5,70.8,22.2,83.6,130.4,1.5,2.2,24,2.8,6.1,1.9,2.1,3.9
28/11/2019 00:00:00,103.6,118.4,233.4,64.9,246,35.6,28.3,42.8,3.5,70.7,320.9,210.3,413,11.9,18,178.1,189.8,226.8,76.1,315.8,7.5,66.3,19.5,68.2,124.7,1.3,2.2,23.4,2.5,6.3,1.9,2.1,3.8
29/11/2019 00:00:00,98.7,107.4,227.8,61.6,250.5,35.7,27.9,42.2,3.1,82.1,311.7,216.8,404,11.9,17.4,184.3,194.5,210.2,70.1,301,6.9,68.4,22.4,74.9,114.6,1.3,2,19.2,2.4,5.9,1.7,2,3.3
30/11/2019 00:00:00,203.3,194.8,269.8,136.7,449.6,46.2,29.3,47.7,6.3,92.4,398,221.9,459.6,11.9,17.4,181,165.1,187.2,65.8,327.3,8.7,96.9,27.3,94.2,186,1.2,2.3,30.5,2.3,6,1.7,2.3,4.8
01/12/2019 00:00:00,210.1,199.8,278,139.1,461.2,48.1,30.1,42,6.7,91.5,398,225.2,471.4,11.9,16.6,191,169.3,185.6,67.2,332,8.8,90.2,27.2,105.6,186.4,1.2,2.3,31.8,2.6,5.8,1.7,2.2,5.8
02/12/2019 00:00:00,185.6,176.2,265.9,135.2,403,38.4,29.2,41,6,92.2,368.3,221.2,463.4,11.9,16.5,197.3,169.2,179.2,64.6,337.6,9.2,87.6,24.6,102.9,184.3,1.4,2.2,35.1,2.5,5.9,1.6,2.2,6.2
03/12/2019 00:00:00,228.6,185.3,244.4,136.1,430.6,45.5,30.2,48.3,6.2,92.1,302.6,210.1,457.8,10.4,16,198.4,168.5,178.9,64.5,338.7,8.9,86.7,23.1,82.2,168.4,1.3,2.2,34.9,2.8,5.8,1.7,2.1,5.1
04/12/2019 00:00:00,256,203.2,257.8,134.7,453.9,53.2,30.8,48.9,6.5,92.8,328.7,211.2,460.8,11.5,16.9,198.7,169.8,190.3,69,339.2,8.8,108.2,26.8,92.3,190.8,1.3,2.2,31,2.7,6.1,1.7,2.2,5.4
05/12/2019 00:00:00,240.2,201.3,257.9,130.7,450.6,46.9,31.1,46.9,6.1,89.6,342.9,203.4,464,11.5,17.4,201.8,168.4,198.1,71.9,332.9,9.1,106.1,27.3,87.1,180.4,1.1,2.1,31.8,2.2,6.1,1.8,2.1,5
06/12/2019 00:00:00,237.6,165.9,223.1,117.9,413.3,42.7,27.8,46.8,5.7,86.9,325.4,191.1,455.8,11.5,17.3,197.6,166.4,192.8,69,330.6,8.5,110.7,26.4,77.4,177,0.9,2.2,30,2.5,5.8,1.8,2.3,5.1
08/12/2019 00:00:00,110.1,101.3,205.2,69.4,251.6,21.4,16.5,36.1,3,69.2,299.7,180.1,407.7,9.5,7.5,175.6,139.9,192.6,68.6,289.3,7.1,87.5,20.5,74.9,131.3,1.1,1.8,26.5,2.3,4.7,1.7,2.2,4.7
09/12/2019 00:00:00,116.2,110.5,204.7,67.7,217,23.5,20.1,40.4,3.2,72.9,305.2,173.9,392.5,10.6,7.8,180.6,142.8,199.4,72.5,303.8,7.7,68.2,20.3,76.9,120,1.3,1.9,27.1,2.4,4.7,1.7,2.3,4.2
10/12/2019 00:00:00,114.1,115.6,203.2,71.8,278,26.8,21,42.3,3.3,75.4,305.5,192.6,425.7,10.1,8,178.7,147.5,208.4,72.2,296.7,7,91.4,22.6,80.4,138.7,1.3,1.9,27.5,2.5,4.9,1.6,2.1,4.5
11/12/2019 00:00:00,123.5,121.8,203.5,73.1,312.5,28.6,21.4,43.2,3.4,75,301.9,196,421.3,9.9,7.9,180.5,150.8,214.7,72.7,296.1,7.2,97.8,23.6,80.4,140.3,1.4,2,21.6,2.5,4.7,1.5,2.1,4.6
12/12/2019 00:00:00,115,113.6,215.1,72.2,322,28.9,20.7,38.3,3.3,78.7,303.4,202,411.2,9.8,7.8,174.5,154.9,214.5,73.2,302.7,7.3,97.1,22.3,81.9,143.5,1.3,2.2,21.5,2.4,4.7,1.7,2.2,4.1
13/12/2019 00:00:00,121.2,120.4,219.7,72,339.7,30.1,21.9,43.2,3.4,79.4,306.3,202.9,405.5,10,7.5,181.9,156.8,209.5,71.9,303.5,7.6,100.6,23.2,81.2,145.2,1.2,2,22.2,2.3,5.1,1.6,2.1,4.2
14/12/2019 00:00:00,129.8,128.5,225.2,73.3,350.6,30.5,22.4,43.8,3.5,76.5,306.5,205.5,405.1,8.9,7.6,185.5,152.8,204.1,71.2,296.5,7.4,101.9,25.9,81.3,151.7,0.9,1.9,22.1,2.2,5.1,1.5,2.4,4.2
15/12/2019 00:00:00,130.1,131.9,243.3,68.5,290.4,37.5,28,50.4,3.9,73.7,329,267.4,457.1,9.5,17.1,180.7,192.4,231.5,73.8,304.3,7.5,77.5,25.9,80.6,119.7,1.9,2.2,22.1,2.5,6.6,1.6,2.3,3.4
16/12/2019 00:00:00,129.2,136.6,248.1,69.5,295.5,38.7,29.2,53,4,73.7,343.5,269.9,471.1,11.2,18.5,184.5,210.8,233.9,75.1,310,7.4,77.6,25.2,80,120.9,1.9,2.2,22.6,2.7,6.7,1.6,2.3,3.6
17/12/2019 00:00:00,134.2,137.8,249,68.8,288,38.6,28.8,51.8,3.9,78.7,341,271.4,476.8,11.9,18.7,186.4,216.8,237.7,76,311.9,7.7,77.1,24.9,77.8,123.3,1.8,2.2,22.7,3,6.6,1.8,2.2,3.5
18/12/2019 00:00:00,131.3,136.9,249,66.8,282.1,37.6,27.1,46.4,3.8,80.9,348.6,271.8,475.8,12,18.7,187.8,223,240.9,78.2,315.1,7.7,76.1,24.6,78.5,122.5,1.9,2.3,23.1,2.9,6.6,1.8,2.3,3.6
19/12/2019 00:00:00,131.4,136.8,248.1,66.8,273.9,37.2,27.2,48.3,3.7,82.6,348.7,271.4,474.7,11.3,18.5,189,225.7,244.6,77.6,324,7.8,75.6,23,73.6,121.7,2,2.2,23.6,2.7,6.7,1.6,2.2,3.8
20/12/2019 00:00:00,132.6,136.2,249.3,62.6,278.7,36.7,26.6,48.1,3.5,83.8,347,269.4,474.5,9.9,18.4,189.7,236.2,242,78.5,307.8,7.6,74.8,23.5,71.2,120.6,2,2.3,22.8,2.7,6.6,1.6,2.3,3.6
21/12/2019 00:00:00,126.9,129.1,245.5,61.1,286.6,34.3,25.2,48.8,3.2,83.8,335,265.3,461.2,9.3,18,189.7,235.6,225.3,71.9,296.6,6.8,77.4,23.5,71.1,115.9,1.7,2.2,21.4,2.8,6.5,1.6,2.3,3.4
22/12/2019 00:00:00,110.7,118.4,222.6,62.8,244.7,34.7,29.4,46,3.6,73.5,328.8,253.5,442.9,12.3,18.6,155.9,182.7,184.5,70.6,258,6.9,67.6,24.4,75.1,110.4,1.7,2.1,21.3,2.5,6.2,1.8,2.1,3.4
23/12/2019 00:00:00,114.1,122.1,228.8,62.9,249.2,36.1,29.7,47.2,3.5,74.4,335.5,256,454,12.8,19,159.7,187.2,188,71.5,274.8,7.2,70.3,24.5,76.7,114.3,1.8,2.1,20,2.5,6,1.7,2.1,3.4
24/12/2019 00:00:00,110.8,121,229.9,65.4,253.4,36.4,30.3,46.9,3.7,76.2,332.2,257.5,455.5,12.8,19,163,192.7,196.1,72.5,278.4,7.1,67.9,24.8,76.5,113.5,1.8,2.3,21.1,2.6,6.3,1.7,2.2,3.4
25/12/2019 00:00:00,97.8,111.3,211.8,64.8,239.8,36.5,31.2,45.9,4.1,76.9,325.9,243.8,451.3,12.4,19,160.7,197.3,196.6,72.6,287.5,6.5,69.1,24.5,76.4,114.3,1.8,2.1,18.9,2.7,6,1.7,2.2,3.2
26/12/2019 00:00:00,94.7,95.7,202.2,66.8,186.8,29.5,29.2,38.9,4.3,75.8,319.3,211,438.7,12.6,18.8,159.3,199.6,204.2,72.4,283.2,7.3,53.8,24,76.2,113.2,1.8,2.1,19,2.6,6,1.7,2.1,3.3
27/12/2019 00:00:00,103.7,110.4,211.4,63.8,229.9,33.4,29.3,44.2,3.8,75.8,317.1,228.5,435.7,12.2,18.6,156.6,200.1,197.7,70.4,256.1,6.8,54.9,23.2,79.8,112,1.7,2,20.1,2.6,5.8,2,2.1,3.4
28/12/2019 00:00:00,97.2,101.7,212.7,62,234.2,32.7,27.6,47.7,3.4,74.2,299.5,220.9,422.9,11.4,18.2,154.2,199.6,178.7,63.4,223.8,6.1,63.9,21.8,75.8,108.3,1.6,2,19.7,2.5,6,1.7,2.1,3.4
29/12/2019 00:00:00,237.2,214.1,232.7,128.5,421.3,42,29.9,40,6.4,78.9,284.7,174.7,395.1,11,18.6,181.9,200.5,187,67.1,318.2,8.3,113,25.3,95.7,166.9,1,2,34.2,2.4,5.3,1.7,2.1,4.9
30/12/2019 00:00:00,251.9,220.1,246.5,126.9,437.4,43.3,31.6,42.8,6.4,83.8,278.2,180.4,395.6,11.8,18.7,186.9,205.9,191.6,64.5,329.9,8.8,103.6,23.6,99.2,173.9,1.1,2.3,35,2.4,5.6,1.8,2.1,4.9
31/12/2019 00:00:00,255,223.2,253.5,134.9,424,44.3,31.6,42.9,6.7,86.5,277.2,179.5,400.3,11.8,18.7,186.6,206.8,189.5,58.9,313.2,7.9,109.1,25.5,98.5,174.3,1,2.2,34.7,2.5,5.7,1.7,2.2,5
01/01/2020 00:00:00,264.6,222.6,253,137.2,426.5,42.1,31.7,44.9,6.7,84.7,267.2,167.9,377.8,11.8,18.5,183,199.1,194.7,61.2,289.2,7.4,106.4,23.4,96.5,162.9,1,2.1,34.1,2.4,5.5,1.8,2.2,4.8
02/01/2020 00:00:00,259.7,224.4,247.4,132.6,393,42.9,30.6,41.3,6.4,85.4,282.3,162.6,383.5,11.9,18.4,184.5,199.1,193.9,65.2,291.4,7.3,102.7,24.9,98.9,160.9,0.9,2.2,32.3,2.5,5.6,1.2,2.3,4.7
03/01/2020 00:00:00,259,218.5,243.3,125.3,390.4,41.3,31,42.2,6,89.1,287.7,162.8,390.7,11.8,18.4,180.5,199.8,190.9,67.2,288.8,7.4,104.2,25.8,100.1,166.7,1,2.2,31.5,2.4,5.7,1.8,2.5,4.8
04/01/2020 00:00:00,248.8,200.9,237.1,116.2,393.1,38.5,28.7,39.7,5.5,93.9,280.1,166.2,382.4,11.8,18.2,175.6,189.3,185.5,63.1,262.3,6.8,108.6,26.2,102.8,164.9,0.7,2.1,30.8,2.5,5.5,1.7,2.2,4.8
05/01/2020 00:00:00,92.2,89.9,198.2,58,230.7,31.1,26.4,48.8,3.3,82.7,323.8,223.3,487.6,10.3,18.6,187.7,220.8,253.3,80.3,328.5,7.7,67.3,23.6,73.1,100,1.3,2.2,22.6,2.6,5.7,1.6,2.1,3.9
13/01/2020 00:00:00,69.5,69.1,173.4,45.6,223.1,24.3,19.7,47.9,2.8,69.6,253.8,195.8,430.1,8.8,12.5,189.2,222.6,248.6,81.1,326.4,7.1,66.1,23.9,72.4,101.1,1.1,2.1,20.7,2.5,5.4,1.6,2,3.4
14/01/2020 00:00:00,78.1,77.1,170.6,53.3,205.3,26.8,23.4,46.2,3.3,72.7,286.4,194.5,465.5,10.1,14.1,192.3,234.2,255.2,82.6,333.6,7.9,65.6,22.8,74.9,114.5,1.4,2,21.4,2.6,5.5,1.7,2.4,3.5
15/01/2020 00:00:00,91.1,92.6,193,58.8,214,30,24.3,41.4,3.3,81.3,323.3,202.6,482.4,10.4,17.9,197.4,235.4,257.9,82.9,340.6,8.4,69.3,22.2,75.8,123.8,1.4,2,23.3,2.6,5.4,1.7,2.1,3.8
16/01/2020 00:00:00,92.5,100.7,206.4,61.1,207,33.2,23.8,44.4,3.3,77.5,331.2,203.6,482.7,10.3,18.6,200,233.4,259.2,82.5,341.5,8.3,66.9,23.3,76.4,132.2,1.4,2.1,23.6,2.7,5.4,1.7,2.2,4
17/01/2020 00:00:00,96,103.4,209.3,58.3,213.3,32.8,25.5,48.8,3.4,77.6,333.1,199.1,476.3,9.9,18.6,198.5,235.9,253.5,81.6,339.2,8.2,52.5,18.1,78.1,129,1.4,2.2,22.8,2.7,5.3,1.7,2.2,3.9
18/01/2020 00:00:00,89.2,95.8,205.8,54.9,214.4,31.3,22.7,46.2,3,80.5,321,200.1,466.7,9.6,18.4,196.1,234.4,239,75.6,311.7,7.6,66.8,21,75.4,113.1,1.2,2.2,22.3,2.4,5.8,1.7,2.1,3.9
19/01/2020 00:00:00,291.7,214.9,218.1,130.2,368.4,43.9,28.1,44.1,6.5,82.5,331.7,160.3,392.3,11.6,18.2,182.5,155.9,188.5,69.2,336.8,8.9,78.9,23.5,84,164.1,1,2.5,27.6,2.3,5.6,1.7,2.3,4.5
20/01/2020 00:00:00,268.9,207.9,225.8,113.4,325.6,41.9,28.2,40.8,6,83.4,340.4,165.3,402.8,11.6,18.6,188.4,164.2,195.2,68.6,338.4,8.3,69.9,23.2,85.1,170.8,1.3,2.3,28.7,2.5,6,1.8,2.3,4.6
21/01/2020 00:00:00,262.6,210.1,239.7,127.8,318.3,43.9,29.8,42,5.9,87.3,344.5,174.2,403.7,11.6,18.7,185.9,166.6,188.8,66.1,327.8,8.2,76.5,22.8,89.5,168.6,1.1,2.2,27.1,2.6,6.4,1.7,2.2,4.6
22/01/2020 00:00:00,244.6,214.6,242.6,135.5,313.4,40.3,29,42.4,5.5,91.8,354.4,180.9,403.8,11.6,18.7,187.1,163.8,190,67.2,327.2,8.1,59.2,22.6,88.3,164.9,1.2,2.3,27.2,2.4,5.3,1.7,2.2,4.5
23/01/2020 00:00:00,234.5,212.3,249.6,137.8,339.7,41.1,29.8,43.5,5.4,96,362.9,189.1,407.6,11.6,18.6,189,169.9,196.5,70.1,334.7,8.2,69.9,23.9,89.7,152.9,1.1,2.2,26.5,2.3,6.3,1.4,2.3,3.6
24/01/2020 00:00:00,215,207.1,252.4,132.5,363.5,38,27,40.1,4.7,99.2,364.6,194.2,415,11.6,18.6,184.1,166.9,196.1,72.2,322.9,7.6,70.2,25.2,90.6,169.5,1,2.1,28.1,2.4,5.7,1.8,2.2,4.1
25/01/2020 00:00:00,174.4,192.3,247.6,125.5,370.5,34.4,25.3,40.7,3.7,102.8,346.8,193.3,404.8,11.6,18.4,171.8,170.2,182.3,65.6,294.6,6.9,71.2,25.2,92.4,169.2,0.8,2,25.9,2.4,5.3,1.6,2.1,4.1
26/01/2020 00:00:00,119,116.7,197.5,85.6,316.2,34.6,25.4,41.3,3.7,102.8,378,197.6,497.4,12,18.7,191.4,204,235.1,85.7,349.6,8.6,79.5,18.7,85.9,138.4,1.3,2,21.3,2.6,5.9,1.7,2,3.2
27/01/2020 00:00:00,126.8,126.8,211.3,86.9,331.6,37,26.2,43.9,3.7,101.7,379.7,210.4,499.9,13.7,18.9,194.1,206.7,228.9,84.8,359.6,8.8,70.9,20.9,83.2,133.3,1,2.1,22.3,2.6,5.7,1.6,2,3
28/01/2020 00:00:00,125.9,129.4,215.1,91,340.6,37.9,25.3,41,4,100.4,379.9,212.3,500.8,13.7,19,195.9,205.5,233.5,84,362.8,8.9,75,22.5,89,135.1,1.3,2.1,24.3,2.1,6.1,1.5,2,3
29/01/2020 00:00:00,126.3,131.2,215.6,94.4,345.6,31.3,25.2,45.9,4,100.5,386.5,212.8,502.7,11.8,19,175,192.6,234.8,86.4,362.1,8.9,85.6,22.9,89.5,165.8,0.8,2.2,24.8,2.7,6.3,1.8,2.2,3.6
30/01/2020 00:00:00,126.1,127.1,210.6,94.8,347,37.8,26.7,42.8,4,100.5,389.4,211.5,501.4,11.8,18.8,192,190.1,239.3,87.3,365.4,8.9,89.7,23.9,89.3,171.8,1.2,2.3,25.4,2.6,6.4,1.9,2.3,4.7
31/01/2020 00:00:00,123.5,126.3,216.6,90,347.1,38.9,26.8,42.2,3.7,101.6,383.1,213.7,489.9,11.8,18.7,191,187.4,237.8,88.6,361.5,8.9,90.8,20.7,91.4,171,1.1,2.2,27.8,2.6,5.5,2,2.2,4.7
01/02/2020 00:00:00,114.7,116.6,213,85.5,340.1,35.7,24.8,44.2,3.4,102.5,369,211.1,468.4,11.8,18.3,192.4,198.2,223.6,83.3,332.8,8.1,85.3,24.3,93.6,164.5,1.1,2,23.6,2.5,5.4,1.7,2.1,3.9
02/02/2020 00:00:00,148.4,147.8,182.5,82.5,322.2,36.3,26.7,38.8,4.1,82.8,299.3,172,408.9,12,16.7,158.5,176,136.3,66.3,268.8,6.8,94.4,23.2,79.7,128.2,0.5,2.3,25.1,2.5,5.1,1.7,2.3,3.8
03/02/2020 00:00:00,133.1,135.6,184.7,73.1,311.2,32.2,22.4,35.2,3.5,79.6,281.6,167.8,371.3,11.2,14.6,154.8,164,137.1,68.7,288.2,7.8,86.3,20.5,77.2,120.5,0.3,2,22,2.3,5.1,1.7,2.1,4.5
04/02/2020 00:00:00,148.4,148.9,193.7,82.8,325.9,35.4,25.9,39.9,4,83.7,307.2,173.2,401.5,11.2,16.6,158.4,166.7,145.7,72.1,312.9,8.2,81.3,20.9,76.7,118.3,0.4,2,23.5,2.4,5.2,1.6,2.1,4.2
05/02/2020 00:00:00,154.6,155.6,197.7,83.2,332.7,35.4,27.2,39.9,4.1,87.5,327.4,178.6,418.3,11.2,17.7,159.6,168.6,153.5,71.7,318.7,8.2,91.3,23.2,78.3,128.2,0.6,2.2,26.1,2.5,5.6,1.8,2.2,3.8
13/02/2020 00:00:00,155.3,158.2,201.4,84.9,329.4,34.9,27.8,40.6,4.1,88.3,329.8,180.5,414.9,12.7,17.7,159.1,165.9,156.5,70.2,323.6,8.4,93,23.8,90.7,140.5,0.6,2.6,29.1,2.3,5.6,1.8,2.2,4.1
14/02/2020 00:00:00,152.6,157.5,202.7,82.5,323.1,35.8,27.6,40,4,86.9,333.3,178.8,420.2,12.8,17.7,160.6,160.2,155.1,68.6,320.9,8.3,93.6,22.2,86.2,141.4,0.7,2.4,27.6,2.2,5.7,1.7,1.9,4.4
15/02/2020 00:00:00,140.8,146,202.3,80.2,316.4,33.4,25.6,38.6,3.2,87.7,320.9,178.2,413.6,12.8,17.6,162.2,163.9,147.2,62.8,284.9,7.6,92,24.3,87.6,139.1,0.5,2.2,28,2.6,5.7,1.7,2.1,4.3
16/02/2020 00:00:00,108.1,123.5,239.9,71,274.4,38.4,29.9,45.8,3.6,79.1,320.3,253.2,409,8.8,17.3,163.5,179.9,207.6,63.2,285,7.5,71.7,23,71.6,117.9,1.3,2,23,2.8,6.4,1.7,2,3.5
17/02/2020 00:00:00,112.7,131.5,242.1,68.7,289.2,39.7,30.1,51.3,4.1,79,323.3,256,415.4,9.1,17.5,163.3,182,207.5,59.8,296.5,7.2,74.6,24.6,70.4,112.6,1.4,2.4,22.1,2.9,6.4,1.7,2.1,3.4
18/02/2020 00:00:00,113.5,131,243.4,71.1,289.2,39.6,30.3,51.3,3.9,80,322.5,257,415.3,8.9,17.4,161.2,180.5,206,59.9,296.1,7.4,74.9,24.4,68.9,108.2,1.4,2.1,21.8,2.8,6.7,1.7,2,3.6
