,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,month,week,price_types
16642,2017-02-12,1.49,59073.9,4047.83,17976.54,1009.67,36039.86,20023.2,16016.66,0.0,organic,2017,Plains,2017-02-01,2017-02-09,low
16643,2017-02-05,1.6,48964.14,3181.84,19535.39,151.77,26095.14,15341.1,10754.04,0.0,organic,2017,Plains,2017-02-01,2017-02-02,mean
16644,2017-01-29,1.55,49505.09,4305.53,16857.63,935.56,27406.37,16105.53,11300.84,0.0,organic,2017,Plains,2017-01-01,2017-01-26,mean
16645,2017-01-22,1.57,55867.65,5924.1,18291.59,3406.4,28245.56,18114.66,10130.9,0.0,organic,2017,Plains,2017-01-01,2017-01-19,mean
16646,2017-01-15,1.56,64677.46,5384.45,18694.14,5562.78,35036.09,23848.37,11187.72,0.0,organic,2017,Plains,2017-01-01,2017-01-12,mean
16647,2017-01-08,1.67,56310.43,4527.73,18578.92,5649.58,27554.2,21617.03,5937.17,0.0,organic,2017,Plains,2017-01-01,2017-01-05,mean
16648,2017-01-01,1.62,47042.21,4547.17,15245.73,1366.36,25882.95,17253.74,8629.21,0.0,organic,2017,Plains,2017-01-01,2016-12-29,mean
16649,2017-12-31,1.51,25693.99,3639.53,3807.79,0.0,18246.67,1265.87,16973.41,7.39,organic,2017,Portland,2017-12-01,2017-12-28,low
16650,2017-12-24,1.44,36918.84,3151.04,5172.61,1.67,28593.52,2146.48,26439.61,7.43,organic,2017,Portland,2017-12-01,2017-12-21,low
16651,2017-12-17,1.54,26460.36,1531.05,4505.66,5.05,20418.6,4651.98,15753.53,13.09,organic,2017,Portland,2017-12-01,2017-12-14,mean
16652,2017-12-10,1.42,35195.1,2456.22,5456.26,13.45,27269.17,1496.88,25762.95,9.34,organic,2017,Portland,2017-12-01,2017-12-07,low
16653,2017-12-03,1.52,29860.53,2244.93,5328.78,0.0,22286.82,989.99,21274.46,22.37,organic,2017,Portland,2017-12-01,2017-11-30,low
16654,2017-11-26,1.47,32304.55,1191.41,5754.51,3.4,25355.23,1640.51,23642.86,71.86,organic,2017,Portland,2017-11-01,2017-11-23,low
16655,2017-11-19,1.86,21054.36,1267.18,3948.46,3.35,15835.37,1427.56,14258.78,149.03,organic,2017,Portland,2017-11-01,2017-11-16,high
16656,2017-11-12,1.86,18769.43,1791.82,2951.24,0.0,14026.37,1655.19,12367.46,3.72,organic,2017,Portland,2017-11-01,2017-11-09,high
16657,2017-11-05,2.45,17023.02,2068.98,2392.02,0.0,12562.02,1473.33,11077.58,11.11,organic,2017,Portland,2017-11-01,2017-11-02,expensive
16658,2017-10-29,2.49,17335.77,2011.28,2499.56,0.0,12824.93,1483.24,11325.08,16.61,organic,2017,Portland,2017-10-01,2017-10-26,expensive
16659,2017-10-22,2.48,15825.16,1737.93,2304.96,1.66,11780.61,1490.66,10277.06,12.89,organic,2017,Portland,2017-10-01,2017-10-19,expensive
16669,2017-08-13,2.33,20028.66,3505.69,2495.68,0.0,14027.29,1686.43,12340.86,0.0,organic,2017,Portland,2017-08-01,2017-08-10,expensive
16670,2017-08-06,2.14,27316.23,8822.05,3672.5,18.46,14803.22,2466.44,12336.78,0.0,organic,2017,Portland,2017-08-01,2017-08-03,expensive
16671,2017-07-30,2.29,28171.21,6085.95,8191.27,25.18,13868.81,1355.55,12513.26,0.0,organic,2017,Portland,2017-07-01,2017-07-27,expensive
16672,2017-07-23,2.35,28248.08,2185.42,10316.01,8.19,15738.46,173.33,15565.13,0.0,organic,2017,Portland,2017-07-01,2017-07-20,expensive
16673,2017-07-16,2.33,28189.28,3130.81,8104.86,5.04,16948.57,275.55,16673.02,0.0,organic,2017,Portland,2017-07-01,2017-07-13,expensive
16674,2017-07-09,1.66,39752.74,2463.61,11058.61,0.0,26230.52,125.58,26104.94,0.0,organic,2017,Portland,2017-07-01,2017-07-06,mean
16675,2017-07-02,1.93,35248.52,6316.51,10620.11,5.02,18306.88,315.73,17991.15,0.0,organic,2017,Portland,2017-07-01,2017-06-29,expensive
16676,2017-06-25,2.34,24536.33,6207.54,9746.83,3.34,8578.62,227.23,8351.39,0.0,organic,2017,Portland,2017-06-01,2017-06-22,expensive
16677,2017-06-18,1.77,30476.21,6068.58,4075.79,8.35,20323.49,153.34,20170.15,0.0,organic,2017,Portland,2017-06-01,2017-06-15,mean
16678,2017-06-11,1.28,54820.68,6406.86,4677.44,10.02,43726.36,214.55,43511.81,0.0,organic,2017,Portland,2017-06-01,2017-06-08,low
16679,2017-06-04,1.23,54996.69,4687.9,5471.44,38.34,44799.01,131.68,44667.33,0.0,organic,2017,Portland,2017-06-01,2017-06-01,low
16680,2017-05-28,1.14,61244.5,2592.01,9302.65,31.96,49317.88,166.04,49151.84,0.0,organic,2017,Portland,2017-05-01,2017-05-25,low
16681,2017-05-21,1.18,50366.31,6687.57,3688.01,8.42,39982.31,203.25,39779.06,0.0,organic,2017,Portland,2017-05-01,2017-05-18,low
16682,2017-05-14,1.3,48275.47,5546.5,3638.93,8.47,39081.57,352.47,38729.1,0.0,organic,2017,Portland,2017-05-01,2017-05-11,low
16683,2017-05-07,1.11,52220.44,7740.99,4048.4,23.83,40407.22,159.67,40247.55,0.0,organic,2017,Portland,2017-05-01,2017-05-04,low
16684,2017-04-30,1.11,44526.5,6225.21,3347.84,97.16,34856.29,147.76,34708.53,0.0,organic,2017,Portland,2017-04-01,2017-04-27,low
16685,2017-04-23,1.16,45274.16,5451.4,3518.13,150.29,36154.34,223.45,35930.89,0.0,organic,2017,Portland,2017-04-01,2017-04-20,low
16686,2017-04-16,1.15,45803.57,3515.55,5519.58,13.66,36754.78,235.96,36518.82,0.0,organic,2017,Portland,2017-04-01,2017-04-13,low
16687,2017-04-09,1.19,47499.5,2571.34,8188.26,20.45,36719.45,170.92,36548.53,0.0,organic,2017,Portland,2017-04-01,2017-04-06,low
16688,2017-04-02,0.78,66751.16,3229.32,8942.34,13.62,54565.88,143.33,54422.55,0.0,organic,2017,Portland,2017-04-01,2017-03-30,low
16690,2017-03-19,1.28,30396.42,3656.07,5739.84,4.95,20995.56,197.33,20798.23,0.0,organic,2017,Portland,2017-03-01,2017-03-16,low
16691,2017-03-12,1.19,34526.66,3661.47,3665.38,4.91,27194.9,162.44,27032.46,0.0,organic,2017,Portland,2017-03-01,2017-03-09,low
16692,2017-03-05,0.76,62780.86,6745.63,5868.6,3.26,50163.37,629.12,49534.25,0.0,organic,2017,Portland,2017-03-01,2017-03-02,low
16693,2017-02-26,1.23,30803.34,3411.42,5012.15,25.84,22353.93,516.54,21837.39,0.0,organic,2017,Portland,2017-02-01,2017-02-23,low
16694,2017-02-19,1.45,25338.41,3759.62,4219.62,26.01,17333.16,5968.69,11364.47,0.0,organic,2017,Portland,2017-02-01,2017-02-16,low
16695,2017-02-12,1.59,22901.55,2363.06,5774.75,26.09,14737.65,7610.05,7127.6,0.0,organic,2017,Portland,2017-02-01,2017-02-09,mean
16696,2017-02-05,0.93,38945.01,3761.94,5756.42,14.59,29412.06,960.58,28451.48,0.0,organic,2017,Portland,2017-02-01,2017-02-02,low
16697,2017-01-29,0.99,35700.1,3147.45,4138.38,1.63,28412.64,849.74,27562.9,0.0,organic,2017,Portland,2017-01-01,2017-01-26,low
16698,2017-01-22,0.96,37742.57,2500.96,4287.6,6.54,30947.47,321.1,30626.37,0.0,organic,2017,Portland,2017-01-01,2017-01-19,low
16699,2017-01-15,0.98,42695.84,3851.49,4314.91,8.19,34521.25,310.38,34210.87,0.0,organic,2017,Portland,2017-01-01,2017-01-12,low
16700,2017-01-08,1.01,47556.69,3790.24,6998.59,14.77,36753.09,279.31,36473.78,0.0,organic,2017,Portland,2017-01-01,2017-01-05,low
16701,2017-01-01,0.99,31827.5,4842.14,3008.78,0.0,23976.58,173.02,23803.56,0.0,organic,2017,Portland,2017-01-01,2016-12-29,low
16702,2017-12-31,2.06,13531.12,89.4,5189.69,203.49,8048.54,7934.12,114.42,0.0,organic,2017,RaleighGreensboro,2017-12-01,2017-12-28,expensive
16703,2017-12-24,2.12,11091.83,131.68,4064.42,144.61,6751.12,6726.16,24.96,0.0,organic,2017,RaleighGreensboro,2017-12-01,2017-12-21,expensive
16704,2017-12-17,2.03,10729.32,77.21,4392.7,150.91,6108.5,5862.83,245.67,0.0,organic,2017,RaleighGreensboro,2017-12-01,2017-12-14,expensive
16705,2017-12-10,2.12,11025.4,59.16,4370.67,158.91,6436.66,6323.78,112.88,0.0,organic,2017,RaleighGreensboro,2017-12-01,2017-12-07,expensive
16706,2017-12-03,2.11,10433.94,74.33,5140.66,214.87,5004.08,4908.58,95.5,0.0,organic,2017,RaleighGreensboro,2017-12-01,2017-11-30,expensive
16707,2017-11-26,2.18,10080.77,143.37,3621.34,107.53,6208.53,6069.78,138.75,0.0,organic,2017,RaleighGreensboro,2017-11-01,2017-11-23,expensive
16708,2017-11-19,2.32,9279.95,131.72,3703.25,93.25,5351.73,5306.4,45.33,0.0,organic,2017,RaleighGreensboro,2017-11-01,2017-11-16,expensive
16709,2017-11-12,2.32,11244.3,95.76,4252.55,121.67,6774.32,6614.27,160.05,0.0,organic,2017,RaleighGreensboro,2017-11-01,2017-11-09,expensive
16710,2017-11-05,2.29,12304.78,192.26,4978.84,173.5,6960.18,6880.73,79.45,0.0,organic,2017,RaleighGreensboro,2017-11-01,2017-11-02,expensive
16711,2017-10-29,1.92,19837.54,181.87,4145.71,133.58,15376.38,15201.69,174.69,0.0,organic,2017,RaleighGreensboro,2017-10-01,2017-10-26,expensive
16712,2017-10-22,2.2,15322.27,196.22,4273.42,109.06,10743.57,10586.84,156.73,0.0,organic,2017,RaleighGreensboro,2017-10-01,2017-10-19,expensive
16716,2017-09-24,2.38,14971.31,130.85,4470.68,116.31,10253.47,9603.33,650.14,0.0,organic,2017,RaleighGreensboro,2017-09-01,2017-09-21,expensive
16722,2017-08-13,2.29,11388.25,140.56,4659.38,135.63,6452.68,6441.72,10.96,0.0,organic,2017,RaleighGreensboro,2017-08-01,2017-08-10,expensive
16724,2017-07-30,2.11,9179.77,269.89,5176.93,195.51,3537.44,3277.55,259.89,0.0,organic,2017,RaleighGreensboro,2017-07-01,2017-07-27,expensive
16725,2017-07-23,1.95,10503.59,159.08,5194.4,192.67,4957.44,4642.47,314.97,0.0,organic,2017,RaleighGreensboro,2017-07-01,2017-07-20,expensive
16726,2017-07-16,1.99,10827.99,148.68,5715.34,222.11,4741.86,4579.11,162.75,0.0,organic,2017,RaleighGreensboro,2017-07-01,2017-07-13,expensive
16727,2017-07-09,1.97,10835.76,101.76,5697.63,240.83,4795.54,3907.95,887.59,0.0,organic,2017,RaleighGreensboro,2017-07-01,2017-07-06,expensive
16728,2017-07-02,2.05,8342.87,139.69,5019.56,219.17,2964.45,2841.94,122.51,0.0,organic,2017,RaleighGreensboro,2017-07-01,2017-06-29,expensive
16729,2017-06-25,1.95,10089.71,173.53,5355.82,266.79,4293.57,3840.94,452.63,0.0,organic,2017,RaleighGreensboro,2017-06-01,2017-06-22,expensive
16730,2017-06-18,1.91,10827.19,185.41,5446.58,288.95,4906.25,4235.27,670.98,0.0,organic,2017,RaleighGreensboro,2017-06-01,2017-06-15,expensive
16731,2017-06-11,2.03,13340.43,296.11,5183.19,293.94,7567.19,6798.17,769.02,0.0,organic,2017,RaleighGreensboro,2017-06-01,2017-06-08,expensive
16732,2017-06-04,2.38,9283.58,278.47,5303.7,280.8,3420.61,2204.98,1215.63,0.0,organic,2017,RaleighGreensboro,2017-06-01,2017-06-01,expensive
16735,2017-05-14,2.44,9771.04,182.76,6859.79,373.56,2354.93,2133.98,220.95,0.0,organic,2017,RaleighGreensboro,2017-05-01,2017-05-11,expensive
16739,2017-04-16,2.24,10247.33,202.49,6574.76,531.29,2938.79,2488.55,450.24,0.0,organic,2017,RaleighGreensboro,2017-04-01,2017-04-13,expensive
16740,2017-04-09,2.07,12113.04,208.57,6330.09,401.45,5172.93,3146.38,2026.55,0.0,organic,2017,RaleighGreensboro,2017-04-01,2017-04-06,expensive
16741,2017-04-02,2.21,11544.33,231.24,6808.06,416.45,4088.58,3442.51,646.07,0.0,organic,2017,RaleighGreensboro,2017-04-01,2017-03-30,expensive
16742,2017-03-26,1.94,11276.9,236.74,6075.77,440.09,4524.3,2563.32,1960.98,0.0,organic,2017,RaleighGreensboro,2017-03-01,2017-03-23,expensive
16743,2017-03-19,1.83,6478.95,251.2,4806.55,342.44,1078.76,102.5,976.26,0.0,organic,2017,RaleighGreensboro,2017-03-01,2017-03-16,high
16744,2017-03-12,1.9,6858.2,248.79,4782.34,360.74,1466.33,1232.62,233.71,0.0,organic,2017,RaleighGreensboro,2017-03-01,2017-03-09,high
16745,2017-03-05,1.54,7644.87,310.11,3737.67,220.26,3376.83,1772.87,1603.96,0.0,organic,2017,RaleighGreensboro,2017-03-01,2017-03-02,mean
16746,2017-02-26,1.56,8608.11,241.98,4059.23,328.88,3978.02,2617.49,1360.53,0.0,organic,2017,RaleighGreensboro,2017-02-01,2017-02-23,mean
16747,2017-02-19,1.55,8726.67,169.95,4133.16,283.98,4139.58,3118.21,1021.37,0.0,organic,2017,RaleighGreensboro,2017-02-01,2017-02-16,mean
16748,2017-02-12,1.54,9911.34,239.38,4073.5,292.17,5306.29,4476.52,829.77,0.0,organic,2017,RaleighGreensboro,2017-02-01,2017-02-09,mean
16749,2017-02-05,1.77,9668.72,219.34,3567.45,282.75,5599.18,5467.43,131.75,0.0,organic,2017,RaleighGreensboro,2017-02-01,2017-02-02,mean
16750,2017-01-29,1.63,12400.14,210.3,5718.04,367.53,6104.27,5464.33,639.94,0.0,organic,2017,RaleighGreensboro,2017-01-01,2017-01-26,mean
16751,2017-01-22,1.59,10830.75,224.66,4242.03,477.69,5886.37,5420.39,465.98,0.0,organic,2017,RaleighGreensboro,2017-01-01,2017-01-19,mean
16752,2017-01-15,1.62,10210.4,185.33,5492.56,523.31,4009.2,3842.0,167.2,0.0,organic,2017,RaleighGreensboro,2017-01-01,2017-01-12,mean
16753,2017-01-08,1.52,11276.02,179.81,4508.4,369.14,6218.67,6018.6,200.07,0.0,organic,2017,RaleighGreensboro,2017-01-01,2017-01-05,low
16754,2017-01-01,1.78,8038.22,121.25,3157.17,299.93,4459.87,4271.94,187.93,0.0,organic,2017,RaleighGreensboro,2017-01-01,2016-12-29,mean
16755,2017-12-31,1.39,13838.29,496.98,2962.71,94.76,10283.84,9802.71,481.13,0.0,organic,2017,RichmondNorfolk,2017-12-01,2017-12-28,low
16756,2017-12-24,1.41,12966.31,527.99,2640.21,65.74,9732.37,9557.06,175.31,0.0,organic,2017,RichmondNorfolk,2017-12-01,2017-12-21,low
16757,2017-12-17,1.43,12837.29,531.72,2596.59,60.05,9648.93,9084.68,564.25,0.0,organic,2017,RichmondNorfolk,2017-12-01,2017-12-14,low
16758,2017-12-10,1.4,12385.8,365.36,2618.38,68.67,9333.39,9023.05,310.34,0.0,organic,2017,RichmondNorfolk,2017-12-01,2017-12-07,low
16759,2017-12-03,1.5,11304.93,591.86,3015.71,62.15,7635.21,7481.2,154.01,0.0,organic,2017,RichmondNorfolk,2017-12-01,2017-11-30,low
16760,2017-11-26,1.58,10285.18,441.93,2360.47,39.34,7443.44,7353.1,90.34,0.0,organic,2017,RichmondNorfolk,2017-11-01,2017-11-23,mean
16761,2017-11-19,1.62,9572.38,469.82,2619.23,36.54,6446.79,6399.28,47.51,0.0,organic,2017,RichmondNorfolk,2017-11-01,2017-11-16,mean
16762,2017-11-12,1.57,11495.44,632.19,2374.29,63.61,8425.35,8314.51,110.84,0.0,organic,2017,RichmondNorfolk,2017-11-01,2017-11-09,mean
16763,2017-11-05,1.64,10865.72,1262.85,2499.88,52.94,7050.05,6880.75,169.3,0.0,organic,2017,RichmondNorfolk,2017-11-01,2017-11-02,mean
16764,2017-10-29,1.67,10158.08,327.71,2184.05,36.01,7610.31,7023.4,586.91,0.0,organic,2017,RichmondNorfolk,2017-10-01,2017-10-26,mean
16765,2017-10-22,1.62,12275.26,370.45,2692.51,53.05,9159.25,8792.65,366.6,0.0,organic,2017,RichmondNorfolk,2017-10-01,2017-10-19,mean
16766,2017-10-15,1.6,15559.82,323.77,2409.46,66.32,12760.27,11870.29,889.98,0.0,organic,2017,RichmondNorfolk,2017-10-01,2017-10-12,mean
16767,2017-10-08,1.56,16660.78,416.49,2475.61,67.47,13701.21,13577.23,123.98,0.0,organic,2017,RichmondNorfolk,2017-10-01,2017-10-05,mean
16768,2017-10-01,1.6,14274.34,250.53,2545.53,18.17,11460.11,10711.65,748.46,0.0,organic,2017,RichmondNorfolk,2017-10-01,2017-09-28,mean
16769,2017-09-24,1.76,14075.51,257.62,2561.93,53.35,11202.61,9417.16,1785.45,0.0,organic,2017,RichmondNorfolk,2017-09-01,2017-09-21,mean
16770,2017-09-17,1.59,14824.51,336.19,2732.34,44.13,11711.85,10680.64,1031.21,0.0,organic,2017,RichmondNorfolk,2017-09-01,2017-09-14,mean
16771,2017-09-10,2.0,13661.82,526.93,3525.9,42.94,9566.05,7880.01,1686.04,0.0,organic,2017,RichmondNorfolk,2017-09-01,2017-09-07,expensive
16772,2017-09-03,2.05,12472.67,654.67,3231.63,56.08,8530.29,6523.37,2006.92,0.0,organic,2017,RichmondNorfolk,2017-09-01,2017-08-31,expensive
16773,2017-08-27,1.96,11862.16,517.0,3473.29,114.73,7757.14,6903.89,853.25,0.0,organic,2017,RichmondNorfolk,2017-08-01,2017-08-24,expensive
16774,2017-08-20,1.93,12811.35,573.89,3458.89,59.59,8718.98,7254.65,1464.33,0.0,organic,2017,RichmondNorfolk,2017-08-01,2017-08-17,expensive
16775,2017-08-13,1.79,11129.0,541.48,3363.51,112.95,7111.06,7044.98,66.08,0.0,organic,2017,RichmondNorfolk,2017-08-01,2017-08-10,high
16776,2017-08-06,1.66,12743.98,513.56,3881.12,71.87,8277.43,7343.81,933.62,0.0,organic,2017,RichmondNorfolk,2017-08-01,2017-08-03,mean
16777,2017-07-30,1.56,14439.15,623.91,4519.06,138.65,9157.53,8250.67,906.86,0.0,organic,2017,RichmondNorfolk,2017-07-01,2017-07-27,mean
16778,2017-07-23,1.45,17819.23,490.84,4973.46,117.18,12237.75,11553.5,684.25,0.0,organic,2017,RichmondNorfolk,2017-07-01,2017-07-20,low
16779,2017-07-16,1.71,11521.01,556.0,4078.58,201.95,6684.48,6042.57,641.91,0.0,organic,2017,RichmondNorfolk,2017-07-01,2017-07-13,mean
16780,2017-07-09,1.81,11717.1,720.65,5308.78,142.87,5544.8,3341.86,2202.94,0.0,organic,2017,RichmondNorfolk,2017-07-01,2017-07-06,high
16781,2017-07-02,1.84,10106.75,649.11,4909.0,127.57,4421.07,3123.96,1297.11,0.0,organic,2017,RichmondNorfolk,2017-07-01,2017-06-29,high
16782,2017-06-25,1.64,12534.75,656.89,5010.34,83.67,6783.85,3312.08,3471.77,0.0,organic,2017,RichmondNorfolk,2017-06-01,2017-06-22,mean
16783,2017-06-18,1.78,10408.49,709.84,4861.94,114.37,4722.34,3346.59,1375.75,0.0,organic,2017,RichmondNorfolk,2017-06-01,2017-06-15,mean
16784,2017-06-11,1.56,11925.84,666.26,4779.4,149.16,6331.02,3456.32,2874.7,0.0,organic,2017,RichmondNorfolk,2017-06-01,2017-06-08,mean
16785,2017-06-04,1.72,11637.27,740.89,4505.97,176.87,6213.54,3221.65,2991.89,0.0,organic,2017,RichmondNorfolk,2017-06-01,2017-06-01,mean
16786,2017-05-28,1.6,12214.35,771.94,4134.06,160.29,7148.06,2792.14,4355.92,0.0,organic,2017,RichmondNorfolk,2017-05-01,2017-05-25,mean
16787,2017-05-21,1.52,11063.56,536.61,4072.81,205.25,6248.89,3079.19,3169.7,0.0,organic,2017,RichmondNorfolk,2017-05-01,2017-05-18,low
16788,2017-05-14,1.72,9767.94,561.89,4265.52,195.63,4744.9,4343.18,401.72,0.0,organic,2017,RichmondNorfolk,2017-05-01,2017-05-11,mean
16789,2017-05-07,1.68,9163.85,514.87,4408.58,216.59,4023.81,2347.45,1676.36,0.0,organic,2017,RichmondNorfolk,2017-05-01,2017-05-04,mean
16790,2017-04-30,1.77,10361.33,597.65,5030.44,184.19,4549.05,3554.8,994.25,0.0,organic,2017,RichmondNorfolk,2017-04-01,2017-04-27,mean
16791,2017-04-23,1.65,10330.09,641.94,4484.77,159.23,5044.15,3311.15,1733.0,0.0,organic,2017,RichmondNorfolk,2017-04-01,2017-04-20,mean
16792,2017-04-16,1.46,12066.89,649.64,4688.25,221.16,6507.84,4128.88,2378.96,0.0,organic,2017,RichmondNorfolk,2017-04-01,2017-04-13,low
16793,2017-04-09,1.04,15659.62,659.45,4489.03,247.92,10263.22,2985.66,7277.56,0.0,organic,2017,RichmondNorfolk,2017-04-01,2017-04-06,low
16794,2017-04-02,1.41,11559.75,783.17,4621.86,247.98,5906.74,3507.74,2399.0,0.0,organic,2017,RichmondNorfolk,2017-04-01,2017-03-30,low
16795,2017-03-26,1.06,15307.02,674.2,4196.02,197.7,10239.1,3345.01,6894.09,0.0,organic,2017,RichmondNorfolk,2017-03-01,2017-03-23,low
16796,2017-03-19,1.55,11613.35,757.42,3820.16,217.31,6818.46,5310.39,1508.07,0.0,organic,2017,RichmondNorfolk,2017-03-01,2017-03-16,mean
16797,2017-03-12,1.46,14100.75,599.65,3963.56,189.23,9348.31,8086.79,1261.52,0.0,organic,2017,RichmondNorfolk,2017-03-01,2017-03-09,low
16798,2017-03-05,1.06,14497.7,635.96,3287.69,201.39,10372.66,4416.23,5956.43,0.0,organic,2017,RichmondNorfolk,2017-03-01,2017-03-02,low
16799,2017-02-26,1.01,13878.02,721.23,3569.87,221.42,9365.5,3127.75,6237.75,0.0,organic,2017,RichmondNorfolk,2017-02-01,2017-02-23,low
16800,2017-02-19,1.24,9098.81,522.24,3373.76,263.72,4939.09,2202.97,2736.12,0.0,organic,2017,RichmondNorfolk,2017-02-01,2017-02-16,low
16801,2017-02-12,1.12,10485.46,424.16,3355.43,236.07,6469.8,2421.74,4048.06,0.0,organic,2017,RichmondNorfolk,2017-02-01,2017-02-09,low
16802,2017-02-05,1.42,6511.84,527.83,2515.41,159.11,3309.49,2198.27,1111.22,0.0,organic,2017,RichmondNorfolk,2017-02-01,2017-02-02,low
16803,2017-01-29,1.32,8024.8,592.19,3683.49,230.3,3518.82,1829.27,1689.55,0.0,organic,2017,RichmondNorfolk,2017-01-01,2017-01-26,low
16804,2017-01-22,1.27,8066.77,436.2,2878.14,180.28,4572.15,2901.02,1671.13,0.0,organic,2017,RichmondNorfolk,2017-01-01,2017-01-19,low
16805,2017-01-15,1.56,6047.0,434.68,2923.44,197.24,2491.64,2491.64,0.0,0.0,organic,2017,RichmondNorfolk,2017-01-01,2017-01-12,mean
16806,2017-01-08,1.48,8071.93,490.6,3085.34,205.36,4290.63,4290.63,0.0,0.0,organic,2017,RichmondNorfolk,2017-01-01,2017-01-05,low
16807,2017-01-01,1.62,4920.41,584.97,2230.14,209.54,1895.76,1895.76,0.0,0.0,organic,2017,RichmondNorfolk,2017-01-01,2016-12-29,mean
16808,2017-12-31,1.5,5756.97,147.66,1513.56,0.0,4095.75,3747.09,348.66,0.0,organic,2017,Roanoke,2017-12-01,2017-12-28,low
16809,2017-12-24,1.54,5711.05,210.66,1517.29,0.0,3983.1,3652.57,330.53,0.0,organic,2017,Roanoke,2017-12-01,2017-12-21,mean
16810,2017-12-17,1.58,6387.27,141.87,1437.09,0.0,4808.31,3559.59,1248.72,0.0,organic,2017,Roanoke,2017-12-01,2017-12-14,mean
16811,2017-12-10,1.47,7802.12,124.73,1438.67,0.0,6238.72,5375.63,863.09,0.0,organic,2017,Roanoke,2017-12-01,2017-12-07,low
16812,2017-12-03,1.42,6811.91,195.13,1573.6,0.0,5043.18,4785.2,257.98,0.0,organic,2017,Roanoke,2017-12-01,2017-11-30,low
16813,2017-11-26,1.56,6698.22,247.15,1535.64,0.0,4915.43,4892.04,23.39,0.0,organic,2017,Roanoke,2017-11-01,2017-11-23,mean
16814,2017-11-19,1.54,6534.46,231.4,1669.66,0.0,4633.4,4633.4,0.0,0.0,organic,2017,Roanoke,2017-11-01,2017-11-16,mean
16815,2017-11-12,1.46,8507.88,221.24,1429.79,0.0,6856.85,6829.19,27.66,0.0,organic,2017,Roanoke,2017-11-01,2017-11-09,low
16816,2017-11-05,1.5,8255.71,163.9,1362.58,0.0,6729.23,6386.62,342.61,0.0,organic,2017,Roanoke,2017-11-01,2017-11-02,low
16817,2017-10-29,1.53,9293.76,151.09,1301.57,0.0,7841.1,7140.34,700.76,0.0,organic,2017,Roanoke,2017-10-01,2017-10-26,mean
16818,2017-10-22,1.53,10892.04,262.63,1702.26,0.0,8927.15,8539.6,387.55,0.0,organic,2017,Roanoke,2017-10-01,2017-10-19,mean
16819,2017-10-15,1.64,10752.98,221.97,1582.91,0.0,8948.1,7871.92,1076.18,0.0,organic,2017,Roanoke,2017-10-01,2017-10-12,mean
16820,2017-10-08,1.72,8206.5,228.36,1675.12,0.0,6303.02,6206.86,96.16,0.0,organic,2017,Roanoke,2017-10-01,2017-10-05,mean
16821,2017-10-01,1.83,7771.43,271.56,1683.7,0.0,5816.17,4753.12,1063.05,0.0,organic,2017,Roanoke,2017-10-01,2017-09-28,high
16822,2017-09-24,2.08,7802.86,226.04,1466.48,0.0,6110.34,3593.88,2516.46,0.0,organic,2017,Roanoke,2017-09-01,2017-09-21,expensive
16823,2017-09-17,1.9,7847.81,232.91,1598.3,0.0,6016.6,4434.42,1582.18,0.0,organic,2017,Roanoke,2017-09-01,2017-09-14,high
16824,2017-09-10,2.19,8032.49,258.82,1879.95,0.0,5893.72,3563.69,2330.03,0.0,organic,2017,Roanoke,2017-09-01,2017-09-07,expensive
16825,2017-09-03,2.27,8020.1,358.1,1952.12,0.0,5709.88,3207.99,2501.89,0.0,organic,2017,Roanoke,2017-09-01,2017-08-31,expensive
16826,2017-08-27,2.17,6628.13,311.6,2074.07,0.0,4242.46,3087.88,1154.58,0.0,organic,2017,Roanoke,2017-08-01,2017-08-24,expensive
16827,2017-08-20,2.08,8040.25,352.99,1992.25,0.0,5695.01,4347.39,1347.62,0.0,organic,2017,Roanoke,2017-08-01,2017-08-17,expensive
16828,2017-08-13,2.0,6017.04,295.77,1577.89,0.0,4143.38,3871.36,272.02,0.0,organic,2017,Roanoke,2017-08-01,2017-08-10,expensive
16829,2017-08-06,1.81,7240.03,282.29,2012.36,0.0,4945.38,3799.45,1145.93,0.0,organic,2017,Roanoke,2017-08-01,2017-08-03,high
16830,2017-07-30,1.59,7786.03,310.32,2134.34,0.0,5341.37,3780.03,1561.34,0.0,organic,2017,Roanoke,2017-07-01,2017-07-27,mean
16831,2017-07-23,1.49,9901.85,365.76,2772.19,0.0,6763.9,5244.98,1518.92,0.0,organic,2017,Roanoke,2017-07-01,2017-07-20,low
16832,2017-07-16,1.64,6337.48,242.19,2225.86,0.0,3869.43,3079.26,790.17,0.0,organic,2017,Roanoke,2017-07-01,2017-07-13,mean
16833,2017-07-09,1.62,9008.58,327.53,2701.41,0.0,5979.64,1517.51,4462.13,0.0,organic,2017,Roanoke,2017-07-01,2017-07-06,mean
16834,2017-07-02,1.78,5965.12,212.95,2696.9,0.0,3055.27,1472.15,1583.12,0.0,organic,2017,Roanoke,2017-07-01,2017-06-29,mean
16835,2017-06-25,1.42,8870.49,253.77,2759.2,0.0,5857.52,1646.75,4210.77,0.0,organic,2017,Roanoke,2017-06-01,2017-06-22,low
16836,2017-06-18,1.61,7557.29,385.86,3385.75,0.0,3785.68,1493.9,2291.78,0.0,organic,2017,Roanoke,2017-06-01,2017-06-15,mean
