name,year,quarter,count
Python,2021,4,130149
JavaScript,2021,4,102612
Java,2021,4,88684
TypeScript,2021,4,61047
Go,2021,4,59184
C++,2021,4,48447
Ruby,2021,4,44832
PHP,2021,4,38201
C#,2021,4,24426
C,2021,4,22792
Nix,2021,4,17594
HTML,2021,4,17216
Shell,2021,4,15836
Scala,2021,4,14883
Kotlin,2021,4,7437
Starlark,2021,4,5400
Dart,2021,4,5042
Rust,2021,4,4968
Jupyter Notebook,2021,4,4922
Swift,2021,4,4709
CSS,2021,4,3991
Groovy,2021,4,2572
Lean,2021,4,2349
Elixir,2021,4,2262
DM,2021,4,2180
SCSS,2021,4,2082
Objective-C,2021,4,1754
OCaml,2021,4,1745
Makefile,2021,4,1736
SystemVerilog,2021,4,1688
Perl,2021,4,1676
Lua,2021,4,1442
Erlang,2021,4,1354
Haskell,2021,4,1353
Dockerfile,2021,4,1039
Clojure,2021,4,1005
Emacs Lisp,2021,4,997
Vue,2021,4,942
HCL,2021,4,902
PowerShell,2021,4,827
CodeQL,2021,4,790
Jsonnet,2021,4,714
Jinja,2021,4,670
Verilog,2021,4,645
CoffeeScript,2021,4,591
R,2021,4,567
Smarty,2021,4,515
Roff,2021,4,444
Julia,2021,4,428
Vim script,2021,4,401
F#,2021,4,367
MATLAB,2021,4,338
Puppet,2021,4,332
Elm,2021,4,323
BitBake,2021,4,306
PLpgSQL,2021,4,304
Fortran,2021,4,289
Vala,2021,4,280
TeX,2021,4,279
YAML,2021,4,260
Visual Basic .NET,2021,4,246
WebAssembly,2021,4,238
Stylus,2021,4,219
Assembly,2021,4,210
Coq,2021,4,168
Batchfile,2021,4,158
Svelte,2021,4,156
XSLT,2021,4,151
Game Maker Language,2021,4,148
Cuda,2021,4,131
CMake,2021,4,126
JSON,2021,4,125
Nunjucks,2021,4,114
SWIG,2021,4,113
Raku,2021,4,113
Pascal,2021,4,105
Nim,2021,4,102
QML,2021,4,102
Gherkin,2021,4,100
JavaScript,2022,1,1296
Python,2022,1,788
Java,2022,1,608
TypeScript,2022,1,544
Ruby,2022,1,483
PHP,2022,1,445
C++,2022,1,349
Nix,2022,1,279
Go,2022,1,206
C#,2022,1,187
C,2022,1,152
HTML,2022,1,134
Scala,2022,1,110
Shell,2022,1,103
