ID	Tweet	Affect Dimension	Intensity Score
2017-En-10053	That way ur so angry you can literally feel ur blood boiling	anger	0.750
2017-En-10057	I'm nothing but a hateful and bitter fag	anger	0.750
2017-En-10727	@lethargytyler ehhh I guess. I want to everyone I've ever burst out laughing in front of😂	anger	0.333
2017-En-11076	Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower  #rawr #ChicagoPD	anger	0.354
2017-En-11354	@hanktastic1776 @sue51684 @EternalRiteWing If you watch his UN speech you can see his resentment towards us Americans!!!!🇺🇸✝🇺🇸	anger	0.521
2017-En-11160	Ppl like that irritate my soul	anger	0.458
2017-En-10611	@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.	anger	0.396
2017-En-11379	@AdamRichards_10 I done a mix of win and -1 and scores are 2-0 2-0 3-0 4-0 4-0 and then moyes was 1-0 down was fuming. Would of been easy	anger	0.479
2017-En-11057	@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.	anger	0.356
2017-En-10864	My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink.	anger	0.812
2017-En-11027	I HATE little girls 😡😡 got a lot off growing up to do!!! 	anger	0.688
2017-En-11654	Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck	anger	0.833
2017-En-10087	Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder	anger	0.729
2017-En-10592	np rum rage	anger	0.417
2017-En-11002	@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!	anger	0.438
2017-En-10658	@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.	anger	0.375
2017-En-11023	@EE whats with the 50p a minute charge to 150, insult to injury	anger	0.646
2017-En-11677	Another loss to city in the cup next 🙈 😂😂 cmon united! #revenge	anger	0.417
2017-En-11602	@simondawkins23 @Titchlar81 clicked the wrong side was fuming 😭	anger	0.646
2017-En-11092	no offense but could troye start dming people so i can feel like less of an idiot when i dm him thanks	anger	0.375
2017-En-10700	@The_Nasty_P now you gotta do that with fast n furious	anger	0.354
2017-En-40701	@cburt43 turn that frown upside down	anger	0.125
2017-En-20479	#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole	anger	0.562
2017-En-11308	says, who are you to compared me with the others; I'm just human. #lit #fire #burning	anger	0.583
2017-En-11256	@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?	anger	0.479
2017-En-10895	For the first time in my madden career I just set up a farm account. Should make MOTM much easier	anger	0.271
2017-En-11284	Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard	anger	0.562
2017-En-11212	I can already tell this programme is going to infuriate me #ExtremeWorld	anger	0.750
2017-En-11052	This may offend some, but I say u never trust a cop 🚓 of any color, but especially not a white 1(the evidence is clear)! The klan has awoke	anger	0.604
2017-En-11376	sixth form has destroyed my glowing skin im fuming	anger	0.600
2017-En-10840	Love the new song I can't stop thinking about you by #sting.	anger	0.167
2017-En-10995	@donlemon listening to these politicians is making me so #angry I'm so fucking tired of political speak by career politicians @PatMcCroryNC	anger	0.798
2017-En-11580	@Cass_Pennant @frankbrunoboxer @WestHamUtd @davidgold @MaccaFrank @JonjoHeuerman @WestHamMagazine @CasualMind_ @karren_brady it's an insult.	anger	0.500
2017-En-10251	If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes	anger	0.583
2017-En-10787	@jetmissTee I thought I peeped him on your snap. That's the homie ✊🏽 lol	anger	0.271
2017-En-41298	Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst	anger	0.583
2017-En-10118	... flat party and I instantly get bollocked about it. #fuming	anger	0.690
2017-En-11650	@sarahhiggins90 @lokiscottishrap So much animosity towards Loki who is fighting the same battle as you. Surely not the best use of energy.	anger	0.521
2017-En-41528	Why does Candice constantly pout #GBBO 💄😒	anger	0.375
2017-En-10460	Brendan Rodgers looks fuming 😭	anger	0.479
2017-En-10740	I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more	anger	0.333
2017-En-11519	Hell hath no fury like a bureaucrat scorned. ― Milton Friedman	anger	0.458
2017-En-10280	the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism	anger	0.562
2017-En-40680	@pxrfectpeach it's got her little pout	anger	0.458
2017-En-11149	Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist	anger	0.604
2017-En-11287	@majesticmata didn't even realise you used that insult it was that shit mate	anger	0.646
2017-En-10630	@edquinn63 how can you even forget to pick ur fave child up from school 	anger	0.396
2017-En-11573	#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia	anger	0.352
2017-En-11005	@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite 	anger	0.500
2017-En-10688	@Kim_is__bored exactly what I have been saying on fb.. 	anger	0.354
2017-En-11524	Feel the wrath of my air-dropped pamphlets!	anger	0.542
2017-En-10571	@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. 	anger	0.417
2017-En-10090	LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.	anger	0.729
2017-En-10145	How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious	anger	0.833
2017-En-10191	Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott	anger	0.625
2017-En-11405	@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! 	anger	0.500
2017-En-10516	@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→	anger	0.481
2017-En-11244	All options are on the table - #revenge is coming.	anger	0.458
2017-En-11290	@HumbleTeej @CourtneeHendrix even if he says nothing, he'll still piss some people off. He's gotta decide who he wants to make angry.	anger	0.438
2017-En-10710	being bitter only hurts yourself lmaooo	anger	0.354
2017-En-10882	It's the most magical time of the year......Xmas party announced and the #outrage commences. Gotta love Silicon Valley millennials.	anger	0.429
2017-En-10020	Making my buddy cry !! Bitch wait for revenge 🤗👌🏻	anger	0.812
2017-En-10883	@LaureEve I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm there.	anger	0.250
2017-En-10192	Not giving a fuck is better than revenge.	anger	0.625
2017-En-10285	@EagleGiles23 @tgilmore_92 what I miss? #outrage	anger	0.562
2017-En-10751	@pianimadi regarde tes snap	anger	0.312
2017-En-10977	“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO	anger	0.271
2017-En-10007	@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming	anger	0.875
2017-En-10438	jamming out to fury in math class wanting to die hbu	anger	0.479
2017-En-10796	630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold	anger	0.271
2017-En-10080	@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply	anger	0.864
2017-En-10543	I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes 	anger	0.438
2017-En-10124	..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 #rage!!!!	anger	0.688
2017-En-10513	@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end	anger	0.441
2017-En-11047	Threat factors in respect to provocation bulb worm: BnQo	anger	0.562
2017-En-11124	@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism	anger	0.417
2017-En-11120	@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers	anger	0.625
2017-En-10872	Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman 	anger	0.557
2017-En-11618	@dreamsandpocky Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon)	anger	0.521
2017-En-11267	@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter	anger	0.553
2017-En-10126	@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome	anger	0.688
2017-En-10235	@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! 	anger	0.583
2017-En-10234	Bloody parking ticket 😒💸 	anger	0.583
2017-En-10436	@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see	anger	0.479
2017-En-10443	Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.	anger	0.479
2017-En-10609	I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥	anger	0.396
2017-En-10258	i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ 	anger	0.583
2017-En-10589	@feistyarcher -trouble,' he feigned anger and gave her a look that told her to behave. He knew she wouldn't though, and that was one of -	anger	0.417
2017-En-11389	India should now react to the uri attack..... #revenge	anger	0.438
2017-En-11235	@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either 	anger	0.396
2017-En-10494	@kitanoye Hell is hot and boiling, isi ewu	anger	0.458
2017-En-10966	Autocorrect changes ''em' to 'me' which I resent greatly	anger	0.521
2017-En-10508	matt and i just did a psychological study on provocation in abusive relationships.	anger	0.458
2017-En-10707	@l1ght__eyes u tried boiling em takes years too	anger	0.354
2017-En-10930	@HomeSwapperteam  Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. #fuming with her	anger	0.667
2017-En-10116	Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD	anger	0.688
2017-En-10296	@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter	anger	0.562
2017-En-11324	Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.	anger	0.375
2017-En-11024	Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.	anger	0.396
2017-En-10297	Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul	anger	0.556
2017-En-10338	@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me	anger	0.542
2017-En-11242	@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. 	anger	0.438
2017-En-10043	so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed  #upset #tired #sad #tired #hangry ######	anger	0.771
2017-En-10392	That grudge you're holding keeps making an appearance because #God wants you to deal with it.	anger	0.500
2017-En-40673	@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity	anger	0.271
2017-En-40872	@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat	anger	0.172
2017-En-11240	Constantly fucking boiling and it's not ok	anger	0.771
2017-En-11018	I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge	anger	0.521
2017-En-10415	I think they may be #offended	anger	0.500
2017-En-10635	When anger rises, think of the consequences. #quote #wisdom #anger	anger	0.433
2017-En-10112	I'm just a fuming ball of anger today 🙃	anger	0.708
2017-En-10784	@FrizzeyesJr meeee, i'm lvl 320 and i have not a single relentless	anger	0.271
2017-En-10366	@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.	anger	0.521
2017-En-10773	Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat	anger	0.292
2017-En-11675	ya girl is #bitter	anger	0.439
2017-En-10734	Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday  #politeness	anger	0.333
2017-En-10405	Guy across from me in a really ugly suit cannot stop expressing his displeasure	anger	0.500
2017-En-11560	@CBSBigBrother she's pathetic!!! Hated Nicole for being cute &amp; having a showmance &amp; she couldn't get one! #bitter #uglycry #BBMichelle 😖	anger	0.562
2017-En-11063	Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs	anger	0.840
2017-En-10284	Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!	anger	0.562
2017-En-10960	The animosity toward Hillary comes from conspiracy theories and perception, the animosity toward Trump is based on what he says and does.	anger	0.354
2017-En-10316	I've always had a weird grudge against stingrays ever since one killed Steve Irwin.	anger	0.542
2017-En-10647	The most important thing to #bestrong is to hold your #anger #thoughts	anger	0.375
2017-En-40447	Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK	anger	0.354
2017-En-10253	I am just so bitter today 😐	anger	0.583
2017-En-10209	Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.	anger	0.625
2017-En-11691	Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️	anger	0.604
2017-En-11168	@missblair140 AWH tiff you're such a great friend I love you :(( thank you	anger	0.167
2017-En-10174	@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳	anger	0.646
2017-En-10801	Happiness is the best revenge	anger	0.250
2017-En-10495	#welfarereform should not be a 'model' for #snap.	anger	0.458
2017-En-10815	I think they may be 	anger	0.229
2017-En-40626	ordered my vacation bathing suits. one less thing to fret about.	anger	0.188
2017-En-10283	seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •	anger	0.562
2017-En-10377	Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩	anger	0.521
2017-En-11663	@CPPSmeofficial tiff.	anger	0.375
2017-En-11470	Goddamn headache. #anger	anger	0.750
2017-En-11684	Who allowed Pereira to start taking all the set pieces? fuming	anger	0.667
2017-En-10103	Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! 	anger	0.708
2017-En-11631	revenge	anger	0.542
2017-En-10085	@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed	anger	0.873
2017-En-10980	Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠 #angry #Rooney #mufc	anger	0.938
2017-En-11603	@laray_jenkins2 @SportsInsights yeah I know it unless our offense can get something going. That's a big if	anger	0.417
2017-En-10485	And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt 	anger	0.458
2017-En-11660	kenny - where were you born\nme - washington\nkenny - you fucking liar you were born in the fiery pits of hell	anger	0.917
2017-En-10582	@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol	anger	0.242
2017-En-11638	Just love Matthew Parris! Political rage is good!	anger	0.372
2017-En-10988	If i could just get my line to block!  #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman	anger	0.521
2017-En-10504	Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.	anger	0.458
2017-En-11031	No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE	anger	0.438
2017-En-10852	rose incense are the best thing I've ever bought	anger	0.125
2017-En-10009	How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. 	anger	0.875
2017-En-10860	@CozanGaming that's what lisa asked before she started raging at me, 'can I call you?' heh	anger	0.500
2017-En-10214	People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation	anger	0.604
2017-En-11292	someone kik me @ montanashay_ \n#kikme #snap	anger	0.250
2017-En-11357	@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens	anger	0.521
2017-En-10799	Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines	anger	0.189
2017-En-40809	@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --	anger	0.604
2017-En-10754	Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it	anger	0.312
2017-En-10257	OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage	anger	0.583
2017-En-10309	.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  	anger	0.517
2017-En-10227	Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour	anger	0.596
2017-En-10194	@GrxjicTank WHY though! Why did u want to offend Americans?	anger	0.625
2017-En-10154	@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming	anger	0.646
2017-En-11490	He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh #raging	anger	0.688
2017-En-10562	LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.	anger	0.417
2017-En-11040	Using multiple combs simultaneously is what I like to call impressive work!!    ;-O #snap #ohsnap #daaamn	anger	0.292
2017-En-10369	I need some to help with my anger	anger	0.574
2017-En-10985	Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! 	anger	0.667
2017-En-11355	2 days on.......never a fucking pen!!!! #nffc 	anger	0.850
2017-En-10858	@ArcticFantasy I would have almost took offense to this if I actually snapped you	anger	0.458
2017-En-10399	@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry	anger	0.400
2017-En-10231	@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.	anger	0.604
2017-En-10063	OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH 	anger	0.750
2017-En-10242	@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.	anger	0.583
2017-En-10165	I swear if @devincameron23 blocks me I'm going to hit her back #revenge	anger	0.646
2017-En-11491	He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh 	anger	0.554
2017-En-11466	She's foaming at the lips the one between her hips @realobietrice, one of many great lyrics	anger	0.292
2017-En-11273	@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.	anger	0.500
2017-En-11238	#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming	anger	0.625
2017-En-11607	@MJPWGaming exactly not some flaming reject from fast and furious	anger	0.438
2017-En-11055	#Forgiveness might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and #revenge.	anger	0.396
2017-En-10843	one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome 	anger	0.143
2017-En-10414	i can't believe they're all messing up my favourite of all bakes i feel personally offended	anger	0.500
2017-En-11368	Fuckin hell even seeing your face makes me fume	anger	0.901
2017-En-10021	Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult	anger	0.891
2017-En-11054	@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. 	anger	0.219
2017-En-10982	@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey	anger	0.479
2017-En-11419	@BoJackHorseman if your depressed and somebody calls you long faced will you still automatically take umbrage?	anger	0.354
2017-En-11578	10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO	anger	0.333
2017-En-10380	As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry	anger	0.521
2017-En-11569	me: wow today's such a good day \n*an hour later: burns food, gets sick, spills boiling hot water on myself*\nme: never mind	anger	0.531
2017-En-10243	@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest	anger	0.583
2017-En-11611	@TheJuanWilliams Where is your indignation and outrage over the UNARMED DEAF WHITE man who was shot and killed by black officer in CLT, NC?	anger	0.729
2017-En-10398	When your sister is 19 and throws legitimate temper tantrums just to get attention..	anger	0.500
2017-En-40568	Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO	anger	0.330
2017-En-10427	pressure does burst pipes 😭	anger	0.479
2017-En-10201	The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.	anger	0.625
2017-En-11140	Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife	anger	0.604
2017-En-10348	@KimLy resent	anger	0.521
2017-En-11361	@TDsNation only good thing in madden is DC	anger	0.188
2017-En-10061	@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious	anger	0.844
2017-En-41137	@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS	anger	0.438
2017-En-11674	@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?	anger	0.625
2017-En-10708	@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉	anger	0.354
2017-En-10874	@__NETFLIXNCHILL I fuck with madden way harder	anger	0.521
2017-En-10959	new madden 16 video was gonna be up but xbox is being an ahole and not going through 🙄🙄 #struggles	anger	0.667
2017-En-10743	This all resent #India #Pakistan problem is save #NawazSharif\n@ImranKhanPTI\n@PTIofficial	anger	0.312
2017-En-10246	@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.	anger	0.583
2017-En-11402	@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. #fuming	anger	0.646
2017-En-10673	Finally made my #fury #warrior guide. Let me know your thoughts	anger	0.375
2017-En-11356	2 days on.......never a fucking pen!!!! #nffc #bitter	anger	0.667
2017-En-10295	@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you	anger	0.562
2017-En-40604	@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-	anger	0.458
2017-En-10683	@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.	anger	0.354
2017-En-10291	#Anger or #wrath is an intense emotional response.	anger	0.562
2017-En-10216	I don't talk about politics because people nowadays get offended easily!	anger	0.479
2017-En-40225	@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy	anger	0.586
2017-En-11151	Every dancers dream song  #worldpower	anger	0.146
2017-En-11117	JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless	anger	0.188
2017-En-10136	@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky	anger	0.667
2017-En-10107	Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet	anger	0.708
2017-En-10365	@m_warner21 Yikes. The wrath of Maddie...	anger	0.521
2017-En-11012	when you think you've got it together for a day then you randomly burst out crying	anger	0.323
2017-En-11544	@jbiggy13 @ToneCapone111 ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks	anger	0.458
2017-En-11479	@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. #offended	anger	0.604
2017-En-10675	@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?	anger	0.375
2017-En-10197	@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice	anger	0.625
2017-En-11270	@Dominos_UK worst thing is i have confimation from them #angry	anger	0.771
2017-En-11414	Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb	anger	0.583
2017-En-10321	not to be That Person™ but i get bitter seeing some ravi stans	anger	0.542
2017-En-11353	@TheAlexValle Tio Valle, please! WNF grudge match @Anti with Low Tier God!!!	anger	0.396
2017-En-10391	I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩	anger	0.500
2017-En-10725	Projection is perception. See it in someone else? You also at some level have that within you.  #worry	anger	0.333
2017-En-11126	So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.	anger	0.354
2017-En-11639	I'm not sure if burning and looting really can positively impact a community	anger	0.312
2017-En-10709	@CrayonToCrayon @SueScoby \nIt's always fun to anger 'All the Old Dudes.' with Rock N' Roll :))	anger	0.354
2017-En-11630	Does Bret have a point? Cena, Balor, sting...	anger	0.202
2017-En-10439	So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended	anger	0.479
2017-En-41007	hate to see y'all frown but I'd rather see him smiling 💕✨	anger	0.188
2017-En-11659	@LindaStein1 Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed	anger	0.375
2017-En-10822	snap: hiAleshia 😃	anger	0.208
2017-En-11555	@happyandbashful @Teigngardener @CEVokins @gardengirllucy Don't provoke the Voke.	anger	0.479
2017-En-10624	Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit	anger	0.396
2017-En-11642	Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞	anger	0.500
2017-En-10990	@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌🏼🙌🏼	anger	0.500
2017-En-11492	@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)	anger	0.500
2017-En-10597	Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.	anger	0.417
2017-En-10569	@savageimiike one of my favorite songs brother, real talk. #rage	anger	0.417
2017-En-11269	@johnmerro1 @Liberobility still bitter about last night lads 😂	anger	0.562
2017-En-11518	Hell hath no fury like a sound technician scorned'\n\nThat's the quote right	anger	0.448
2017-En-10111	I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage	anger	0.708
2017-En-11457	For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote	anger	0.384
2017-En-10886	@isthataspider @dhodgs i will fight this guy! Don't insult the lions like that! But seriously they kinda are.Wasted some of the best players	anger	0.708
2017-En-10838	Vale! Vale! Sip sangria and taste tantalizing tapas @ElCidLA  's fiery flamenco nights! #MinutesFromHoM #SilverLake #LA #Flamenco	anger	0.167
2017-En-10585	@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from convo*	anger	0.417
2017-En-10303	Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol	anger	0.542
2017-En-10089	@ChurdAllan fucked my coupon that goal! #raging	anger	0.729
2017-En-10807	Like hello? I am your first born you must always laugh at my jokes. 	anger	0.324
2017-En-11307	how can you hold a grudge for over a year I can barely hold one for a few minutes	anger	0.354
2017-En-11213	Height of irritation when a person makes a hilarious chusssss.... Plz die....😬😬	anger	0.708
2017-En-11016	@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz  #HONEY	anger	0.354
2017-En-10580	@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about 450k	anger	0.417
2017-En-11259	at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so	anger	0.521
2017-En-10660	Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark	anger	0.375
2017-En-10548	@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system	anger	0.438
